horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1.)56.500 TL,2.)22.600 TL,3.)11.300 TL,4.)5.650 TL,1.)9.746 TL,2.)3.899 TL,3.)1.949 TL,﻿Elazığ,2022-05-18,1,,Kum,English,Wednesday
1,BAY ZENGİN SKG SK,4y a  a,ZENGİNOĞLU,54,UMUT DEMİR,MUHAMMED YILDIZ,﻿Elazığ,2022-05-18,1,,Kum,English,Wednesday
2,EFE AHMET KG DB,4y k  a,HIZLITAY,60,A.ŞENBAHAR,MEHMET EMİN DEMİRKAPU,﻿Elazığ,2022-05-18,1,,Kum,English,Wednesday
3,BEN SUBAŞI KG DB SK,4y d  a,ÖZGÜNHAN,54 +0.80,Y.ÇELİKBAŞ,ADİL ÇİZİK,﻿Elazığ,2022-05-18,1,,Kum,English,Wednesday
4,HİLVANLIOĞLU KG DB,4y a  a,ŞİMŞEĞİNOĞLU,60,M.IŞIK,MEHMET CAMUZ,﻿Elazığ,2022-05-18,1,,Kum,English,Wednesday
5,ÇAPTUĞ KG DB SK GKR,4y k  a,SON MARTI,54 +1.90,A.ÇANKAYA,MUSTAFA YARDIMCI,﻿Elazığ,2022-05-18,1,,Kum,English,Wednesday
6,KAÇAR VEYSİ KG DB,4y k  a,SON MARTI,54 +1.20,F.ÇETİNBAŞ,ADİL YARDIMCI,﻿Elazığ,2022-05-18,1,,Kum,English,Wednesday
7,CELALSUN KG SK,4y k  a,KIRIMHAN,53,B.SARIDAL,MUHAMMET FELHAN,﻿Elazığ,2022-05-18,1,,Kum,English,Wednesday
1.)45.500 TL,2.)18.200 TL,3.)9.100 TL,4.)4.550 TL,1.)7.849 TL,2.)3.140 TL,3.)1.570 TL,﻿Elazığ,2022-05-18,2,,Kum,English,Wednesday
1,ANADOLU ESERİ DB SK,3y d  d,VICTORY GALLOP (CAN),56 +0.50,M.AVŞAR,MEHMET KAYA,﻿Elazığ,2022-05-18,2,,Kum,English,Wednesday
2,HASOĞLUM SK,3y d  e,PAPA CLEM (USA),"58,5",H.ALTUNKILIÇ,ERKAN YILDIRIM,﻿Elazığ,2022-05-18,2,,Kum,English,Wednesday
3,FRANCIS HORSE DB SKG SK,3y a  e,SIDNEY`S CANDY (USA),61,F.YARDIMCI,BÜLENT YARDIMCI,﻿Elazığ,2022-05-18,2,,Kum,English,Wednesday
4,ROCKY GIRL SK,3y d  d,KAFKASLI,58,H.ALTUNDAĞ AP,MEHMET EMİN DEMİRKAPU,﻿Elazığ,2022-05-18,2,,Kum,English,Wednesday
5,INTERCEPTOR SK,3y d  e,STROMWOLF,50 +1.50,C.TEPE,HÜSEYİN ŞİMŞEK,﻿Elazığ,2022-05-18,2,,Kum,English,Wednesday
6,MELENGİÇ SK,3y d  d,BANKNOTE (GB),"50,5 +1.20",B.SARIDAL AP,SALİH ÇİZİK,﻿Elazığ,2022-05-18,2,,Kum,English,Wednesday
7,SÜPER SITARA DB SKG SK,3y d  d,TALIP HAN (IRE),"52,5 +2.00",Y.ÇELİKBAŞ AP,SALİH ÇİZİK,﻿Elazığ,2022-05-18,2,,Kum,English,Wednesday
8,OĞLUM HIŞMAN SKG SK,3y a  e,CUVEE (USA),60,M.A.AKTÜRK,CEMİL ÇİZİK,﻿Elazığ,2022-05-18,2,,Kum,English,Wednesday
1.)45.500 TL,2.)18.200 TL,3.)9.100 TL,4.)4.550 TL,1.)7.849 TL,2.)3.140 TL,3.)1.570 TL,﻿Elazığ,2022-05-18,3,,Kum,English,Wednesday
1,BEKİR KG GKR,7y k  a,BİLGİN,59,N.ALTIN,İBRAHİM ALTUNBAŞ,﻿Elazığ,2022-05-18,3,,Kum,English,Wednesday
2,UZUNYOL SKG SK,5y a  a,ATİKBEY,"53,5 +2.00",F.YARDIMCI,İSMAİL SANCAR,﻿Elazığ,2022-05-18,3,,Kum,English,Wednesday
3,GENÇSOY KG SK,5y k  a,GOBAKBEY,59,A.ŞENBAHAR AP,MURAT ARSLAN,﻿Elazığ,2022-05-18,3,,Kum,English,Wednesday
4,İBİŞBEY KG,5y k  a,SERDARHAN,"57,5",İ.AKYAVUZ,MEHMET DOĞAN,﻿Elazığ,2022-05-18,3,,Kum,English,Wednesday
5,TUMBULKAVÇİNOĞLU,8y a  a,KOŞAYALP,55,C.TEPE,YAHYA İŞIK,﻿Elazığ,2022-05-18,3,,Kum,English,Wednesday
6,AKÇAKOCA BEY YP,6y k  a,TURBO,"56,5",A.ÇANKAYA AP,İBRAHİM YILDIZ,﻿Elazığ,2022-05-18,3,,Kum,English,Wednesday
7,ÇAKIRALİ KG,9y k  a,ARASLI,54 +1.60,H.ALTUNDAĞ AP,HÜSEYİN ÇELİK,﻿Elazığ,2022-05-18,3,,Kum,English,Wednesday
8,EFEBERK DB SKG SK,8y a  a,SABURAY,60,M.CANPOLAT AP,SELAMİ NURAL,﻿Elazığ,2022-05-18,3,,Kum,English,Wednesday
9,YALAZBEYİ SKG SK,8y a  a,YALAZ,"61,5",M.AVŞAR,BİŞAR ÇELİK,﻿Elazığ,2022-05-18,3,,Kum,English,Wednesday
10,NADİDEGÜL KG DB SK,5y k k,BİLGİN,"53,5 +2.00",İ.KATAR AP,GÖKHAN ERDOĞAN,﻿Elazığ,2022-05-18,3,,Kum,English,Wednesday
11,SON MAHSÜL K DB,5y k  a,DARBE,53 +2.00,M.IŞIK AP,ELİF KAYA,﻿Elazığ,2022-05-18,3,,Kum,English,Wednesday
12,DİKME AĞASI KG SK,5y k  a,ONURKAAN,"56,5",F.ÇETİNBAŞ AP,FERİDUN YUVARLAK,﻿Elazığ,2022-05-18,3,,Kum,English,Wednesday
13,ATİKBEY KIZI SKG SK,5y k k,ATİKBEY,54 +2.00,H.ALTUNKILIÇ,İSMAİL SANCAR,﻿Elazığ,2022-05-18,3,,Kum,English,Wednesday
14,KEŞTEBATA DB SKG SK,6y a  a,ATİKBEY,51 +0.40,B.SARIDAL AP,ABDULBAKİ ÖZKAN,﻿Elazığ,2022-05-18,3,,Kum,English,Wednesday
1.)50.500 TL,2.)20.200 TL,3.)10.100 TL,4.)5.050 TL,1.)14.519 TL,2.)5.808 TL,3.)2.904 TL,﻿Elazığ,2022-05-18,4,,Kum,English,Wednesday
1,ATIŞINKIZI KG K,3y k  d,EFEM,55 +0.60,H.ALTUNDAĞ AP,YAKUP ÇELİK,﻿Elazığ,2022-05-18,4,,Kum,English,Wednesday
2,KAMIŞLI ŞİMŞEĞİ KG DB SK,3y a  d,ŞİMŞEĞİNOĞLU,57,M.A.AKTÜRK,CEVHER CANLIKA,﻿Elazığ,2022-05-18,4,,Kum,English,Wednesday
3,BİTİRİM SEDA KG SK,3y a  d,BİTİRİMKARINCA,57 +0.60,M.AVŞAR,MEHMET TURAN,﻿Elazığ,2022-05-18,4,,Kum,English,Wednesday
4,ZELENA KG SK,3y k  d,SAKARBAŞI,55 +0.80,İ.KATAR AP,YASİN MUZAFFER ÖZTOP,﻿Elazığ,2022-05-18,4,,Kum,English,Wednesday
5,DEĞER YER SK,3y k  d,ÖZHABER,54 +1.30,F.ÇETİNBAŞ AP,SELÇUK YONTÜRK,﻿Elazığ,2022-05-18,4,,Kum,English,Wednesday
6,CERYAN KG K,3y k  d,AKARÇAY,54 +2.00,A.ÇANKAYA AP,İSMAİL SANCAR,﻿Elazığ,2022-05-18,4,,Kum,English,Wednesday
7,BOZTEPEKIZI KG DB SK,3y a  d,BATURŞAH,57 +0.20,N.ALTIN,İBRAHİM CANLIKA,﻿Elazığ,2022-05-18,4,,Kum,English,Wednesday
8,HIZLI ÇİKO K,3y k  d,EFEM,53,B.SARIDAL AP,İBRAHİM CANLIKA,﻿Elazığ,2022-05-18,4,,Kum,English,Wednesday
9,GÜLYAMANBİR SK,3y k  d,BERKAY EFE,55,M.E.DOĞAN AP,ŞEYHMUS ÇİZİK,﻿Elazığ,2022-05-18,4,,Kum,English,Wednesday
10,EFELER GÜZELİ KG SK,3y a  d,EFEM,57 +0.30,H.ALTUNKILIÇ,MUZAFFER ÇİZİK,﻿Elazığ,2022-05-18,4,,Kum,English,Wednesday
11,BOZHANIM K,3y k  d,BERKSOY,54 +2.00,F.FELHAN AP,İBRAHİM CANLIKA,﻿Elazığ,2022-05-18,4,,Kum,English,Wednesday
12,BERK SULTAN KG K DB,3y k  d,BERKCAN,54 +1.60,A.ŞENBAHAR AP,İSMAİL GÜRLER,﻿Elazığ,2022-05-18,4,,Kum,English,Wednesday
1.)45.500 TL,2.)18.200 TL,3.)9.100 TL,4.)4.550 TL,1.)7.849 TL,2.)3.140 TL,3.)1.570 TL,﻿Elazığ,2022-05-18,5,,Kum,English,Wednesday
1,ERTUNGA,4y a  a,BİTİRİMKARINCA,"55,5 +0.20",İ.KATAR AP,BİŞAR ÇELİK,﻿Elazığ,2022-05-18,5,,Kum,English,Wednesday
2,ULUGÖL,4y k  a,ONURKAAN,54 +1.30,N.ALTIN,MEHMET EMİN DEMİRKAPU,﻿Elazığ,2022-05-18,5,,Kum,English,Wednesday
3,MUSTİCAN KG SK,4y k  a,SON MARTI,58,F.YARDIMCI,ÖMER YARDIMCI,﻿Elazığ,2022-05-18,5,,Kum,English,Wednesday
4,VARTOGIMGIM KG K,4y d  a,FAZIL AĞA,"54,5 +0.50",C.TEPE,YAHYA İŞIK,﻿Elazığ,2022-05-18,5,,Kum,English,Wednesday
5,OĞLUM TUNA KG K,4y a  a,BOLKAR,61,İ.AKYAVUZ,BEKİR AKYAVUZ,﻿Elazığ,2022-05-18,5,,Kum,English,Wednesday
