horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1.)45.500 TL,2.)18.200 TL,3.)9.100 TL,4.)4.550 TL,1.)7.849 TL,2.)3.140 TL,3.)1.570 TL,﻿Adana,2021-11-07,1,,Çim,English,Sunday
1,STARK DB SKG SK,3y a  e,CARDINAL PIONEER,57,N.DEMİR AP,FATMA ÇETİN,﻿Adana,2021-11-07,1,,Çim,English,Sunday
2,GÖKBAKIRHAN DB SKG SK,3y d  e,AYDEMİRHAN,61,V.DEMİR,AYHAN GİRAY,﻿Adana,2021-11-07,1,,Çim,English,Sunday
3,ORURA SKG SK,3y a  d,TOUGH GUY,53,M.BAYIR,EMRE ŞAHİN,﻿Adana,2021-11-07,1,,Çim,English,Sunday
4,ENDLESS SEAS KG K DB,3y d  e,INVINCIBLE SON (IRE),61,F.R.BEBEK,GÜNSEN SOYUPAK,﻿Adana,2021-11-07,1,,Çim,English,Sunday
5,SERHOŞ BABA DB SKG SK,3y k  e,WIENER WALZER (GER),59,E.ÇANKAYA AP,LATİF KOÇYİĞİT,﻿Adana,2021-11-07,1,,Çim,English,Sunday
6,RACING PRINCESS K DB,3y a  d,WHOS NEXT,56,E.SİNCAN,TARIK KARADUMAN,﻿Adana,2021-11-07,1,,Çim,English,Sunday
7,WE WILL SUCCEED DB SKG SK SGKR,3y a  e,MAXIMUS DREAM,58,B.KILINÇ,SIDDIKA Y. DEMİRCİ,﻿Adana,2021-11-07,1,,Çim,English,Sunday
8,KING OF APPROVE KG DB SK,3y a  e,APPROVE (IRE),55,M.K.KUMBASAR,MEHMET YAVUZEL,﻿Adana,2021-11-07,1,,Çim,English,Sunday
9,MINSK DB SK,3y d  d,KING DAVID (USA),56 +0.10,H.KILIÇARSLAN,VEYSEL KAHRAMAN,﻿Adana,2021-11-07,1,,Çim,English,Sunday
10,SOUL OF NYX KG SK,3y k  d,NATIVE KHAN (FR),56 +2.00,H.KATI,SEMRA AKSU,﻿Adana,2021-11-07,1,,Çim,English,Sunday
11,KAFKASLARIN BABASI SKG SK,3y d  e,WIN RIVER WIN (USA),52 +1.50,T.BALİ AP,SERCAN BAKAL,﻿Adana,2021-11-07,1,,Çim,English,Sunday
12,KING TOROK KG DB SK,3y d  e,TOROK (IRE),51 +2.00,SER.YILDIZ AP,AZİZ KARATAŞ,﻿Adana,2021-11-07,1,,Çim,English,Sunday
1.)60.000 TL,2.)24.000 TL,3.)12.000 TL,4.)6.000 TL,1.)17.250 TL,2.)6.900 TL,3.)3.450 TL,﻿Adana,2021-11-07,2,,Kum,English,Sunday
1,PRINCESS CUVEE KG DB SK,2y a  d,CUVEE (USA),57,M.S.ÇELİK,ŞAHİNDE ERŞAHİNOĞLU,﻿Adana,2021-11-07,2,,Kum,English,Sunday
2,LADY HOPE DB SK,2y d  d,CAPTAIN RIO (GB),57,M.A.SOLMAZ,EMRAH KARAMAZI,﻿Adana,2021-11-07,2,,Kum,English,Sunday
3,STROM OF FATE DB SK,2y d  d,TOROK (IRE),57,MÜS.ÇELİK,AİT ÇELİK,﻿Adana,2021-11-07,2,,Kum,English,Sunday
4,HAPPY PRINCESS SK,2y d  d,WIN RIVER WIN (USA),53 +1.00,N.DEMİR AP,MURAT BEKMEZCİ,﻿Adana,2021-11-07,2,,Kum,English,Sunday
5,WING OF THE ANGELS DB SKG SK,2y d  d,EL CORREDOR (USA),55 +1.20,E.ÇANKAYA AP,BAĞNU EĞİLLİ,﻿Adana,2021-11-07,2,,Kum,English,Sunday
6,BLODREINA KG K,2y d  d,HAKEEM (USA),57,M.K.KUMBASAR,AZİZ CAN EKEN,﻿Adana,2021-11-07,2,,Kum,English,Sunday
7,KATRECİK KG,2y d  d,PAPA CLEM (USA),58,B.KELEŞOĞLU AP,ÖZLEM ARTAR,﻿Adana,2021-11-07,2,,Kum,English,Sunday
8,PÜSEM PÜSEM K DB,2y d  d,PAPA CLEM (USA),57,M.BAYIR,İMAT BOZDOĞANLI,﻿Adana,2021-11-07,2,,Kum,English,Sunday
9,LADY SOFIA KG K DB,2y a  d,BOSPORUS (IRE),57 +0.10,B.KILINÇ,ZELİHA SEVLER,﻿Adana,2021-11-07,2,,Kum,English,Sunday
10,YENİDÜNYA  SK,2y d  d,SCARFACE,57 +1.00,H.KATI,SÜLEYMAN KAR,﻿Adana,2021-11-07,2,,Kum,English,Sunday
1.)69.000 TL,2.)27.600 TL,3.)13.800 TL,4.)6.900 TL,1.)11.903 TL,2.)4.761 TL,3.)2.381 TL,﻿Adana,2021-11-07,3,,Çim,English,Sunday
1,BOZKARA KG SK,4y a  a,KAIZBERT (RU),58,E.ÇANKAYA AP,MAHMUT KARAKEÇİ,﻿Adana,2021-11-07,3,,Çim,English,Sunday
2,FERİDUN ABİ KG DB,4y a  a,ODİNHAN,57,M.ÖZDEMİR AP,AYFER ŞİMŞEK,﻿Adana,2021-11-07,3,,Çim,English,Sunday
3,GARDAL GÜLÜ KG K,4y a k,UÇANBEY,56,M.S.ÇELİK,SERDAR DOĞAN,﻿Adana,2021-11-07,3,,Çim,English,Sunday
4,TEKİNZADE KG DB SK,4y a  a,TÜMÖZ BEY,54,A.KAÇMAZ,MEHMET ŞİMŞEK,﻿Adana,2021-11-07,3,,Çim,English,Sunday
5,ÇAKIRSULTAN KG SK,4y k k,YAKUPBEY,58,MÜS.ÇELİK,HALİT DAĞTEKİN,﻿Adana,2021-11-07,3,,Çim,English,Sunday
6,YAVUZUM KG DB SK,4y a k,ÖZGÜNHAN,55 +2.00,H.PARILDAR,MEHMET YAVUZ,﻿Adana,2021-11-07,3,,Çim,English,Sunday
7,BABA RAMAZAN KG K DB,4y k  a,YAKUPBEY,54,E.TUNÇ,RAMAZAN TUMBUL,﻿Adana,2021-11-07,3,,Çim,English,Sunday
