horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1.)92.500 TL,2.)37.000 TL,3.)18.500 TL,4.)9.250 TL,1.)15.956 TL,2.)6.383 TL,3.)3.191 TL,﻿Antalya,2022-11-23,1,,Kum,English,Wednesday
1,GÖZÜYILMAZ KG SK,4y k  a,HIZLITAY,56,MÜS.ÇELİK,SERKAN AKSU,﻿Antalya,2022-11-23,1,,Kum,English,Wednesday
2,ŞEF COZIF KG K DB,4y k  a,ATACAN,51 +1.30,K.YILMAZ AP,ELİF KAYA,﻿Antalya,2022-11-23,1,,Kum,English,Wednesday
3,GENCETAY KG K DB,4y a  a,DEMİRDÖVEN,58,BURAK AKÇAY AP,MÜCAHİT DEMİRKAN,﻿Antalya,2022-11-23,1,,Kum,English,Wednesday
4,SAKLIKIZ KG SK,4y k k,TAMERİNOĞLU,57,N.DEMİR AP,FEVZİ YILMAZ,﻿Antalya,2022-11-23,1,,Kum,English,Wednesday
5,JİYAN HATUN KG DB SK,4y a k,ODİNHAN,54 +2.00,H.KATI,HAKKI GÜLAL,﻿Antalya,2022-11-23,1,,Kum,English,Wednesday
6,KARDEŞ KAYA KG,4y k  a,ALPAK,56,M.BAĞ AP,EMİNE KAYA,﻿Antalya,2022-11-23,1,,Kum,English,Wednesday
7,DESTANSI KG DB SK,4y a k,KAIZBERT (RU),53 +0.50,H.YOLAÇICI AP,SARAÇ TURAN,﻿Antalya,2022-11-23,1,,Kum,English,Wednesday
1.)74.500 TL,2.)29.800 TL,3.)14.900 TL,4.)7.450 TL,1.)12.851 TL,2.)5.141 TL,3.)2.570 TL,﻿Antalya,2022-11-23,2,,,English,Wednesday
1,BENİM GÜLÜM KG SK,5y a k,TURBO,"59,5",MÜS.ÇELİK,GÜLBEN AKSU,﻿Antalya,2022-11-23,2,,,English,Wednesday
2,ŞAL KIZI KG K DB,4y a k,KAYATUFAN,56,S.ALTAY AP,MÜSLÜM ASLAN,﻿Antalya,2022-11-23,2,,,English,Wednesday
3,CİHANIN GÜLÜ KG DB GKR,5y k k,ÖZGÜNHAN,"61,5",F.R.BEBEK,KAYA KAYA,﻿Antalya,2022-11-23,2,,,English,Wednesday
4,PRENSES TOŞUR DB SK,4y a k,TOŞUR,58,H.KAPLAN,M. FATİH DURAN,﻿Antalya,2022-11-23,2,,,English,Wednesday
5,BERRENKIZ KG,4y a k,UÇANOĞLU,55 +1.10,O.ÖZTÜRK,GÖKHAN EZER,﻿Antalya,2022-11-23,2,,,English,Wednesday
6,SANAY SKG SK,8y a k,ÖZGÜNHAN,"57,5",U.LEVENT AP,ABDULLAH KAYA,﻿Antalya,2022-11-23,2,,,English,Wednesday
7,MALYA GÜZELİ KG SK,5y a k,ÖZGÜNHAN,"55,5 +0.10",İS.YILDIRIM AP,MEHMET KARATOPRAK,﻿Antalya,2022-11-23,2,,,English,Wednesday
8,BALIN GÜLÜ KG DB SK,4y k k,BALIKHAN,54,İ.DİNAR,BURCU KUTLU,﻿Antalya,2022-11-23,2,,,English,Wednesday
9,RÜYANIN KIZI KG K DB,4y k k,BATURŞAH,56,BURAK AKÇAY AP,OSMAN DEMİRKIRAN,﻿Antalya,2022-11-23,2,,,English,Wednesday
10,LEYLA SULTANIM DB,4y k k,KAIZBERT (RU),52 +1.50,M.BAĞ AP,HAKKI GÜLAL,﻿Antalya,2022-11-23,2,,,English,Wednesday
1.)63.000 TL,2.)25.200 TL,3.)12.600 TL,4.)6.300 TL,1.)10.868 TL,2.)4.347 TL,3.)2.174 TL,﻿Antalya,2022-11-23,3,,,English,Wednesday
1,BANU BEŞ KG DB SK,4y d k,BUSHRANGER (IRE),53 +0.40,G.YILDIZ,ALİ KEMAL ÇELİK,﻿Antalya,2022-11-23,3,,,English,Wednesday
2,MESTİNAZ KG DB SK,3y d  d,DEĞİRMENDERELİ,"56,5",V.DEMİR,C.TAHİR BURHANLIOĞLU,﻿Antalya,2022-11-23,3,,,English,Wednesday
3,ŞİRİN OĞLU KG DB SK ÖG,5y a  a,AKINDAYIM (IRE),"56,5",O.ÖZTÜRK,AYŞETE TOP,﻿Antalya,2022-11-23,3,,,English,Wednesday
4,SON NOKTA DB SK,4y d  a,DUTYFREE,55,İ.DİNAR,CANER KAMAN,﻿Antalya,2022-11-23,3,,,English,Wednesday
5,STRONG STORM SK,3y d  d,WIN RIVER WIN (USA),54,MÜS.ÇELİK,ZEKİ SÖKMEN,﻿Antalya,2022-11-23,3,,,English,Wednesday
6,EL PROFESOR KG K DB BB SGKR,4y a  g,NATIVE KHAN (FR),60,H.YOLAÇICI AP,İSMAİL CEM ERGİN,﻿Antalya,2022-11-23,3,,,English,Wednesday
7,CORAL STORM KG K DB,3y d  e,WIENER WALZER (GER),56,M.KESKİN,AYFER ŞİMŞEK,﻿Antalya,2022-11-23,3,,,English,Wednesday
8,LORD OF TIME SKG SK,7y d  a,SEA HERO (USA),51 +2.00,M.BAĞ AP,FİKRET GÜNER,﻿Antalya,2022-11-23,3,,,English,Wednesday
9,FLYING EMOTION DB SK,3y d  d,FROM HEAVEN (USA),50 +0.60,C.TEPE,HALİL KAYA,﻿Antalya,2022-11-23,3,,,English,Wednesday
10,TIME IS NOW SK,4y a  a,INVINCIBLE SON (IRE),59,İ.SOYAD,T. İZZET AKSOY,﻿Antalya,2022-11-23,3,,,English,Wednesday
11,REAL CHAMPION DB SKG SK,3y d  g,MENDIP (USA),"58,5",F.ARSLAN,MURAT AYDIN,﻿Antalya,2022-11-23,3,,,English,Wednesday
1.)81.500 TL,2.)32.600 TL,3.)16.300 TL,4.)8.150 TL,1.)23.431 TL,2.)9.373 TL,3.)4.686 TL,﻿Antalya,2022-11-23,4,,Kum,English,Wednesday
1,ESES ATEŞİ KG DB SK,3y k  d,FAROTAY,57,İ.DİNAR,LEVENT ŞENTÜRK,﻿Antalya,2022-11-23,4,,Kum,English,Wednesday
2,GEÇİT KIZI KG K,3y a  d,GELİBOLU,57,F.R.BEBEK,SERHAT YILDIRAN,﻿Antalya,2022-11-23,4,,Kum,English,Wednesday
3,ATLI GÜLAY KG K,3y k  d,GÜNTAY,53,K.YILMAZ AP,FAHRETTİN ŞOLPAN,﻿Antalya,2022-11-23,4,,Kum,English,Wednesday
4,KARİMAMA KG SK,3y d  d,BERKAY EFE,56,S.ALTAY AP,MÜSLÜM ASLAN,﻿Antalya,2022-11-23,4,,Kum,English,Wednesday
5,SOPHIATAY KG,3y k  d,YALNIZEFE,57,N.AVCİ,ŞEVKET ALTUNIŞIK,﻿Antalya,2022-11-23,4,,Kum,English,Wednesday
6,AKARGÜLÜ KG K,3y a  d,AKARÇAY,55,N.DEMİR AP,MEHMET ÇELİK,﻿Antalya,2022-11-23,4,,Kum,English,Wednesday
7,KOR ATEŞİM KG DB,3y a  d,BERKAY EFE,57,M.DEMİRBAŞ,FATMA NİLGÜN KUTLU,﻿Antalya,2022-11-23,4,,Kum,English,Wednesday
8,AŞK VE SEDA KG SK,3y a  d,SULTAN DE FAUST (FR),54 +2.00,F.ÇETİNBAŞ AP,BEŞİR KAYA,﻿Antalya,2022-11-23,4,,Kum,English,Wednesday
9,SERPİL SULTAN KG SK,3y a  d,SAKARBAŞI,54,Ç.CANPOLAT AP,BEŞİR KAYA,﻿Antalya,2022-11-23,4,,Kum,English,Wednesday
10,EZMEYRA KG SK,3y d  d,EZRA,57,F.ARSLAN,BEŞİR KAYA,﻿Antalya,2022-11-23,4,,Kum,English,Wednesday
1.)63.000 TL,2.)25.200 TL,3.)12.600 TL,4.)6.300 TL,1.)18.113 TL,2.)7.245 TL,3.)3.623 TL,﻿Antalya,2022-11-23,5,,Kum,English,Wednesday
1,SABIR HAN KG K DB,2y d  e,ARMONDO,54 +0.40,N.DEMİR AP,HÜSEYİN BECENE,﻿Antalya,2022-11-23,5,,Kum,English,Wednesday
2,BEBECİTO KG DB,2y a  e,PLEASANTLY PERFECT (USA),51 +2.00,F.ARSLAN,SEMİH KATI,﻿Antalya,2022-11-23,5,,Kum,English,Wednesday
3,SOLİDO HERMANOS SK,2y d  e,MENDIP (USA),59,N.AVCİ,GÜLİZAR YANIK,﻿Antalya,2022-11-23,5,,Kum,English,Wednesday
4,BABOŞ ALPER KG DB SK,2y d  e,YAVUZSEL,54,Ç.CANPOLAT AP,MUZAFFER NECEF,﻿Antalya,2022-11-23,5,,Kum,English,Wednesday
5,UMUDUM BATMACI K,2y d  d,MSHAWISH (USA),56,F.R.BEBEK,ABDULLATİF BATMACI,﻿Antalya,2022-11-23,5,,Kum,English,Wednesday
6,EFSANE MISTO SK,2y a  e,CUVEE (USA),"53,5 +0.10",MÜS.ÇELİK,KASIM GÜMÜŞ,﻿Antalya,2022-11-23,5,,Kum,English,Wednesday
7,RUN FOR REMAZAN KG SK,2y d  e,KAFKASLI,51 +1.50,K.YILMAZ AP,ELİF KAYA,﻿Antalya,2022-11-23,5,,Kum,English,Wednesday
1.)74.500 TL,2.)29.800 TL,3.)14.900 TL,4.)7.450 TL,1.)12.851 TL,2.)5.141 TL,3.)2.570 TL,﻿Antalya,2022-11-23,6,,,English,Wednesday
1,ANADOLU KAPLANI KG SK,3y d  g,MENDIP (USA),58,İ.SOYAD,T. İZZET AKSOY,﻿Antalya,2022-11-23,6,,,English,Wednesday
2,COOL SEASON KG SK,3y k  e,BANKNOTE (GB),58,N.AVCİ,SIDDIK KAYA,﻿Antalya,2022-11-23,6,,,English,Wednesday
3,THE NIGHT HUNTER K DB,3y d  e,AGRESIVO (USA),54 +0.10,MÜS.ÇELİK,EREN ADALI,﻿Antalya,2022-11-23,6,,,English,Wednesday
4,LADY ELMENDORF DB SKG SK,3y a  d,ANIMAL KINGDOM (USA),51 +1.80,U.LEVENT AP,KAAN TURAN YURDABAK,﻿Antalya,2022-11-23,6,,,English,Wednesday
5,SÖNMEZ İREM DB,3y d  d,SCARFACE,53 +0.70,G.YILDIZ,ENDER ÖZÜNÜSEVEN,﻿Antalya,2022-11-23,6,,,English,Wednesday
6,PRENSES EVRİM DB,3y d  d,YES OF AFRIKA,56 +2.00,H.POLAT,HAKKI GÜLAL,﻿Antalya,2022-11-23,6,,,English,Wednesday
7,JOSELITO  KG DB SK GKR,3y a  e,DAI JIN (GB),54 +1.70,F.R.BEBEK,FİKRET GÜNER,﻿Antalya,2022-11-23,6,,,English,Wednesday
8,RAGAZZA FORTUNATA K DB,3y d  d,CAPTAIN RIO (GB),53 +0.60,Ç.CANPOLAT AP,BÜLENT KAPLAN,﻿Antalya,2022-11-23,6,,,English,Wednesday
1.)81.500 TL,2.)32.600 TL,3.)16.300 TL,4.)8.150 TL,1.)23.431 TL,2.)9.373 TL,3.)4.686 TL,﻿Antalya,2022-11-23,7,,Kum,English,Wednesday
1,DOĞANIN ATEŞİ KG K DB,3y k  d,BALIKHAN,57,M.DEMİRBAŞ,GÜLRU TURCAN,﻿Antalya,2022-11-23,7,,Kum,English,Wednesday
2,TOPRAKSULTAN SKG SK,3y a  d,SULTAN DE FAUST (FR),54 +2.00,F.ÇETİNBAŞ AP,BEŞİR KAYA,﻿Antalya,2022-11-23,7,,Kum,English,Wednesday
3,ODATEŞİ K,3y k  d,TURBO,57,H.KATI,SALİH KAYA,﻿Antalya,2022-11-23,7,,Kum,English,Wednesday
4,MALTA EFESİ KG DB,3y a  d,BERKAY EFE,53,K.YILMAZ AP,KAYA KAYA,﻿Antalya,2022-11-23,7,,Kum,English,Wednesday
5,SERKANIN KIZI KG SK,3y k  d,KAIZBERT (RU),57,F.ARSLAN,HAYDAR YARDIMCI,﻿Antalya,2022-11-23,7,,Kum,English,Wednesday
6,TUKBİKE HATUN KG SK,3y a  d,UÇANOĞLU,53,U.LEVENT AP,TÜLAY YURDABAK,﻿Antalya,2022-11-23,7,,Kum,English,Wednesday
7,SELOTA PİİR KG DB SK,3y k  d,AKTAŞOĞLU,57 +0.10,V.DEMİR,ADEM AKTAŞ,﻿Antalya,2022-11-23,7,,Kum,English,Wednesday
8,VAKİT KG DB SK,3y k  d,SAKARBAŞI,57,MÜS.ÇELİK,M.NEZİF ŞEKER,﻿Antalya,2022-11-23,7,,Kum,English,Wednesday
9,PAZAR GÜZELİ KG K,3y d  d,GÜRGÖKÇE,53 +0.90,S.ALTAY AP,KAYA KAYA,﻿Antalya,2022-11-23,7,,Kum,English,Wednesday
