horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1.)44.500 TL,2.)17.800 TL,3.)8.900 TL,4.)4.450 TL,1.)12.794 TL,2.)5.118 TL,3.)2.559 TL,﻿Elazığ,2021-10-27,1,,Kum,English,Wednesday
1,ÇİNLİYAR DB SKG SK,3y k  d,UÇANBEY,57 +0.10,A.ÇANKAYA AP,MEHMET GÜMÜŞKOLAN,﻿Elazığ,2021-10-27,1,,Kum,English,Wednesday
2,SON NİSAN ABLASI DB SKG SK,3y d  d,YAVUZŞAH,58,M.E.DOĞAN AP,ZABİTE CANPOLATLI,﻿Elazığ,2021-10-27,1,,Kum,English,Wednesday
3,NAZKIZ KG SK,3y k  d,BERKSOY,57,N.ALTIN,MUHAMMED ALP EREN,﻿Elazığ,2021-10-27,1,,Kum,English,Wednesday
4,YABANGÜLÜM KG DB SK,3y a  d,ALTAHA,53 +2.00,A.ŞENBAHAR AP,M.TEVFİK DEVRİMCİ,﻿Elazığ,2021-10-27,1,,Kum,English,Wednesday
5,KARA İNCİSİ KG K DB,3y k  d,YAKUPBEY,57 +0.50,H.ALTUNKILIÇ,MUZAFER BAKİ,﻿Elazığ,2021-10-27,1,,Kum,English,Wednesday
6,DELİ MART KG DB SK,3y a  d,YAKUPBEY,54 +1.30,H.SARIDAL AP,ALİ ŞEKER,﻿Elazığ,2021-10-27,1,,Kum,English,Wednesday
7,AKBAŞKIZI KG K,3y a  d,ATAKANKAYA,53 +0.30,M.ŞAKİR AP,İSMAİL KAYA,﻿Elazığ,2021-10-27,1,,Kum,English,Wednesday
8,JORDANNA (Koşmaz),3y a  d,BERKSOY,53,S.ULUTAŞ AP,SELÇUK YONTÜRK,﻿Elazığ,2021-10-27,1,,Kum,English,Wednesday
1.)50.500 TL,2.)20.200 TL,3.)10.100 TL,4.)5.050 TL,1.)8.711 TL,2.)3.485 TL,3.)1.742 TL,﻿Elazığ,2021-10-27,2,,Kum,English,Wednesday
1,ENIAC KG K,3y d  d,EVOKE (USA),"56,5",H.ALTUNDAĞ,İBRAHİM HALİL ALTINTEN,﻿Elazığ,2021-10-27,2,,Kum,English,Wednesday
2,PLEASANTLY BOY KG DB SK,4y d  a,PLEASANTLY PERFECT (USA),62,M.B.ÇAKMAK,MUHAMMET ÖZTÜRK,﻿Elazığ,2021-10-27,2,,Kum,English,Wednesday
3,RECO SK,7y d  g,FAIRSON,"57,5",A.ŞENBAHAR,BAYRAM KELEŞ,﻿Elazığ,2021-10-27,2,,Kum,English,Wednesday
4,GENTLEMAN BOY K DB,4y d  a,VICTORY GALLOP (CAN),50 +2.00,M.ŞAKİR,SELAMİ NURAL,﻿Elazığ,2021-10-27,2,,Kum,English,Wednesday
5,KING AYHAN KG DB SK,3y d  e,MARCAVELLY (USA),63,Y.CENGİZ,AZİZ ÇİZİK,﻿Elazığ,2021-10-27,2,,Kum,English,Wednesday
