horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1.)68.000 TL,2.)27.200 TL,3.)13.600 TL,4.)6.800 TL,1.)15.640 TL,2.)6.256 TL,3.)3.128 TL,﻿İzmir,2022-03-17,1,,Çim,English,Thursday
1,ALTAYLI KG,4y k  a,TURBO,58,Ö.YILDIRIM,GÜRHAN Ş. ÖZBELGE,﻿İzmir,2022-03-17,1,,Çim,English,Thursday
2,UÇUK KG,4y a  a,UÇANBEY,58,F.AVCI,ESRA KILIÇASLAN,﻿İzmir,2022-03-17,1,,Çim,English,Thursday
3,TEKFORD STAR KG K DB,4y a  a,GELİBOLU,58,Ç.OK,TEYFİK ORAN,﻿İzmir,2022-03-17,1,,Çim,English,Thursday
4,AŞAN BAHAR KG K,4y a k,UÇANOĞLU,52 +0.50,E.AKTUĞ AP,BÜLENT SOYSAL,﻿İzmir,2022-03-17,1,,Çim,English,Thursday
5,SAKİBE KG DB,4y a k,ATEŞTOPU,56,G.ÖZÇELİK,MUSTAFA DİŞLON,﻿İzmir,2022-03-17,1,,Çim,English,Thursday
6,MACIRMETİN KG K DB,4y a  a,HAYRİ AĞA,58,GÖKH.GÖKÇE,MEHMET HÜZMEN,﻿İzmir,2022-03-17,1,,Çim,English,Thursday
7,YALNIZ ADAM KG K,4y d  a,BABA MEVLÜT,58,A.C.DAĞDEVİREN,DOĞAN KARACA,﻿İzmir,2022-03-17,1,,Çim,English,Thursday
8,DELİ GÖNÜL KG DB SK GKR,4y a k,ONURKAAN,52,C.YILMAZ AP,ALİ ÖREN,﻿İzmir,2022-03-17,1,,Çim,English,Thursday
9,HİSAR GÜZELİ KG K,4y a k,HİSARBEY,56,M.M.BİLGİN,DENİZ DOĞAN,﻿İzmir,2022-03-17,1,,Çim,English,Thursday
10,GÜLSUYU KG DB SK GKR,4y d k,BABA MEVLÜT,56,N.AVCİ,GÜNSEN SOYUPAK,﻿İzmir,2022-03-17,1,,Çim,English,Thursday
