horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1.)60.000 TL,2.)24.000 TL,3.)12.000 TL,4.)6.000 TL,1.)17.250 TL,2.)6.900 TL,3.)3.450 TL,﻿Bursa,2021-10-29,1,,Çim,English,Friday
1,BELLE FRANCE DB SK,2y d  d,FAST COMPANY (IRE),57 +0.10,GÖKH.GÖKÇE,FATİH M. AKILLI,﻿Bursa,2021-10-29,1,,Çim,English,Friday
2,PRIVATE ENTREE SKG SK,2y d  d,POWERSCOURT (GB),53,S.ÇELİK AP,A.FERHAT KÜÇÜKER,﻿Bursa,2021-10-29,1,,Çim,English,Friday
3,ULDUZ K,2y d  d,VICTORY GALLOP (CAN),57 +0.30,T.YILDIZ,İRFAN BABAYİĞİT,﻿Bursa,2021-10-29,1,,Çim,English,Friday
4,KOCAMAN KIZIM DB SKG SK,2y d  d,LILBOURNE LAD (IRE),57 +0.20,O.ATMACA,CAHİT KOCAMAN,﻿Bursa,2021-10-29,1,,Çim,English,Friday
5,TERESHKOVA KG DB SK,2y d  d,TOROK (IRE),57,H.KAPLAN,KADRİYE VATANSEVER,﻿Bursa,2021-10-29,1,,Çim,English,Friday
6,CARPE DIEM BABY KG K DB,2y d  d,SMART ROBIN (JPN),57,OĞUZ EREN,HATİCE DEMİREL,﻿Bursa,2021-10-29,1,,Çim,English,Friday
7,BAĞ GÜZELİ KG DB SK,2y a  d,YAVUZSEL,53 +0.10,M.BAĞ AP,BOZAN BAĞ,﻿Bursa,2021-10-29,1,,Çim,English,Friday
8,KUŞ BURNU (Koşmaz),2y d  d,HAYRİ BABA,57,MEH.ALTUNBAŞ AP,MEHMET GÜNDÜZELİ,﻿Bursa,2021-10-29,1,,Çim,English,Friday
1.)42.500 TL,2.)17.000 TL,3.)8.500 TL,4.)4.250 TL,1.)7.331 TL,2.)2.933 TL,3.)1.466 TL,﻿Bursa,2021-10-29,2,,Kum,English,Friday
1,RALALA DB,3y d  d,NEARLY GREEN,55,H.ŞİMŞEK,ZEKİ UYGUR,﻿Bursa,2021-10-29,2,,Kum,English,Friday
2,BABA NASUHİ DB SK,3y d  e,MAXIMUS DREAM,58 +0.30,A.OKAN PAZAR,YILMAZ BAKIR,﻿Bursa,2021-10-29,2,,Kum,English,Friday
3,REBELKID KG DB SK,3y d  e,WIENER WALZER (GER),58,N.AVCİ,HÜSEYİN YÜKSEL,﻿Bursa,2021-10-29,2,,Kum,English,Friday
4,KILLER QUEEN KG SK,3y d  d,KULOĞLU,56 +0.10,A.İNCİ AP,SELİN DİKENCİK,﻿Bursa,2021-10-29,2,,Kum,English,Friday
5,ALANZA KG K DB,3y d  d,KULOĞLU,56,Y.E.YÜKSEL AP,METİN AKAN,﻿Bursa,2021-10-29,2,,Kum,English,Friday
6,MADEN DUMANI K,3y a  d,RENK,51 +2.00,O.YILDIZ,TAYLAN DEMİR,﻿Bursa,2021-10-29,2,,Kum,English,Friday
7,EXPECTED K DB,3y a  e,LION HEART (USA),58,F.KARAKURT AP,UMUT BABADAĞLI,﻿Bursa,2021-10-29,2,,Kum,English,Friday
8,MISS ARYA KG K DB,3y d  d,APPROVE (IRE),56 +0.80,GÖKH.GÖKÇE,TURGUT KONUKOĞLU,﻿Bursa,2021-10-29,2,,Kum,English,Friday
9,OLIVER TWIST KG SK,3y a  e,BOSPORUS (IRE),56 +0.20,MAHMUT TURAN,ENDER COŞGUNSU,﻿Bursa,2021-10-29,2,,Kum,English,Friday
10,COOL SILVER KG DB SK,3y d  d,KULOĞLU,56,O.ATMACA,UMUR ÖZARAR,﻿Bursa,2021-10-29,2,,Kum,English,Friday
11,HELLORA K DB,3y d  d,CAPTAIN RIO (GB),56,MER.ÇELİK,UFUK ULU,﻿Bursa,2021-10-29,2,,Kum,English,Friday
12,ASİL KAPTAN SKG SK,3y d  e,EL CORREDOR (USA),58 +0.20,S.ÇETİN,IŞIL GÜNEŞ,﻿Bursa,2021-10-29,2,,Kum,English,Friday
13,THE BEST DEFNE SKG SK,3y a  d,THREE VALLEYS (USA),54 +0.20,M.MANAV AP,CUMALİ ALPARSLAN,﻿Bursa,2021-10-29,2,,Kum,English,Friday
14,FATHER PEARL DB SKG SK,3y d  e,FAST STARS LINE,56 +2.00,İ.H.KETME,FUAT ALBAYRAK,﻿Bursa,2021-10-29,2,,Kum,English,Friday
15,PRINCE BORAN KG K DB GKR,3y a  g,THREE VALLEYS (USA),58 +0.10,N.ŞEN,MEHMET Ş. DİNÇ,﻿Bursa,2021-10-29,2,,Kum,English,Friday
16,ATOMAY DB,3y d  d,YONAGUSKA (USA),56 +0.70,İ.SOYAD,S.METİN SEZERMAN,﻿Bursa,2021-10-29,2,,Kum,English,Friday
1.)107.500 TL,2.)43.000 TL,3.)21.500 TL,4.)10.750 TL,1.)30.906 TL,2.)12.363 TL,3.)6.181 TL,﻿Bursa,2021-10-29,3,,Çim,English,Friday
1,ZORRO KG SK,2y d  e,TOROK (IRE),57,K.TOKAÇOĞLU,CÜNEYT YILDIZHAN,﻿Bursa,2021-10-29,3,,Çim,English,Friday
2,FINAL DRIVE K DB,2y a  e,AFTER MARKET (USA),57,N.AVCİ,VOLKAN YOZGATLI,﻿Bursa,2021-10-29,3,,Çim,English,Friday
3,AUGUSTIN KG K DB,2y a  e,KANEKO,57,MER.ÇELİK,MURAT AKÇA,﻿Bursa,2021-10-29,3,,Çim,English,Friday
4,VERY GOLD KG K,2y d  d,AZARAKS,55 +1.70,A.KURŞUN,HULUSİ ÇİL,﻿Bursa,2021-10-29,3,,Çim,English,Friday
5,SHINING GLORY K,2y d  d,TOROK (IRE),56,GÖKH.GÖKÇE,ENGİN ATEŞLER,﻿Bursa,2021-10-29,3,,Çim,English,Friday
1.)90.000 TL,2.)36.000 TL,3.)18.000 TL,4.)9.000 TL,1.)20.700 TL,2.)8.280 TL,3.)4.140 TL,﻿Bursa,2021-10-29,4,,Çim,English,Friday
1,ÇAKIRDAĞLI KG K DB ÖG,4y d  a,DEHA,63,N.ŞEN,TUĞRUL GÜRE,﻿Bursa,2021-10-29,4,,Çim,English,Friday
2,EL CAMİNO DB SK,3y a  e,APPROVE (IRE),"61,5",MER.ÇELİK,BARIŞ DURDAĞ,﻿Bursa,2021-10-29,4,,Çim,English,Friday
3,KARA YAŞAR SK,4y d  a,VENTO,58 +0.10,İ.H.KETME,ÇAVUŞ DURAN,﻿Bursa,2021-10-29,4,,Çim,English,Friday
4,AVUKAT SK ÖG SGKR,6y d  a,REY DE CAFE (USA),61 +0.10,F.ÇAKAR,İLHAN BOYLU,﻿Bursa,2021-10-29,4,,Çim,English,Friday
5,TEAM MASTER DB,4y d  a,VICTORY GALLOP (CAN),57,N.AVCİ,VOLKAN YOZGATLI,﻿Bursa,2021-10-29,4,,Çim,English,Friday
6,CASA GRANDE DB SK,4y d  a,LION HEART (USA),56 +0.10,H.KAPLAN,MUSA DEMİRSEL,﻿Bursa,2021-10-29,4,,Çim,English,Friday
7,HILL HEAD KG,8y d  a,POWERSCOURT (GB),56,O.ATMACA,NEDİM AKAGÜNDÜZ,﻿Bursa,2021-10-29,4,,Çim,English,Friday
8,SAETTA KG K BB,4y d k,KANEKO,58,K.TOKAÇOĞLU,SELMAN ERDEMİRCİ,﻿Bursa,2021-10-29,4,,Çim,English,Friday
9,BU DA BATOR KG DB,5y d  a,LUXOR,57 +0.30,T.YILDIZ,HATİCE YILDIZ,﻿Bursa,2021-10-29,4,,Çim,English,Friday
1.)54.000 TL,2.)21.600 TL,3.)10.800 TL,4.)5.400 TL,1.)9.315 TL,2.)3.726 TL,3.)1.863 TL,﻿Bursa,2021-10-29,5,,Çim,English,Friday
1,DUMANOĞLU KG DB SK,5y a  a,ONURKAAN,53 +0.80,O.YILDIZ,ŞEFİK ÇELİK,﻿Bursa,2021-10-29,5,,Çim,English,Friday
2,ŞİNTAY KG SK,5y a k,KURTEL,"56,5 +1.00",N.ŞEN,H.TARIK DİKENCİK,﻿Bursa,2021-10-29,5,,Çim,English,Friday
3,KAYABERT,6y k  a,KAIZBERT (RU),"61,5",H.ALTIN,MEHMET KAYA,﻿Bursa,2021-10-29,5,,Çim,English,Friday
4,USULCA KG K DB,4y k  a,TAMERİNOĞLU,59,M.AKIN AP,SÜLEYMAN KILIÇASLAN,﻿Bursa,2021-10-29,5,,Çim,English,Friday
5,YAMAÇBEYİ KG DB SK,4y k  a,UÇANBEY,57,M.MANAV AP,BİLAL CAMUZ,﻿Bursa,2021-10-29,5,,Çim,English,Friday
6,DALBASTI KG SK GKR,5y d k,ALTAHA,50 +1.90,S.TIRPAN,NİMET ARİF KURTEL,﻿Bursa,2021-10-29,5,,Çim,English,Friday
7,UĞURSEL KG DB,6y d  a,TIGRES LIGHT (US),50 +2.00,İ.DİNAR,ARİF ÇELİK,﻿Bursa,2021-10-29,5,,Çim,English,Friday
8,HABERPOLAT KG SK,6y a  a,HABERBATUR,50 +1.80,E.KADİRLER AP,AHMET POLAT,﻿Bursa,2021-10-29,5,,Çim,English,Friday
9,MUHSİN KG K DB,6y a  a,BOZOK,55 +1.60,T.YILDIZ,ERGÜN CAN,﻿Bursa,2021-10-29,5,,Çim,English,Friday
10,SHEHZADE KG SK,6y a  a,AYABAKAN,"59,5",N.AVCİ,HÜSEYİN YÜKSEL,﻿Bursa,2021-10-29,5,,Çim,English,Friday
11,GALİÇYA KG DB SK,7y a  a,AYABAKAN,61,Z.KARABULUT AP,ŞEFİK ÇELİK,﻿Bursa,2021-10-29,5,,Çim,English,Friday
12,TUNCASOYLU KG SK,4y a  a,ÖZHABER,50 +2.00,C.ALTUN AP,SERKAN TUĞDAŞ,﻿Bursa,2021-10-29,5,,Çim,English,Friday
13,SIĞACIK SKG SK,5y a k,BERKAY EFE,50 +0.10,M.UYAR AP,UFUK KURTLAR,﻿Bursa,2021-10-29,5,,Çim,English,Friday
14,ELLİBEŞ KG K DB,7y d k,KAMAN,50 +2.00,M.BAĞ AP,MUHAMMET HOCAOĞULLARI,﻿Bursa,2021-10-29,5,,Çim,English,Friday
15,DEMİRŞİMŞEĞİ KG DB SK,6y k  a,ŞİMŞEĞİNOĞLU,56,O.ATMACA,SIDDIK KAYA,﻿Bursa,2021-10-29,5,,Çim,English,Friday
16,SEVDAYOLU,4y a k,KAIZBERT (RU),50 +0.40,ŞEV.GÖKÇE AP,CEMAL YILDIZ,﻿Bursa,2021-10-29,5,,Çim,English,Friday
17,ANADOLUEFESİ KG DB SK,4y d  a,ORÇUN,50 +2.00,E.D.ÖKTEN AP,M.TEVFİK DEVRİMCİ,﻿Bursa,2021-10-29,5,,Çim,English,Friday
18,YÜREKTEN KG DB SK (Koşmaz),4y d  a,ALPYÜREK,50,BERKANT GÖKÇE AP,DİLEK BURAN,﻿Bursa,2021-10-29,5,,Çim,English,Friday
1.)80.000 TL,2.)32.000 TL,3.)16.000 TL,4.)8.000 TL,1.)18.400 TL,2.)7.360 TL,3.)3.680 TL,﻿Bursa,2021-10-29,6,,Çim,English,Friday
1,ÖNCÜPINAR KG K,7y a k,KAIZBERT (RU),60,K.TOKAÇOĞLU,NEJDET ÖZALP,﻿Bursa,2021-10-29,6,,Çim,English,Friday
2,YAHYABEY GÜLÜ KG DB GKR,5y k k,KARADENİZ,57 +0.30,N.ŞEN,GIYASETTİN ŞEN,﻿Bursa,2021-10-29,6,,Çim,English,Friday
3,DEMİRYILDIZ SK,5y k k,TOŞUR,56,MAHMUT TURAN,İBRAHİM HALİL YILDIZ,﻿Bursa,2021-10-29,6,,Çim,English,Friday
4,TATLIÇAĞ KG K DB,4y a k,ALTAHA,58,O.ATMACA,DİLEK BURAN,﻿Bursa,2021-10-29,6,,Çim,English,Friday
5,TAÇSER KG,7y k k,TAMERİNOĞLU,58,A.KURŞUN,NİMET ARİF KURTEL,﻿Bursa,2021-10-29,6,,Çim,English,Friday
6,SAGARMATA K,5y d k,TURBO,56 +0.20,A.İNCİ AP,ABDİ ARSLAN,﻿Bursa,2021-10-29,6,,Çim,English,Friday
