horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1,MR. LEASURE (USA),4y a  a,DISTORTED HUMOR,56,FLAVIEN PRAT,SWEENEY RACING LLC,﻿Santa Anita Park ABD,2025-01-20,1,,Çim,English,Monday
2,CRAZY CAVALIER (USA),4y a  a,PALACE MALICE,56,ANTONIO FRESU,"CAHILL, JAMES F., MA",﻿Santa Anita Park ABD,2025-01-20,1,,Çim,English,Monday
3,SAND BAGGER (USA),4y a  a,OMAHA BEACH (USA),56,TYLER BAZE,"BO HIRSCH, LLC",﻿Santa Anita Park ABD,2025-01-20,1,,Çim,English,Monday
4,RUNNING SPARTAN (USA),4y a  a,FIRST SAMURAI,56,UMBERTO RISPOLI,THANASIS LLC,﻿Santa Anita Park ABD,2025-01-20,1,,Çim,English,Monday
5,ANNAN (USA),4y a  a,UNUSUAL HEATWAVE,56,GEOVANNI FRANCO,"BARBA, ALEXIS AND MC",﻿Santa Anita Park ABD,2025-01-20,1,,Çim,English,Monday
6,MR FABRICATOR (USA),4y a  a,EXAGGERATOR,56,ARMANDO AGUILAR,BEERMAN FAMILY TRUST,﻿Santa Anita Park ABD,2025-01-20,1,,Çim,English,Monday
7,ENGLISH ICON (USA),4y d  a,ENGLISH CHANNEL,56,DIEGO A. HERRERA,"AGNEW, DAN J. AND SC",﻿Santa Anita Park ABD,2025-01-20,1,,Çim,English,Monday
8,ARABIAN FLIRT (USA),4y a  a,MIDNIGHT STORM,56,RICARDO S. RAMIREZ,"ABRAHAM, MIKE, FLORE",﻿Santa Anita Park ABD,2025-01-20,1,,Çim,English,Monday
9,OCALA KID (USA),4y a  a,GIRVIN,56,JUAN J. HERNANDEZ,RICHARD C. PELL,﻿Santa Anita Park ABD,2025-01-20,1,,Çim,English,Monday
10,COME ON BUDDY (USA),5y a  a,I'LL HAVE ANOTHER,56,ADRIAN ESCOBEDO,ANTHONY D. SCOTT,﻿Santa Anita Park ABD,2025-01-20,1,,Çim,English,Monday
1,HARNEY LANE (USA),4y d k,SIR PRANCEALOT (IRE),56,FRANK T. ALVARADO,"FRANKLY SPEAKING, LL",﻿Santa Anita Park ABD,2025-01-20,2,,Kum,English,Monday
2,ICY MISCHIEF (USA),4y d k,CURLIN TO MISCHIEF,56,KYLE FREY,BROWNE CATTLE CO. IN,﻿Santa Anita Park ABD,2025-01-20,2,,Kum,English,Monday
3,SPREAD THE RISK (USA),4y a k,EXAGGERATOR,56,TYLER BAZE,"AVANSINO, JAMES, HAR",﻿Santa Anita Park ABD,2025-01-20,2,,Kum,English,Monday
4,CANDYINTHEMORNING (USA),5y a k,CANDY RIDE (ARG),56,ANTONIO FRESU,GENE TENBRINK,﻿Santa Anita Park ABD,2025-01-20,2,,Kum,English,Monday
5,HAPPY CHAPPY (USA),4y a k,CURLIN TO MISCHIEF,56,ALEJANDRO GOMEZ,CAROL ANDERSON,﻿Santa Anita Park ABD,2025-01-20,2,,Kum,English,Monday
6,TOPPER'S CHIEFTESS (USA),5y a k,BOLD CHIEFTAIN,56,ASSAEL ESPINOZA,SUSAN J. MEYER,﻿Santa Anita Park ABD,2025-01-20,2,,Kum,English,Monday
7,ABOVE THE FOLD (USA),4y d k,MAJESTIC HARBOR,56,HUGO HERRERA,BASELINE EQUINE LLC,﻿Santa Anita Park ABD,2025-01-20,2,,Kum,English,Monday
8,FLY SOUTH (USA),5y d k,PROSPECT PARK,56,KEVIN E. OROZCO,"HARRIS FARMS, INC.",﻿Santa Anita Park ABD,2025-01-20,2,,Kum,English,Monday
1,TOUCHDOWN BROWN (USA),7y k  a,CAIRO PRINCE,56,ANTONIO FRESU,"BRANCH, WILLIAM A.,",﻿Santa Anita Park ABD,2025-01-20,3,,Kum,English,Monday
2,READY TO POUNCE (USA),7y d  a,MORE THAN READY,55,HECTOR ISAAC BERRIOS,ALAN G. MINDELL,﻿Santa Anita Park ABD,2025-01-20,3,,Kum,English,Monday
3,MONGOLIAN MAX (USA),4y k  a,CITY OF LIGHT (FR),53,WELFIN R. ORANTES,MONGOLIAN STABLE,﻿Santa Anita Park ABD,2025-01-20,3,,Kum,English,Monday
4,JOINT VENTURE (USA),5y k  a,MIZZEN MAST,"55,5",EDWIN A. MALDONADO,WESTSIDE RACING STAB,﻿Santa Anita Park ABD,2025-01-20,3,,Kum,English,Monday
5,TAISHAN (USA),8y d  a,TWIRLING CANDY,53,SERAFIN CARMONA,"NGUYEN, CALVIN AND T",﻿Santa Anita Park ABD,2025-01-20,3,,Kum,English,Monday
