horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1,BANG ON THE BELL KG,3y d g,HEERAAT (IRE),61,P DOBBS,MR M K P TURNER,﻿Wolverhampton Birleşik Krallık,2022-05-17,1,,,English,Tuesday
2,MISS BELLADONNA,3y d d,BRAZEN BEAU (AUS),"52,5",C HARDIE,MR PADDY BARRETT,﻿Wolverhampton Birleşik Krallık,2022-05-17,1,,,English,Tuesday
3,MY JOKER (IRE),3y d g,FREE EAGLE (IRE),"61,5",R HAVLIN,THE ATTWATER PARTNER,﻿Wolverhampton Birleşik Krallık,2022-05-17,1,,,English,Tuesday
4,CABEZA DE LLAVE,3y a g,PEARL SECRET,60,W CARSON,DARE TO DREAM RACING,﻿Wolverhampton Birleşik Krallık,2022-05-17,1,,,English,Tuesday
5,GOLDEN GAL (IRE),3y a d,GALILEO GOLD,"57,5",JP SULLİVAN,OWNARACEHORSE LTD &,﻿Wolverhampton Birleşik Krallık,2022-05-17,1,,,English,Tuesday
6,BRAZEN AKOYA,3y d d,BRAZEN BEAU (AUS),60,C HOWARTH,WHİTE ROSE BLOODSTOC,﻿Wolverhampton Birleşik Krallık,2022-05-17,1,,,English,Tuesday
7,NEXT SECOND KG,3y d d,HOT STREAK (IRE),"56,5",JOANNA MASON,"J GREAVES, R WİLLCOC",﻿Wolverhampton Birleşik Krallık,2022-05-17,1,,,English,Tuesday
8,LORD GORGEOUS (IRE),3y d g,BATED BREATH,"60,5",G DOWNING,MRS I M FOLKES,﻿Wolverhampton Birleşik Krallık,2022-05-17,1,,,English,Tuesday
9,ARRIANNIE,3y d d,LETHAL FORCE (IRE),"52,5",MORGAN COLE,BLYTHE STABLES LLP,﻿Wolverhampton Birleşik Krallık,2022-05-17,1,,,English,Tuesday
10,TORSHI,3y d d,MUHAARAR,"52,5",ROSE DAWES,MR PADDY BARRETT,﻿Wolverhampton Birleşik Krallık,2022-05-17,1,,,English,Tuesday
11,MISS SHIRLEY (IRE) (Koşmaz),3y d d,DANDY MAN (IRE),53,H DOYLE,MR B NEAVES,﻿Wolverhampton Birleşik Krallık,2022-05-17,1,,,English,Tuesday
1,TRIBUTO (IRE),4y d g,DRAGON PULSE (IRE),"59,5",H DOYLE,MISS ROBIN BLAZE MCE,﻿Wolverhampton Birleşik Krallık,2022-05-17,2,,,English,Tuesday
2,CALIN'S LAD,7y a g,EQUIANO (FR),"59,5",A MULLEN,LYCETT RACING LTD,﻿Wolverhampton Birleşik Krallık,2022-05-17,2,,,English,Tuesday
3,WATER OF LEITH (IRE),4y d g,KODIAC,"62,5",C BENNETT,FLASH FIGS RACING,﻿Wolverhampton Birleşik Krallık,2022-05-17,2,,,English,Tuesday
4,SCALE FORCE KG,6y k g,LETHAL FORCE (IRE),"60,5",B CURTIS,MR W A ROBINSON,﻿Wolverhampton Birleşik Krallık,2022-05-17,2,,,English,Tuesday
5,APACHE STAR (IRE) (Koşmaz),3y a g,NO NAY NEVER (USA),60,JAMES DOYLE,MR K SOHI,﻿Wolverhampton Birleşik Krallık,2022-05-17,2,,,English,Tuesday
1,RATTLING,3y d d,ACCLAMATION,57,P DOBBS,MİDDLEHAM PARK RACİN,﻿Wolverhampton Birleşik Krallık,2022-05-17,3,,,English,Tuesday
2,ARCHIANO,3y d e,KODIAC,"62,5",JAMES DOYLE,ECURİE AMA ZİNGTEAM,﻿Wolverhampton Birleşik Krallık,2022-05-17,3,,,English,Tuesday
3,WISEACRE (IRE),4y k g,DARK ANGEL (IRE),63,H DOYLE,SAAIN,﻿Wolverhampton Birleşik Krallık,2022-05-17,3,,,English,Tuesday
4,DAWSON LANE,4y d k,MAYSON,61,C BEASLEY,MR DAVİD W ARMSTRONG,﻿Wolverhampton Birleşik Krallık,2022-05-17,3,,,English,Tuesday
5,SIR PHILIP,3y d g,HEERAAT (IRE),59,JASON WATSON,MR A DAVIS,﻿Wolverhampton Birleşik Krallık,2022-05-17,3,,,English,Tuesday
6,DIAMOND GIRL,3y d d,PROFITABLE (IRE),57,J MİTCHELL,MR DONALD M KERR,﻿Wolverhampton Birleşik Krallık,2022-05-17,3,,,English,Tuesday
7,GLOBAL TYCOON (IRE),3y a g,CARAVAGGIO (USA),58,STEFANO CHERCHI,DR JOHNNY HON,﻿Wolverhampton Birleşik Krallık,2022-05-17,3,,,English,Tuesday
8,HEZAHUNK (IRE),3y d g,FAST COMPANY (IRE),59,A RAWLINSON,VALUERACINGCLUB CO U,﻿Wolverhampton Birleşik Krallık,2022-05-17,3,,,English,Tuesday
