horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1,PINATIQUE,3y d d,PINATUBO,58,CRISTIAN DEMURO,DENFORD STUD,﻿Cagnes Sur Mer Fransa,2025-01-20,1,,,English,Monday
2,PUMBA,3y a d,JIMMY TWO TIMES,58,ANTONIO ORANI,ECURIES JACQUES PIAS,﻿Cagnes Sur Mer Fransa,2025-01-20,1,,,English,Monday
3,SISI DAMOUR,3y d d,PERSIAN KING,58,CLEMENT LECOEUVRE,MICHEL NIKITAS,﻿Cagnes Sur Mer Fransa,2025-01-20,1,,,English,Monday
4,BIG SURPRISE,3y d d,CHACHNAK,58,MARVIN GRANDIN,BERNARD GIRAUDON,﻿Cagnes Sur Mer Fransa,2025-01-20,1,,,English,Monday
5,LAFORMUL SANSOUCI K,3y d d,SILVERWAVE,58,BENJAMIN MARIE,BRUNO TOUZEAU,﻿Cagnes Sur Mer Fransa,2025-01-20,1,,,English,Monday
6,BAVARDE,3y d d,KINGMAN,58,MAXIME GUYON,WERTHEIMER & FRERE,﻿Cagnes Sur Mer Fransa,2025-01-20,1,,,English,Monday
7,QUI EVIDAMENT QUI DB,3y k d,WALZERTAKT,"56,5",MICKAELLE MICHEL,JP.VANDEN HEEDE/J.VA,﻿Cagnes Sur Mer Fransa,2025-01-20,1,,,English,Monday
8,CALABIANA (IRE) YP (Koşmaz),3y d d,ALMANZOR,58,JEAN-BERNARD EYQUEM,ECURIES SERGE STEMPN,﻿Cagnes Sur Mer Fransa,2025-01-20,1,,,English,Monday
1,LEFFARD,3y d e,LE HAVRE,58,JEAN-BERNARD EYQUEM,G.AUGUSTIN-NORMAND /,﻿Cagnes Sur Mer Fransa,2025-01-20,2,,,English,Monday
2,KALAOUN (GB),3y d e,KITTEN'S JOY,58,CRISTIAN DEMURO,DENFORD STUD,﻿Cagnes Sur Mer Fransa,2025-01-20,2,,,English,Monday
3,MUNGASHA,3y d e,RIBCHESTER,58,MARVIN GRANDIN,ECURIES SERGE STEMPN,﻿Cagnes Sur Mer Fransa,2025-01-20,2,,,English,Monday
4,FIUMICCINO,3y d e,CHACHNAK,58,HUGO BESNIER,JEAN-PIERRE-JOSEPH D,﻿Cagnes Sur Mer Fransa,2025-01-20,2,,,English,Monday
5,APOCALYPSE,3y a g,BATED BREATH,58,RONAN THOMAS,ECURIE LA BOETIE,﻿Cagnes Sur Mer Fransa,2025-01-20,2,,,English,Monday
6,GOOD ORPEN,3y d g,INTELLO,58,AUGUSTIN MADAMET,ECURIE DE LA VERTE V,﻿Cagnes Sur Mer Fransa,2025-01-20,2,,,English,Monday
7,MIGUELITO,3y d e,ALMANZOR,58,CLEMENT LECOEUVRE,MICHEL NIKITAS,﻿Cagnes Sur Mer Fransa,2025-01-20,2,,,English,Monday
