horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1,CHEF DE TROUPE (FR),9y d g,AIR CHIEF MARSHAL (IRE),"60,5",W COX,MR TONY FORBES,﻿Wolverhampton Birleşik Krallık,2022-05-19,1,,,English,Thursday
2,BIRD FOR LIFE YP,8y d k,DELEGATOR,"59,5",D KEENAN,THE MARK USHER RACİN,﻿Wolverhampton Birleşik Krallık,2022-05-19,1,,,English,Thursday
3,GHOSTLY KG,4y k g,OUTSTRIP,"59,5",C HARDIE,STELLA BARCLAY RACIN,﻿Wolverhampton Birleşik Krallık,2022-05-19,1,,,English,Thursday
4,SMART BOYO KG,4y d g,WAR COMMAND (USA),"58,5",RYAN SEXTON,SMARTWATER UTILITIES,﻿Wolverhampton Birleşik Krallık,2022-05-19,1,,,English,Thursday
5,AMSBY KG,5y d g,SIR PERCY,"61,5",D MUSCUTT,"JUDI DENCH, BRYAN AG",﻿Wolverhampton Birleşik Krallık,2022-05-19,1,,,English,Thursday
6,BRUTE FORCE YP,6y a g,PACO BOY (IRE),59,J MITCHELL,A C ENTERTAINMENT TE,﻿Wolverhampton Birleşik Krallık,2022-05-19,1,,,English,Thursday
7,TULANE (IRE) DB,7y a g,ARCANO (IRE),60,J PEATE,THE ADLESTROP CLUB,﻿Wolverhampton Birleşik Krallık,2022-05-19,1,,,English,Thursday
8,CHARLE BRUNE (FR) YP,9y d g,MYBOYCHARLIE (IRE),"61,5",H RUSSELL,MR FINIAN O TOOLE,﻿Wolverhampton Birleşik Krallık,2022-05-19,1,,,English,Thursday
9,FRAME RATE YP,7y d g,ARCANO (IRE),"62,5",GRACE MCENTEE,MRS M GITTINGS-WATTS,﻿Wolverhampton Birleşik Krallık,2022-05-19,1,,,English,Thursday
10,EAGLE'S FIRST YP,5y d k,FREE EAGLE (IRE),"57,5",L KENİRY,STEPHEN & GLORİA SEY,﻿Wolverhampton Birleşik Krallık,2022-05-19,1,,,English,Thursday
11,KINDGIRL,4y d k,PROCONSUL,"61,5",G DOWNİNG,MR NEALE DALTON,﻿Wolverhampton Birleşik Krallık,2022-05-19,1,,,English,Thursday
12,QUIET THUNDER (IRE) YP,4y d k,NIGHT OF THUNDER (IRE),58,H DOYLE,R & J GOULD,﻿Wolverhampton Birleşik Krallık,2022-05-19,1,,,English,Thursday
13,LADY IRONSIDE (IRE),5y k k,LAWMAN (FR),"62,5",L EDMUNDS,MR S REEVES,﻿Wolverhampton Birleşik Krallık,2022-05-19,1,,,English,Thursday
1,GIEWONT (IRE) DB,3y d g,ACLAIM (IRE),60,J WATSON,MR M MUDHOO,﻿Wolverhampton Birleşik Krallık,2022-05-19,2,,,English,Thursday
2,LAST HOORAH YP,3y a g,BATED BREATH,"61,5",H DOYLE,SANDYFIELD SYNDICATE,﻿Wolverhampton Birleşik Krallık,2022-05-19,2,,,English,Thursday
3,QUICK CHANGE,3y d d,NEW APPROACH (IRE),58,C LEE,THE ALL ABOUT YORK P,﻿Wolverhampton Birleşik Krallık,2022-05-19,2,,,English,Thursday
4,SHOW MAKER (USA) DB YP,3y d e,EMPIRE MAKER (USA),"58,5",T HAMMER HANSEN,MR SAEED H ALTAYER,﻿Wolverhampton Birleşik Krallık,2022-05-19,2,,,English,Thursday
5,HEERATHETRACK,3y d g,HEERAAT (IRE),"55,5",LAURA COUGHLAN,HIGH FIVE RACING AND,﻿Wolverhampton Birleşik Krallık,2022-05-19,2,,,English,Thursday
6,EL BELLO,3y k g,EL KABEIR (USA),"61,5",N CALLAN,SCUDERIA BLUEBERRY &,﻿Wolverhampton Birleşik Krallık,2022-05-19,2,,,English,Thursday
7,BUNGLE BAY (IRE),3y d g,BUNGLE INTHEJUNGLE,"53,5",MOLLIE PHILLIPS,MRS J EVANS,﻿Wolverhampton Birleşik Krallık,2022-05-19,2,,,English,Thursday
8,GALILEO GLASS (IRE),3y d g,GALILEO GOLD,"60,5",B CURTIS,MR P GLASS,﻿Wolverhampton Birleşik Krallık,2022-05-19,2,,,English,Thursday
9,DARK SWANSONG (IRE),3y d e,DARK ANGEL (IRE),"60,5",A KİRBY,MR ALAN G CRADDOCK,﻿Wolverhampton Birleşik Krallık,2022-05-19,2,,,English,Thursday
10,ELLADE,3y d d,SHOWCASING,62,S HİTCHCOTT,MR ALİ ABDULLA SAEED,﻿Wolverhampton Birleşik Krallık,2022-05-19,2,,,English,Thursday
11,EURAQUILO K (Koşmaz),3y d g,RAVEN'S PASS (USA),"59,5",D KEENAN,DR CATHERINE WILLS,﻿Wolverhampton Birleşik Krallık,2022-05-19,2,,,English,Thursday
1,TANGO TONIGHT,3y a d,PIVOTAL,58,L STEWARD,HELENA SPRİNGFİELD L,﻿Wolverhampton Birleşik Krallık,2022-05-19,3,,,English,Thursday
2,IKKARI (IRE),3y d d,MEHMAS (IRE),58,J WATSON,MR RUPERT WİLLİAMS &,﻿Wolverhampton Birleşik Krallık,2022-05-19,3,,,English,Thursday
3,FINE BALANCE (IRE),3y d d,SIYOUNI (FR),58,S DE SOUSA,SHEİKH MOHAMMED OBAİ,﻿Wolverhampton Birleşik Krallık,2022-05-19,3,,,English,Thursday
4,REBEL LOVE (IRE) K,3y a d,DANDY MAN (IRE),58,T HAMMER HANSEN,MR SAEED H ALTAYER,﻿Wolverhampton Birleşik Krallık,2022-05-19,3,,,English,Thursday
5,ASRAABB (IRE),3y d d,DARK ANGEL (IRE),58,J MİTCHELL,SHEİKH AHMED AL MAKT,﻿Wolverhampton Birleşik Krallık,2022-05-19,3,,,English,Thursday
6,RUGGLES,3y d d,EXCEED AND EXCEL (AUS),58,H SHAW,MR N EDWARDS,﻿Wolverhampton Birleşik Krallık,2022-05-19,3,,,English,Thursday
7,CITRUS GROVE (IRE) K,3y d d,OASIS DREAM,58,D MUSCUTT,ELİTE RACİNG CLUB,﻿Wolverhampton Birleşik Krallık,2022-05-19,3,,,English,Thursday
8,LORY K,3y d d,IFFRAAJ,58,T EAVES,MR MARTİN HUGHES,﻿Wolverhampton Birleşik Krallık,2022-05-19,3,,,English,Thursday
9,DOLLY GRAY,3y d d,TAMAYUZ,58,H DOYLE,MR ALAN GRAY,﻿Wolverhampton Birleşik Krallık,2022-05-19,3,,,English,Thursday
10,MADASAHATTER,3y d d,MATTMU,58,C LEE,ABACUS BLOODSTOCK &,﻿Wolverhampton Birleşik Krallık,2022-05-19,3,,,English,Thursday
11,PRINCESS OLIVE,3y d d,MAYSON,58,M CREHAN,MRS D J HUGHES,﻿Wolverhampton Birleşik Krallık,2022-05-19,3,,,English,Thursday
1,NATIONWIDE (IRE),4y a a,EXCEED AND EXCEL (AUS),"61,5",D MUSCUTT,MR J BUTLER,﻿Wolverhampton Birleşik Krallık,2022-05-19,4,,,English,Thursday
2,GOBI SUNSET,5y d g,OASIS DREAM,60,J FANNING,BRUCE & SUSAN JONES,﻿Wolverhampton Birleşik Krallık,2022-05-19,4,,,English,Thursday
3,BELLAGIO MAN (IRE),4y d g,DANDY MAN (IRE),60,C HARDIE,PAUL MUSSON & ANTONY,﻿Wolverhampton Birleşik Krallık,2022-05-19,4,,,English,Thursday
4,RECON MISSION (IRE),6y d g,KODIAC,"60,5",J WATSON,MR B J MILLEN,﻿Wolverhampton Birleşik Krallık,2022-05-19,4,,,English,Thursday
5,HOLBACHE,4y d g,COACH HOUSE (IRE),"54,5",MOLLIE PHILLIPS,LAST DAY RACING PART,﻿Wolverhampton Birleşik Krallık,2022-05-19,4,,,English,Thursday
6,OOH IS IT,4y a g,ES QUE LOVE (IRE),59,G DOWNING,MR K MCCABE,﻿Wolverhampton Birleşik Krallık,2022-05-19,4,,,English,Thursday
7,YAZAMAN (IRE) YP,4y d g,KODIAC,"59,5",H DOYLE,TJE RACING,﻿Wolverhampton Birleşik Krallık,2022-05-19,4,,,English,Thursday
8,REBEL REDEMPTION KG,5y k g,LETHAL FORCE (IRE),57,P DENNIS,SOUTHWELL RACING CLU,﻿Wolverhampton Birleşik Krallık,2022-05-19,4,,,English,Thursday
1,THE NAIL GUNNER (IRE) DB,4y d g,TOUGH AS NAILS (IRE),59,S DE SOUSA,MR W P FLYNN,﻿Wolverhampton Birleşik Krallık,2022-05-19,5,,,English,Thursday
2,GLORIOUS CHARMER,6y d g,CHARM SPIRIT (IRE),56,T EAVES,MRS H LLOYD-HERRINGT,﻿Wolverhampton Birleşik Krallık,2022-05-19,5,,,English,Thursday
3,JUMIRA BRIDGE,8y d g,INVINCIBLE SPIRIT (IRE),"54,5",C HARDIE,MR NIGEL FRANKLIN,﻿Wolverhampton Birleşik Krallık,2022-05-19,5,,,English,Thursday
4,FREEDOM FLYER (IRE) YP,5y d g,INVINCIBLE SPIRIT (IRE),"59,5",JP SULLIVAN,HOWARD DUFF RACING A,﻿Wolverhampton Birleşik Krallık,2022-05-19,5,,,English,Thursday
5,Q TWENTY BOY (IRE) YP,7y a g,DANDY MAN (IRE),"58,5",ISOBEL FRANCIS,THE MARK USHER RACIN,﻿Wolverhampton Birleşik Krallık,2022-05-19,5,,,English,Thursday
6,SO SAVVY,4y a g,SEPOY (AUS),"61,5",GINA MANGAN,MR E A BROOK,﻿Wolverhampton Birleşik Krallık,2022-05-19,5,,,English,Thursday
7,INAAM (IRE),9y d g,CAMACHO,61,A KIRBY,POWER GENEVA LTD,﻿Wolverhampton Birleşik Krallık,2022-05-19,5,,,English,Thursday
8,RED ALERT,8y d g,SLEEPING INDIAN,"60,5",A MULLEN,KHDRP,﻿Wolverhampton Birleşik Krallık,2022-05-19,5,,,English,Thursday
9,EXCHEQUER (IRE) KG DB,11y a g,EXCEED AND EXCEL (AUS),58,R SCOTT,MR J TOES & MR J O'L,﻿Wolverhampton Birleşik Krallık,2022-05-19,5,,,English,Thursday
10,GLAMOROUS FORCE (Koşmaz),5y d g,LETHAL FORCE (IRE),59,J WATSON,"M DOOCEY, S DOOCEY &",﻿Wolverhampton Birleşik Krallık,2022-05-19,5,,,English,Thursday
1,CATESBY,5y d g,SLADE POWER (IRE),59,J FISHER,WINNING CONNECTIONS,﻿Wolverhampton Birleşik Krallık,2022-05-19,6,,,English,Thursday
2,BOMB SQUAD (IRE),4y k g,LETHAL FORCE (IRE),"55,5",A MULLEN,KHDRP,﻿Wolverhampton Birleşik Krallık,2022-05-19,6,,,English,Thursday
3,YOULLOVEMEWHENIWIN (IRE) YP,4y d g,CABLE BAY (IRE),"59,5",J WATSON,ROCKINGHAM REINS LIM,﻿Wolverhampton Birleşik Krallık,2022-05-19,6,,,English,Thursday
4,STARTER FOR TEN KG,5y d g,BATED BREATH,61,S DE SOUSA,21ST CENTURY RACING,﻿Wolverhampton Birleşik Krallık,2022-05-19,6,,,English,Thursday
5,STEELRIVER (IRE) YP,12y d g,IFFRAAJ,58,T EAVES,AWAY DAYS RACING CLU,﻿Wolverhampton Birleşik Krallık,2022-05-19,6,,,English,Thursday
6,MILLION REASONS (IRE) KG,4y a g,MEHMAS (IRE),"58,5",D KEENAN,MR ZAVIER AUSTIN,﻿Wolverhampton Birleşik Krallık,2022-05-19,6,,,English,Thursday
7,ANOTHER ANGEL (IRE) KG,8y d g,DARK ANGEL (IRE),"61,5",C HARDIE,MR ANTONY BRITTAIN,﻿Wolverhampton Birleşik Krallık,2022-05-19,6,,,English,Thursday
8,MARTINEO,7y d g,DECLARATION OF WAR (USA),60,A KIRBY,POWER GENEVA LTD,﻿Wolverhampton Birleşik Krallık,2022-05-19,6,,,English,Thursday
9,SKY STORM K (Koşmaz),5y a k,NIGHT OF THUNDER (IRE),"57,5",H DOYLE,EASTBURY RACING,﻿Wolverhampton Birleşik Krallık,2022-05-19,6,,,English,Thursday
1,PRECISION STORM,5y k g,DRAGON PULSE (IRE),"61,5",S DE SOUSA,PRECISION FACADES LT,﻿Wolverhampton Birleşik Krallık,2022-05-19,7,,,English,Thursday
2,GREEK FLAME (FR),4y a k,SIYOUNI (FR),58,D MUSCUTT,MERRY FOX STUD LİMİT,﻿Wolverhampton Birleşik Krallık,2022-05-19,7,,,English,Thursday
3,DAHEER (USA) DB,5y a g,SPEIGHTSTOWN (USA),"61,5",C HOWARTH,THE LIKELY LADS,﻿Wolverhampton Birleşik Krallık,2022-05-19,7,,,English,Thursday
4,NATCHEZ TRACE DB,5y d g,INVINCIBLE SPIRIT (IRE),57,H SHAW,SECOND CHANCERS,﻿Wolverhampton Birleşik Krallık,2022-05-19,7,,,English,Thursday
5,CAREY STREET (IRE),6y d g,BUNGLE INTHEJUNGLE,"58,5",H DOYLE,P G SHORROCK & L STU,﻿Wolverhampton Birleşik Krallık,2022-05-19,7,,,English,Thursday
6,FITWOOD STAR,6y d g,ARCHIPENKO (USA),"59,5",J MITCHELL,CALNE ENGINEERING LT,﻿Wolverhampton Birleşik Krallık,2022-05-19,7,,,English,Thursday
7,TRICOLORE (ITY) KG,4y d g,TWILIGHT SON,62,MORGAN COLE,SCUDERIA LA TESA LIM,﻿Wolverhampton Birleşik Krallık,2022-05-19,7,,,English,Thursday
8,PLUMETTE,6y d k,COMPTON PLACE,58,D COSTELLO,JAMİE ROCKE,﻿Wolverhampton Birleşik Krallık,2022-05-19,7,,,English,Thursday
9,EQUION,4y d g,MAYSON,60,B CURTIS,ROYALE RACING SYNDIC,﻿Wolverhampton Birleşik Krallık,2022-05-19,7,,,English,Thursday
