horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1,BEAUTIFUL EYES,2y a d,BOBBY'S KITTEN (USA),"59,5",J FANNİNG,AROUND THE WORLD PAR,﻿Kempton Park Birleşik Krallık,2022-05-04,1,,,English,Wednesday
2,MONT CHAMPS,2y d d,EXCEED AND EXCEL (AUS),"56,5",D E HOGAN,WOOD HALL STUD LİMİT,﻿Kempton Park Birleşik Krallık,2022-05-04,1,,,English,Wednesday
3,ADJANI (IRE),2y d d,KESSAAR (IRE),"57,5",K SHOEMARK,BRONTE COLLECTİON 1,﻿Kempton Park Birleşik Krallık,2022-05-04,1,,,English,Wednesday
4,BOJINK (IRE),2y a d,GALILEO GOLD,58,D MUSCUTT,NİCK BRADLEY RACİNG,﻿Kempton Park Birleşik Krallık,2022-05-04,1,,,English,Wednesday
5,CARRY ON AITCH (IRE),2y d d,FAST COMPANY (IRE),"57,5",ROSSA RYAN,MR HOWARD J COOKE &,﻿Kempton Park Birleşik Krallık,2022-05-04,1,,,English,Wednesday
6,MOONDIAL,2y d d,TIME TEST,"57,5",H DOYLE,DİSKOVERY PARTNERSHİ,﻿Kempton Park Birleşik Krallık,2022-05-04,1,,,English,Wednesday
7,ZARA'S RETURN,2y a d,ZARAK (FR),"56,5",K O'NEİLL,MR RON SPORE,﻿Kempton Park Birleşik Krallık,2022-05-04,1,,,English,Wednesday
8,CALENDAR CITY (Koşmaz),2y k d,GREGORIAN (IRE),"57,5",L KENIRY,MR J W HAYDON,﻿Kempton Park Birleşik Krallık,2022-05-04,1,,,English,Wednesday
9,UNION COURT (Koşmaz),2y d d,HAVANA GREY,"57,5",R KINGSCOTE,EBURY RACING 3,﻿Kempton Park Birleşik Krallık,2022-05-04,1,,,English,Wednesday
1,EMOTION,3y a d,FRANKEL,56,C FALLON,QATAR RACİNG LİMİTED,﻿Kempton Park Birleşik Krallık,2022-05-04,2,,,English,Wednesday
2,MARIDADI,6y d k,BEAT HOLLOW,"64,5",H DOYLE,MR D H LOW,﻿Kempton Park Birleşik Krallık,2022-05-04,2,,,English,Wednesday
3,TUNKWA LAKE,3y a d,TEOFILO (IRE),56,S W KELLY,MR ABDULLA AL MANSOO,﻿Kempton Park Birleşik Krallık,2022-05-04,2,,,English,Wednesday
4,BLENHEIM BELLE (IRE),3y d d,CHURCHILL (IRE),56,G ROOKE,THE LOCKDOWN 16,﻿Kempton Park Birleşik Krallık,2022-05-04,2,,,English,Wednesday
5,HERMONIE,3y k d,ALHEBAYEB (IRE),56,S DE SOUSA,MONDİAL RACİNG,﻿Kempton Park Birleşik Krallık,2022-05-04,2,,,English,Wednesday
6,BONNET K,4y a k,HELMET (AUS),"64,5",JOSEPHINE GORDON,SEATON PARTNERSHIP,﻿Kempton Park Birleşik Krallık,2022-05-04,2,,,English,Wednesday
7,KINGSTON JOY (IRE),3y d d,KINGSTON HILL,56,D MUSCUTT,MR ABDULLA AL MANSOO,﻿Kempton Park Birleşik Krallık,2022-05-04,2,,,English,Wednesday
8,EXCITING NEWS (Koşmaz),3y d d,NIGHT OF THUNDER (IRE),56,D E HOGAN,THE GREDLEY FAMILY,﻿Kempton Park Birleşik Krallık,2022-05-04,2,,,English,Wednesday
1,AGAPANTHER,3y d d,OUTSTRIP,59,H DOYLE,SHARE A WİNNER & WET,﻿Kempton Park Birleşik Krallık,2022-05-04,3,,,English,Wednesday
2,SMARDEN FLYER (IRE),3y k g,MARKAZ (IRE),"58,5",C FALLON,MR KEITH  DE LA PLAI,﻿Kempton Park Birleşik Krallık,2022-05-04,3,,,English,Wednesday
3,DANGEROUS RASCAL (IRE) KG,3y k g,DARK ANGEL (IRE),61,D MUSCUTT,MR CHARLIE ROSIER &,﻿Kempton Park Birleşik Krallık,2022-05-04,3,,,English,Wednesday
4,VLAD THE IMPALER (IRE),3y d g,VADAMOS (FR),"60,5",L KENIRY,MR J S MOORE,﻿Kempton Park Birleşik Krallık,2022-05-04,3,,,English,Wednesday
5,THE MAD MONK (IRE),3y k g,GREGORIAN (IRE),59,HARRY DAVIES,REBEL RACING PREMIER,﻿Kempton Park Birleşik Krallık,2022-05-04,3,,,English,Wednesday
6,TIARE (FR) K,3y d d,ECTOT,"60,5",K SHOEMARK,SHEİKH ABDULLAH ALMA,﻿Kempton Park Birleşik Krallık,2022-05-04,3,,,English,Wednesday
7,THE PRINCE (IRE) KG,3y d g,PRINCE OF LIR (IRE),"59,5",R COAKLEY,MR DAVID KLEIN,﻿Kempton Park Birleşik Krallık,2022-05-04,3,,,English,Wednesday
8,RULES OF ORDER (IRE),3y d g,ACCLAMATION,"57,5",W CARSON,MR T M JONES,﻿Kempton Park Birleşik Krallık,2022-05-04,3,,,English,Wednesday
9,KLIP KLOPP,3y a e,NIGHT OF THUNDER (IRE),"61,5",A KEELEY,MRS E AVERY,﻿Kempton Park Birleşik Krallık,2022-05-04,3,,,English,Wednesday
10,BY YOUR SIDE K,3y d g,LOPE DE VEGA (IRE),62,A VILLIERS,MR PAUL TURNER,﻿Kempton Park Birleşik Krallık,2022-05-04,3,,,English,Wednesday
11,NEMORUM,3y d g,STIMULATION (IRE),60,R DAWSON,KENT RACING CLUB,﻿Kempton Park Birleşik Krallık,2022-05-04,3,,,English,Wednesday
12,MY LOVELY SYLV K,3y d d,EQUIANO (FR),59,R KİNGSCOTE,MR SHAUN KİNG,﻿Kempton Park Birleşik Krallık,2022-05-04,3,,,English,Wednesday
13,LIFE'S A BEACH (IRE) (Koşmaz),3y d e,FOOTSTEPSINTHESAND,62,ROSSA RYAN,MRS TERESA LYONS,﻿Kempton Park Birleşik Krallık,2022-05-04,3,,,English,Wednesday
1,SUBSTANTIAL,4y d g,SIYOUNI (FR),"59,5",C FALLON,LAEL STABLE,﻿Kempton Park Birleşik Krallık,2022-05-04,4,,,English,Wednesday
2,HELM ROCK,4y d g,PIVOTAL,"62,5",R KINGSCOTE,CAPTURE THE MOMENT V,﻿Kempton Park Birleşik Krallık,2022-05-04,4,,,English,Wednesday
3,THAKI (IRE),5y d g,LOPE DE VEGA (IRE),58,HARRY DAVIES,MRS SHELLEY DWYER,﻿Kempton Park Birleşik Krallık,2022-05-04,4,,,English,Wednesday
4,FOLLOW YOUR HEART (IRE),4y d g,ESTIDHKAAR (IRE),"61,5",S DE SOUSA,MR K SOHI,﻿Kempton Park Birleşik Krallık,2022-05-04,4,,,English,Wednesday
5,GOT NO DOLLARS (IRE),4y d g,SHOWCASING,61,L CATTON,MR W ENTICKNAP & MR,﻿Kempton Park Birleşik Krallık,2022-05-04,4,,,English,Wednesday
6,GREEN POWER,7y d g,KHELEYF (USA),59,D KEENAN,NINO'S PARTNERSHIP,﻿Kempton Park Birleşik Krallık,2022-05-04,4,,,English,Wednesday
7,THAPA VC (IRE),4y d g,THE GURKHA (IRE),"60,5",G ROOKE,THE CIRCLE OF FIVE,﻿Kempton Park Birleşik Krallık,2022-05-04,4,,,English,Wednesday
8,TIME TO BURN (IRE) K,4y d k,BOBBY'S KITTEN (USA),56,R CLUTTERBUCK,LECH RACİNG LTD,﻿Kempton Park Birleşik Krallık,2022-05-04,4,,,English,Wednesday
9,HELLUVABOY (IRE) KG,4y a g,HELMET (AUS),"57,5",R DAWSON,LAURENCE BELLMAN & K,﻿Kempton Park Birleşik Krallık,2022-05-04,4,,,English,Wednesday
1,RAINBOW MIRAGE,5y a k,GARSWOOD,"56,5",G ROOKE,MİSS SALLY M HOWES,﻿Kempton Park Birleşik Krallık,2022-05-04,5,,,English,Wednesday
2,CAMACHESS (IRE),6y d k,CAMACHO,60,ROSSA RYAN,THE NARC PARTNERSHİP,﻿Kempton Park Birleşik Krallık,2022-05-04,5,,,English,Wednesday
3,LIGHT LILY,5y a k,IFFRAAJ,"63,5",L CATTON,MR K SNELL,﻿Kempton Park Birleşik Krallık,2022-05-04,5,,,English,Wednesday
4,JOY CHOI (IRE),4y d k,TERRITORIES (IRE),"61,5",L KENİRY,PAUL NİCHOLAS / M S,﻿Kempton Park Birleşik Krallık,2022-05-04,5,,,English,Wednesday
5,AMAZING AMAYA,7y d k,NEW APPROACH (IRE),"55,5",D KEENAN,MR PADDY BARRETT,﻿Kempton Park Birleşik Krallık,2022-05-04,5,,,English,Wednesday
6,LIBERTY BAY,4y d k,IFFRAAJ,60,C BENNETT,USHERS COURT,﻿Kempton Park Birleşik Krallık,2022-05-04,5,,,English,Wednesday
7,HEER'S SADIE,4y d k,HEERAAT (IRE),"56,5",H DOYLE,MR JOHN W FORD,﻿Kempton Park Birleşik Krallık,2022-05-04,5,,,English,Wednesday
8,TRIDEVI (Koşmaz),4y d k,SEPOY (AUS),"56,5",K O'NEILL,SP9 RACING CLUB,﻿Kempton Park Birleşik Krallık,2022-05-04,5,,,English,Wednesday
1,KING ZAIN (IRE),4y d a,KINGMAN,"61,5",R KİNGSCOTE,MR JABER ABDULLAH,﻿Kempton Park Birleşik Krallık,2022-05-04,6,,,English,Wednesday
2,SOAR ABOVE,7y k g,LETHAL FORCE (IRE),"60,5",D MUSCUTT,MISS M BISHOP-PECK,﻿Kempton Park Birleşik Krallık,2022-05-04,6,,,English,Wednesday
3,CLIFFS OF CAPRI KG,8y d g,CANFORD CLIFFS (IRE),60,D COSTELLO,MELBOURNE 10 RACING,﻿Kempton Park Birleşik Krallık,2022-05-04,6,,,English,Wednesday
4,BILLY MILL,4y d g,ADAAY (IRE),55,S DE SOUSA,CANISBAY BLOODSTOCK,﻿Kempton Park Birleşik Krallık,2022-05-04,6,,,English,Wednesday
5,CORAZON ESPINADO (IRE),7y d k,IFFRAAJ,58,H DOYLE,MR ROBERT MOSS,﻿Kempton Park Birleşik Krallık,2022-05-04,6,,,English,Wednesday
1,CHARLIE'S YARD YP,4y a g,CITYSCAPE,"53,5",H DOYLE,MR K MCCABE,﻿Kempton Park Birleşik Krallık,2022-05-04,7,,,English,Wednesday
2,CARLOS FELIX (IRE),5y a g,LOPE DE VEGA (IRE),63,RYAN SEXTON,DARREN & ANNALEY YAT,﻿Kempton Park Birleşik Krallık,2022-05-04,7,,,English,Wednesday
3,GOLD SOUK (IRE),5y d g,CASAMENTO (IRE),"62,5",J BRYAN,SAM TINGEY & CHARLIE,﻿Kempton Park Birleşik Krallık,2022-05-04,7,,,English,Wednesday
4,RAY'S THE ONE KG,5y d g,MOUNT NELSON,"63,5",T P QUEALLY,PAST THE POST RACING,﻿Kempton Park Birleşik Krallık,2022-05-04,7,,,English,Wednesday
5,CINZENTO (IRE) K,6y k g,LAWMAN (FR),"55,5",G ROOKE,MR GEORGE BHATTI,﻿Kempton Park Birleşik Krallık,2022-05-04,7,,,English,Wednesday
6,EASY EQUATION (FR),4y d g,RAJSAMAN (FR),"59,5",L KENIRY,ROY HUMPHREY & J S M,﻿Kempton Park Birleşik Krallık,2022-05-04,7,,,English,Wednesday
7,HICONIC,5y d k,SIXTIES ICON,58,T HAMMER HANSEN,GOLDEN EQUİNOX RACİN,﻿Kempton Park Birleşik Krallık,2022-05-04,7,,,English,Wednesday
8,REECELTIC KG,7y d g,CHAMPS ELYSEES,61,R CLUTTERBUCK,CELTIC CONTRACTORS L,﻿Kempton Park Birleşik Krallık,2022-05-04,7,,,English,Wednesday
9,CHIVERS (IRE),11y d g,DUKE OF MARMALADE (IRE),58,T GREATREX,MR D STEELE,﻿Kempton Park Birleşik Krallık,2022-05-04,7,,,English,Wednesday
