horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1.)68.000 TL,2.)27.200 TL,3.)13.600 TL,4.)6.800 TL,1.)15.640 TL,2.)6.256 TL,3.)3.128 TL,﻿Bursa,2022-02-07,1,,Kum,English,Monday
1,STEPS OF IRON DB SK,3y a  e,TORUK MACTO (IRE),58,N.AVCİ,İLKE BETİR AKBAŞ,﻿Bursa,2022-02-07,1,,Kum,English,Monday
2,NOBLE WIND KG DB SK,3y d  e,CORINTHIAN (USA),58,M.DEMİRBAŞ,SACİT ÖZER,﻿Bursa,2022-02-07,1,,Kum,English,Monday
3,SESENTA Y UNO KG K DB,3y d  d,SCARFACE,56,O.ÖZTÜRK,ERSİN YILDIZ,﻿Bursa,2022-02-07,1,,Kum,English,Monday
4,WARRIOR JUSTEN KG K DB,3y a  e,JUSTENUFFHUMOR (USA),55,F.HİM AP,MURAT TACETTİN BİRİCİK,﻿Bursa,2022-02-07,1,,Kum,English,Monday
5,COOL SEASON KG SK,3y k  e,BANKNOTE (GB),58,T.ALICI,GÜNSEN SOYUPAK,﻿Bursa,2022-02-07,1,,Kum,English,Monday
6,HIZLI MELEK KG K DB,3y a  d,KADİR BABA,52 +0.40,K.YILMAZ AP,BESİRE GÜNDÜZELİ,﻿Bursa,2022-02-07,1,,Kum,English,Monday
7,MOON POWER K DB,3y a  d,SIDNEY`S CANDY (USA),56,S.ÇETİN,ERTAN ÖZTÜRK,﻿Bursa,2022-02-07,1,,Kum,English,Monday
8,WAIT AND SEE KG DB SK,3y d  d,HAKEEM (USA),54 +0.70,A.İNCİ AP,NECATİ BOZKURT,﻿Bursa,2022-02-07,1,,Kum,English,Monday
9,KUŞ BURNU KG K DB,3y d  d,HAYRİ BABA,56,H.KAPLAN,MEHMET GÜNDÜZELİ,﻿Bursa,2022-02-07,1,,Kum,English,Monday
1.)62.000 TL,2.)24.800 TL,3.)12.400 TL,4.)6.200 TL,1.)10.695 TL,2.)4.278 TL,3.)2.139 TL,﻿Bursa,2022-02-07,2,,Kum,English,Monday
1,SINIR TANIMAZ KG DB SK,4y a  a,GÜRGÖKÇE,58,G.KOCAKAYA,İSKENDER DEMİRCİ,﻿Bursa,2022-02-07,2,,Kum,English,Monday
2,UZAYDESTANI DB YP,4y k  a,BATURŞAH,54,K.YILMAZ AP,METE ÇELİK,﻿Bursa,2022-02-07,2,,Kum,English,Monday
3,KIRIM RÜZGARI KG DB SK,4y d  a,SİLAH,52 +0.30,E.KADİRLER AP,GÜNSEN SOYUPAK,﻿Bursa,2022-02-07,2,,Kum,English,Monday
4,KILIÇ FARO KG DB SK,4y k  a,BERKSOY,56 +0.50,M.KAYİŞ AP,AHMET KAYA,﻿Bursa,2022-02-07,2,,Kum,English,Monday
5,ŞENİLKER,4y k  a,TAMERİNOĞLU,55,MER.ÇELİK,İLKER KIRMIZIGÜL,﻿Bursa,2022-02-07,2,,Kum,English,Monday
6,ISLIKÇALAN KG DB,4y a  a,KAIZBERT (RU),53 +0.60,Z.KARABULUT AP,ŞEMSETTİN TOYDEMİR,﻿Bursa,2022-02-07,2,,Kum,English,Monday
7,LARENDE KG SK,4y a k,BİLGİN,52 +1.60,Y.E.YÜKSEL AP,SELİN İZEM DİKENCİK,﻿Bursa,2022-02-07,2,,Kum,English,Monday
8,HAŞMET KG K,4y a  a,KAIZBERT (RU),55 +2.00,O.GÖKÇE,ŞEMSETTİN TOYDEMİR,﻿Bursa,2022-02-07,2,,Kum,English,Monday
