horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1.)50.500 TL,2.)20.200 TL,3.)10.100 TL,4.)5.050 TL,1.)8.711 TL,2.)3.485 TL,3.)1.742 TL,﻿Elazığ,2021-11-03,1,,Kum,English,Wednesday
1,DİKME AĞASI KG SK,4y k  a,ONURKAAN,53 +2.00,A.ŞENBAHAR AP,FERİDUN YUVARLAK,﻿Elazığ,2021-11-03,1,,Kum,English,Wednesday
2,ÜNLÜ PRENS KG K,5y a  a,SULTAN DE FAUST (FR),"58,5",İ.AKYAVUZ,BEKİR ÜNLÜ,﻿Elazığ,2021-11-03,1,,Kum,English,Wednesday
3,BETONAYAK KG K DB,6y a  a,KAIZBERT (RU),"54,5 +0.50",N.ALTIN,ABDULLAH AVCI,﻿Elazığ,2021-11-03,1,,Kum,English,Wednesday
4,ÇİVİCİ KG SK,5y a  a,AYABAKAN,63,F.YARDIMCI,M.VEYSİ BECENE,﻿Elazığ,2021-11-03,1,,Kum,English,Wednesday
5,ÇİFTETELLİ DB,5y a  a,KAIZBERT (RU),60,İ.KATI,AZİZ KARAKEÇİLİ,﻿Elazığ,2021-11-03,1,,Kum,English,Wednesday
6,KEŞTEBATA KG DB SK,5y a  a,ATİKBEY,52 +2.00,F.ÇETİNBAŞ AP,ABDULBAKİ ÖZKAN,﻿Elazığ,2021-11-03,1,,Kum,English,Wednesday
7,ESLİNA DB,5y a k,ŞİMŞEĞİNOĞLU,"60,5",İ.KATAR AP,İSMAİL GÜRLER,﻿Elazığ,2021-11-03,1,,Kum,English,Wednesday
8,MENGÜALP DB SKG SK,5y k  a,TAMERİNOĞLU,63,M.AVŞAR,SEYDİ AKYILDIRIM,﻿Elazığ,2021-11-03,1,,Kum,English,Wednesday
1.)44.500 TL,2.)17.800 TL,3.)8.900 TL,4.)4.450 TL,1.)12.794 TL,2.)5.118 TL,3.)2.559 TL,﻿Elazığ,2021-11-03,2,,Kum,English,Wednesday
1,KURTAR HAN K DB,2y d  e,MEHMET BORA,57 +0.50,M.AVŞAR,MEHMET GÜMÜŞKOLAN,﻿Elazığ,2021-11-03,2,,Kum,English,Wednesday
2,INTERCEPTOR SKG SK,2y d  e,STROMWOLF,57 +0.60,E.KILIK,HÜSEYİN ŞİMŞEK,﻿Elazığ,2021-11-03,2,,Kum,English,Wednesday
3,ULTRASONIC K,2y d  d,TOROK (IRE),52 +2.00,A.ÇANKAYA AP,OĞUZ YALÇIN,﻿Elazığ,2021-11-03,2,,Kum,English,Wednesday
4,WINDRANGER KG DB,2y a  d,PACO BOY (IRE),55 +2.00,H.ALTUNKILIÇ,SİNAN ÇİFTÇİ,﻿Elazığ,2021-11-03,2,,Kum,English,Wednesday
