horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1.)44.500 TL,2.)17.800 TL,3.)8.900 TL,4.)4.450 TL,1.)12.794 TL,2.)5.118 TL,3.)2.559 TL,﻿Diyarbakır,2021-11-30,1,,Kum,English,Tuesday
1,GÖKYÜZÜ KG DB SK,2y d  d,BOSPORUS (IRE),51 +0.70,B.SARIDAL AP,HÜSEYİN ÇELİK,﻿Diyarbakır,2021-11-30,1,,Kum,English,Tuesday
2,HOROZ BEYİ KG K,2y d  e,GÜNGÖR BABA,57 +0.30,M.AVŞAR,AZİZ KARAKEÇİLİ,﻿Diyarbakır,2021-11-30,1,,Kum,English,Tuesday
3,INTERCEPTOR SKG SK,2y d  e,STROMWOLF,60 +0.20,E.KILIK,HÜSEYİN ŞİMŞEK,﻿Diyarbakır,2021-11-30,1,,Kum,English,Tuesday
4,PANDERMA DB SK,2y d  e,SMART ROBIN (JPN),53 +1.90,F.ÇETİNBAŞ AP,ÜMİT ÖZÇAKA,﻿Diyarbakır,2021-11-30,1,,Kum,English,Tuesday
5,ENDLESS BREATH KG K,2y d  d,FLY BY ME,55 +1.70,F.YARDIMCI,ÇETİN ALTIN,﻿Diyarbakır,2021-11-30,1,,Kum,English,Tuesday
6,LADY AEGEAN K,2y a  d,CORINTHIAN (USA),55 +2.00,B.BEKTAŞ,CELAL AKIL,﻿Diyarbakır,2021-11-30,1,,Kum,English,Tuesday
7,NOWZARA KG,2y k  e,GREY CORAL,57,İ.AKYAVUZ,ÜMİT ÖZÇAKA,﻿Diyarbakır,2021-11-30,1,,Kum,English,Tuesday
8,YARBAŞI SK,2y d  e,BUSHRANGER (IRE),53 +2.00,Y.ÇELİKBAŞ AP,MEHMET CANLIKA,﻿Diyarbakır,2021-11-30,1,,Kum,English,Tuesday
9,KRAL NECO KG DB SK,2y d  e,MEHMET BORA,57,N.ALTIN,EKREM ALTIN,﻿Diyarbakır,2021-11-30,1,,Kum,English,Tuesday
10,DIZZY BOY KG DB SK,2y d  e,PRESENT PERFECT,57,C.TEPE,ŞEFİK ÇELİK,﻿Diyarbakır,2021-11-30,1,,Kum,English,Tuesday
1.)50.500 TL,2.)20.200 TL,3.)10.100 TL,4.)5.050 TL,1.)8.711 TL,2.)3.485 TL,3.)1.742 TL,﻿Diyarbakır,2021-11-30,2,,Kum,English,Tuesday
1,REBELKID KG DB SK,3y d  e,WIENER WALZER (GER),58,F.YARDIMCI,HÜSEYİN YÜKSEL,﻿Diyarbakır,2021-11-30,2,,Kum,English,Tuesday
2,TANGOS DB SKG SK,3y d  e,AYDEMİRHAN,59,İ.KATAR AP,İSMAİL YÜKSEL,﻿Diyarbakır,2021-11-30,2,,Kum,English,Tuesday
3,OĞLUM TURAN K,3y d  e,ZANJERO (USA),56,Y.ÇELİKBAŞ AP,MURAT ERCAN,﻿Diyarbakır,2021-11-30,2,,Kum,English,Tuesday
4,TANERHAN KG K,3y d  g,SCARFACE,58,İ.AKYAVUZ,ERHAN ALVEROĞLU,﻿Diyarbakır,2021-11-30,2,,Kum,English,Tuesday
5,KING TOPRAK DB SKG SK,3y d  e,BUSHRANGER (IRE),55 +1.70,B.BEKTAŞ,NAİF ÇİZİK,﻿Diyarbakır,2021-11-30,2,,Kum,English,Tuesday
6,SON OF BOSPHORUS SK,3y a  g,BOSPORUS (IRE),60,M.AVŞAR,MÜSLÜM ARSLAN,﻿Diyarbakır,2021-11-30,2,,Kum,English,Tuesday
7,SER PEHLİVAN KG DB SK,3y d  e,MAXIMUS DREAM,54 +1.80,M.B.ÇAKMAK AP,SEDİLAY YILDIRIM,﻿Diyarbakır,2021-11-30,2,,Kum,English,Tuesday
