horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1.)44.500 TL,2.)17.800 TL,3.)8.900 TL,4.)4.450 TL,1.)10.235 TL,2.)4.094 TL,3.)2.047 TL,﻿Elazığ,2021-08-30,1,,Kum,English,Monday
1,SUNĞURBERK KG K,3y d  e,AFTER MARKET (USA),58 +2.00,V.KIZMAZ,MEHMET ÖKSÜZ,﻿Elazığ,2021-08-30,1,,Kum,English,Monday
2,OSTRAVA DB SK,3y d  d,MARCAVELLY (USA),56,N.ALTIN,VEYSEL KAHRAMAN,﻿Elazığ,2021-08-30,1,,Kum,English,Monday
3,İNAZAGİ DB SKG SK,3y a  d,LION HEART (USA),56,İ.AKYAVUZ,DİLARA ELZEM KAPLAN,﻿Elazığ,2021-08-30,1,,Kum,English,Monday
4,ARTISTE KG SK,3y d  d,ANATOLY,54 +1.30,M.E.DOĞAN AP,İSMAİL HADİOĞLU,﻿Elazığ,2021-08-30,1,,Kum,English,Monday
5,THE LAST DANCE,3y d  d,STROMWOLF,56 +0.20,H.PARILDAR,HÜSEYİN ŞİMŞEK,﻿Elazığ,2021-08-30,1,,Kum,English,Monday
6,FANDOM K DB,3y d  e,LILBOURNE LAD (IRE),58,M.A.AKTÜRK,MEHMET DOĞAN,﻿Elazığ,2021-08-30,1,,Kum,English,Monday
7,STEP BY SWEET KG SK,3y d  d,STEP BY STEP,56 +1.80,R.DOĞAN,KADRİ FELHAN,﻿Elazığ,2021-08-30,1,,Kum,English,Monday
8,OATH OF VICTORY DB SKG SK,3y d  e,SMART ROBIN (JPN),58,H.ALTUNKILIÇ,REFİK ÇEVİK,﻿Elazığ,2021-08-30,1,,Kum,English,Monday
9,DAWSON KG,3y d  e,ZANJERO (USA),58 +1.00,M.AVŞAR,M.HAKKI ÜÇEŞ,﻿Elazığ,2021-08-30,1,,Kum,English,Monday
10,PITIRAK SK,3y d  e,TALIP HAN (IRE),56,C.TEPE AP,E.KAYHAN ERGİN,﻿Elazığ,2021-08-30,1,,Kum,English,Monday
11,LEONARD DB SKG SK,3y d  e,DERVİŞ AĞA,58 +1.00,E.KILIK,HASAN KOÇYİĞİT,﻿Elazığ,2021-08-30,1,,Kum,English,Monday
12,ARI SOYLU KG SK,3y a  e,THREE VALLEYS (USA),58 +0.20,S.KAPLAN,MEHMET HANİFİ POLAT,﻿Elazığ,2021-08-30,1,,Kum,English,Monday
13,KING TOPRAK SKG SK,3y d  e,BUSHRANGER (IRE),58,B.BEKTAŞ,NAİF ÇİZİK,﻿Elazığ,2021-08-30,1,,Kum,English,Monday
14,DANIELAS SON KG K,3y d  g,RED GIANT (USA),58,F.YARDIMCI,İBRAHİM ALTUNBAŞ,﻿Elazığ,2021-08-30,1,,Kum,English,Monday
15,CORNANTE SKG SK,3y d  d,TORUK MACTO (IRE),56 +1.70,M.DOĞAN,AHMET BARMAN,﻿Elazığ,2021-08-30,1,,Kum,English,Monday
1.)39.500 TL,2.)15.800 TL,3.)7.900 TL,4.)3.950 TL,1.)6.814 TL,2.)2.726 TL,3.)1.363 TL,﻿Elazığ,2021-08-30,2,,Kum,English,Monday
1,GOLD FIST KG DB SK,5y a  a,AZARAKS,57,F.YARDIMCI,METİN TURGUT,﻿Elazığ,2021-08-30,2,,Kum,English,Monday
2,WEST GROVE KG DB SK,7y d  a,ROYAL ABJAR (USA),60,N.ALTIN,MUZAFFER NECEF,﻿Elazığ,2021-08-30,2,,Kum,English,Monday
3,FAST TO RAIN K,4y d k,HALICARNASSUS (IRE),56,C.TEPE AP,ALİ AKDEMİR,﻿Elazığ,2021-08-30,2,,Kum,English,Monday
4,SAKARBAŞI KG DB SK,5y d  a,WIN RIVER WIN (USA),62,M.DOĞAN,MEHMET DEMİR,﻿Elazığ,2021-08-30,2,,Kum,English,Monday
5,ALSİMA SK,5y d k,KING'S PLEASURE,58 +1.20,M.ÜNLÜ,RESUL ÜNLÜ,﻿Elazığ,2021-08-30,2,,Kum,English,Monday
6,HEYMARJA SKG SK,5y d  a,HANBEŞ,58,İ.AKYAVUZ,E.KAYHAN ERGİN,﻿Elazığ,2021-08-30,2,,Kum,English,Monday
7,RECO SK,7y d  g,FAIRSON,60,G.KILIÇ,BAYRAM KELEŞ,﻿Elazığ,2021-08-30,2,,Kum,English,Monday
8,MİRTAY DB SK,4y d  a,SMART ROBIN (JPN),60,M.AVŞAR,AHMET TADIK,﻿Elazığ,2021-08-30,2,,Kum,English,Monday
9,ALİJA DB SK,5y d  g,BOSPORUS (IRE),54 +1.00,A.ŞENBAHAR AP,YAKUP ÇELİK,﻿Elazığ,2021-08-30,2,,Kum,English,Monday
10,KING BARAN SK,4y d  a,TALIP HAN (IRE),57 +0.20,H.PARILDAR,A.MURAT ŞEN,﻿Elazığ,2021-08-30,2,,Kum,English,Monday
11,ZANAPALI KG K,5y d  a,YONAGUSKA (USA),59,M.CANPOLAT AP,HALİL KAYA,﻿Elazığ,2021-08-30,2,,Kum,English,Monday
12,OĞLUM BARIŞ KG SK,6y d  a,KANEKO,54 +1.10,Y.CENGİZ AP,MAHMUT YILDIZ,﻿Elazığ,2021-08-30,2,,Kum,English,Monday
1.)50.500 TL,2.)20.200 TL,3.)10.100 TL,4.)5.050 TL,1.)8.711 TL,2.)3.485 TL,3.)1.742 TL,﻿Elazığ,2021-08-30,3,,Kum,English,Monday
