horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1,COLORADO CRUISER (USA),2y a  e,CATALINA CRUISER,55,EDWIN A. MALDONADO,C T R STABLES LLC,﻿Santa Anita Park ABD,2023-12-26,1,,Kum,English,Tuesday
2,URBAN LEGEND (USA),2y d  e,INTO MISCHIEF,55,"IRAD ORTIZ, JR.","MORPLAY RACING LLC,",﻿Santa Anita Park ABD,2023-12-26,1,,Kum,English,Tuesday
3,TESSUTO (USA),2y a  e,MUNNINGS,55,UMBERTO RISPOLI,KRETZ RACING LLC,﻿Santa Anita Park ABD,2023-12-26,1,,Kum,English,Tuesday
4,NEW KING (USA),2y d  e,INTO MISCHIEF,55,JUAN J. HERNANDEZ,"SF RACING LLC, STARL",﻿Santa Anita Park ABD,2023-12-26,1,,Kum,English,Tuesday
5,MALIBU ROCKS (USA),2y a  e,MALIBU MOON,55,LANFRANCO DETTORI,SLUGO RACING,﻿Santa Anita Park ABD,2023-12-26,1,,Kum,English,Tuesday
6,MONGOLIAN CHAMP (USA),2y a  e,SPEIGHTSTER,55,ARMANDO AGUILAR,MONGOLIAN STABLE,﻿Santa Anita Park ABD,2023-12-26,1,,Kum,English,Tuesday
7,ALL THAT GLORY (USA) (Koşmaz),2y d  e,GOLDENCENTS,55,FLAVIEN PRAT,"AMESTOY, LESLIE A.,",﻿Santa Anita Park ABD,2023-12-26,1,,Kum,English,Tuesday
1,EASTER (FR),5y d  a,EXOSPHERE (AUS),"56,5",ANTONIO FRESU,MADAKET STABLES LLC,﻿Santa Anita Park ABD,2023-12-26,2,,Çim,English,Tuesday
2,MISSED THE CUT (USA),4y d  a,QUALITY ROAD,56,"IRAD ORTIZ, JR.","BEE ZEE LLC, LANES E",﻿Santa Anita Park ABD,2023-12-26,2,,Çim,English,Tuesday
3,TIO MAGICO (CAN),5y a  a,UNCLE MO,55,FLAVIEN PRAT,AGAVE RACING STABLE,﻿Santa Anita Park ABD,2023-12-26,2,,Çim,English,Tuesday
4,WAR AT SEA (USA),4y d  a,WAR FRONT,56,MIKE E. SMITH,"DOUBLEDOWN STABLES,",﻿Santa Anita Park ABD,2023-12-26,2,,Çim,English,Tuesday
5,EASTERN OCEAN (USA),6y a  a,STORMY ATLANTIC,55,LANFRANCO DETTORI,"ABBONDANZA RACING, L",﻿Santa Anita Park ABD,2023-12-26,2,,Çim,English,Tuesday
6,ASTRONAUT (USA),6y a  a,QUALITY ROAD,55,JUAN J. HERNANDEZ,JOHN M. B. O'CONNOR,﻿Santa Anita Park ABD,2023-12-26,2,,Çim,English,Tuesday
1,JUDGE MILLER (USA),3y a  e,CURLIN,"55,5",FLAVIEN PRAT,"MUIR HUT STABLES, LL",﻿Santa Anita Park ABD,2023-12-26,3,,Kum,English,Tuesday
2,VEGAS BURNER (USA),3y a  e,AMERICAN PHAROAH,"55,5",LANFRANCO DETTORI,KRETZ RACING LLC,﻿Santa Anita Park ABD,2023-12-26,3,,Kum,English,Tuesday
3,HEY BROTHER (USA),3y d  e,CITY OF LIGHT (FR),"55,5",UMBERTO RISPOLI,ROCKINGHAM RANCH,﻿Santa Anita Park ABD,2023-12-26,3,,Kum,English,Tuesday
4,SNEAKING CANDY (USA),3y d  e,INTO MISCHIEF,"55,5",MIKE E. SMITH,"WILLIAMS, LARRY D. A",﻿Santa Anita Park ABD,2023-12-26,3,,Kum,English,Tuesday
5,MONGOLIAN ALTAI (USA),3y a  e,BEE JERSEY,"55,5",ARMANDO AGUILAR,MONGOLIAN STABLE,﻿Santa Anita Park ABD,2023-12-26,3,,Kum,English,Tuesday
6,UNCLE REG (USA) (Koşmaz),3y a  e,LEA,"55,5","IRAD ORTIZ, JR.",JAY W. BLIGH,﻿Santa Anita Park ABD,2023-12-26,3,,Kum,English,Tuesday
7,CAVENDISH (USA),3y d  e,FLATTER,"55,5",JUAN J. HERNANDEZ,"SF RACING LLC, STARL",﻿Santa Anita Park ABD,2023-12-26,3,,Kum,English,Tuesday
