horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1.)77.000 TL,2.)30.800 TL,3.)15.400 TL,4.)7.700 TL,1.)13.283 TL,2.)5.313 TL,3.)2.657 TL,﻿Antalya,2022-04-06,1,,,English,Wednesday
1,ANZERBALI KG DB SK,3y k  e,BALLIKAYA,56 +1.20,M.AKYAVUZ,SAHDUN KAYA,﻿Antalya,2022-04-06,1,,,English,Wednesday
2,OSIRIS DB SKG SK,3y d  e,SMART ROBIN (JPN),58,A.ÇELİK,MUSTAFA KILIÇ,﻿Antalya,2022-04-06,1,,,English,Wednesday
3,BALİ KIZI K,3y a  d,BALLIKAYA,56,MER.ÇELİK,HALİL KARAKEÇİ,﻿Antalya,2022-04-06,1,,,English,Wednesday
4,TORUN YAVUZ KG K DB,3y a  e,THREE VALLEYS (USA),51 +1.80,L.TAPTIK AP,SÜLEYMAN ASLAN,﻿Antalya,2022-04-06,1,,,English,Wednesday
1.)77.000 TL,2.)30.800 TL,3.)15.400 TL,4.)7.700 TL,1.)13.283 TL,2.)5.313 TL,3.)2.657 TL,﻿Antalya,2022-04-06,2,,Kum,English,Wednesday
1,ÇABUK KG K GKR,4y a  a,KAIZBERT (RU),"52,5 +0.70",M.S.ÇELİK,AHMET ALTIN,﻿Antalya,2022-04-06,2,,Kum,English,Wednesday
2,SARRAFTAY KG K DB,4y d  a,SARRAF,"60,5",A.ÇELİK,ATİLLA SERİNER,﻿Antalya,2022-04-06,2,,Kum,English,Wednesday
3,OĞLUM MUTLU KG DB SK,4y a  a,DEMİRDÖVEN,"55,5 +0.20",M.M.BİLGİN,ADNAN KILIÇ,﻿Antalya,2022-04-06,2,,Kum,English,Wednesday
4,BENGÜTAŞ KG DB SK,4y a k,KARA YAĞIZ,50 +1.90,E.D.ÖKTEN AP,EMİNE KAYA,﻿Antalya,2022-04-06,2,,Kum,English,Wednesday
5,KARDEŞ KAYA KG,4y k  a,ALPAK,"53,5 +1.20",MER.ÇELİK,EMİNE KAYA,﻿Antalya,2022-04-06,2,,Kum,English,Wednesday
6,GÜLALLAR KG DB SK,4y a  a,TURBO,"50,5 +2.00",D.KAYA AP,HAKKI GÜLAL,﻿Antalya,2022-04-06,2,,Kum,English,Wednesday
7,ÖMÜR EVRİM KG DB SK,4y k k,ODİNHAN,50 +1.40,C.ALTUN AP,ALİ GALİP MERCAN,﻿Antalya,2022-04-06,2,,Kum,English,Wednesday
8,KUMANTAY KG K DB,4y a  a,AYABAKAN,54 +2.00,F.R.BEBEK,ALİ ŞİMŞEK,﻿Antalya,2022-04-06,2,,Kum,English,Wednesday
1.)87.500 TL,2.)35.000 TL,3.)17.500 TL,4.)8.750 TL,1.)20.125 TL,2.)8.050 TL,3.)4.025 TL,﻿Antalya,2022-04-06,3,,Kum,English,Wednesday
1,ÖZGENAĞA DB SKG SK,7y k  a,BİLGİN,56,F.R.BEBEK,NURAY TEMİZKAN,﻿Antalya,2022-04-06,3,,Kum,English,Wednesday
2,FAHRENHEİT KG SK,7y k  a,UÇANBEY,57,F.ÇETİN AP,M.NEZİF ŞEKER,﻿Antalya,2022-04-06,3,,Kum,English,Wednesday
3,ÖZOYUNCU KG DB SK,5y d  a,SONALP,57 +0.20,M.AKIN AP,KEMAL YAKUP ALTIN,﻿Antalya,2022-04-06,3,,Kum,English,Wednesday
4,CANSEKLAVİ KG DB SK,6y a  a,ALTAHA,57,A.ÇELİK,SEMRA AKSU,﻿Antalya,2022-04-06,3,,Kum,English,Wednesday
5,ÜNALAMCA KG SK,9y a  a,HÜRBATUR,59,M.M.BİLGİN,SADULLAH TAŞ,﻿Antalya,2022-04-06,3,,Kum,English,Wednesday
6,TEKKURŞUN KG K,6y k k,KAIZBERT (RU),60,İS.YILDIRIM AP,ASİYE YILDIZ,﻿Antalya,2022-04-06,3,,Kum,English,Wednesday
7,YARIMADA KG DB SK (Koşmaz),6y d  a,TÜMÖZ BEY,50,M.S.ÇELİK,AYHAN MENZİ,﻿Antalya,2022-04-06,3,,Kum,English,Wednesday
1.)91.500 TL,2.)36.600 TL,3.)18.300 TL,4.)9.150 TL,1.)21.045 TL,2.)8.418 TL,3.)4.209 TL,﻿Antalya,2022-04-06,4,,Kum,English,Wednesday
1,ATIBA SKG SK,6y d  a,WIN RIVER WIN (USA),58,U.TEMUR,REFİK ÇEVİK,﻿Antalya,2022-04-06,4,,Kum,English,Wednesday
2,BAY ARTU KG K DB,4y d  a,LION HEART (USA),"57,5",A.KURŞUN,KADRİYE VATANSEVER,﻿Antalya,2022-04-06,4,,Kum,English,Wednesday
3,PERSIAN ROSE DB,5y d k,HALLOWED CROWN (AUS),60,M.AKIN AP,MUTLU T. BALYEMEZ,﻿Antalya,2022-04-06,4,,Kum,English,Wednesday
4,ATEŞİN KANATLARI DB SKG SK SGKR,6y d  a,MENDIP (USA),57,C.ALTUN AP,ERHAN AKTAŞ,﻿Antalya,2022-04-06,4,,Kum,English,Wednesday
5,RED NINJA DB SK,4y d  a,RED GIANT (USA),50 +2.00,HAKAN YILDIZ,ENVER DIBLEN,﻿Antalya,2022-04-06,4,,Kum,English,Wednesday
6,RED TORNADO DB SKG SK,6y d  a,CHARM SPIRIT (IRE),"59,5",F.R.BEBEK,ATİLLA SERİNER,﻿Antalya,2022-04-06,4,,Kum,English,Wednesday
1.)68.000 TL,2.)27.200 TL,3.)13.600 TL,4.)6.800 TL,1.)15.640 TL,2.)6.256 TL,3.)3.128 TL,﻿Antalya,2022-04-06,5,,,English,Wednesday
1,ANADOLU BAHARI,3y d  d,TOROK (IRE),56 +0.70,A.KURŞUN,T. İZZET AKSOY,﻿Antalya,2022-04-06,5,,,English,Wednesday
2,ATEŞGİBİ SK SGKR,3y d  d,EL CORREDOR (USA),57,F.ÇETİN AP,SALİH DOĞAN,﻿Antalya,2022-04-06,5,,,English,Wednesday
3,GUARDIAN KG DB SK SGKR,3y a  e,LION HEART (USA),58,MER.ÇELİK,M.HANEFİ ŞAHİN,﻿Antalya,2022-04-06,5,,,English,Wednesday
4,PAMUKKALE KG DB SK,3y a  e,KULOĞLU,54 +0.50,C.ALTUN AP,AHMET GÖKHAN ERKOÇ,﻿Antalya,2022-04-06,5,,,English,Wednesday
5,ANABELLA DB SK,3y d  d,KANEKO,56,M.M.BİLGİN,MURAT ERŞAHİN,﻿Antalya,2022-04-06,5,,,English,Wednesday
6,TEYRA BAZ KG K,3y k  e,NATIVE KHAN (FR),56 +0.80,İS.YILDIRIM AP,M.SABAHATTİN MALKOÇ,﻿Antalya,2022-04-06,5,,,English,Wednesday
7,BLUE HEART KG DB SK,3y d  e,PRESSING (IRE),54,E.D.ÖKTEN AP,SERKAN KAYALAR,﻿Antalya,2022-04-06,5,,,English,Wednesday
8,TURKISH BOY SK,3y d  e,PACO BOY (IRE),56,D.KAYA AP,ŞAFAK BAYAT,﻿Antalya,2022-04-06,5,,,English,Wednesday
1.)187.500 TL,2.)75.000 TL,3.)37.500 TL,4.)18.750 TL,1.)53.906 TL,2.)21.563 TL,3.)10.781 TL,﻿Antalya,2022-04-06,6,,,English,Wednesday
1,LUMINESCENCE KG SK,6y a  a,UTOPIA (JPN),"59,5",A.ÇELİK,SABRİ AKSU,﻿Antalya,2022-04-06,6,,,English,Wednesday
2,EL COMPADRE DB,4y k  a,THREE VALLEYS (USA),58,A.KURŞUN,ATİLA ÖZKAN,﻿Antalya,2022-04-06,6,,,English,Wednesday
3,AVUKAT SK ÖG,7y d  a,REY DE CAFE (USA),"59,5",İ.SOYAD,İLHAN BOYLU,﻿Antalya,2022-04-06,6,,,English,Wednesday
4,RED LUCK KG SK,4y a  a,DUTYFREE,58,MER.ÇELİK,ALP Ş. EVCİMEN,﻿Antalya,2022-04-06,6,,,English,Wednesday
5,BRAVE GLADIATOR KG SK,4y a  a,BOSPORUS (IRE),58,H.ŞİMŞEK,HAKAN SANER,﻿Antalya,2022-04-06,6,,,English,Wednesday
1.)68.000 TL,2.)27.200 TL,3.)13.600 TL,4.)6.800 TL,1.)15.640 TL,2.)6.256 TL,3.)3.128 TL,﻿Antalya,2022-04-06,7,,,English,Wednesday
1,BODULAW DB SK,3y d  e,SIDNEY`S CANDY (USA),58,İS.YILDIRIM AP,HABİP ÖZKAN,﻿Antalya,2022-04-06,7,,,English,Wednesday
2,PRENSES EVRİM KG DB SK,3y d  d,YES OF AFRIKA,54 +0.90,D.KAYA AP,HAKKI GÜLAL,﻿Antalya,2022-04-06,7,,,English,Wednesday
3,MOR SALKIM DB SK,3y a  d,GRAYSTORM,56 +0.30,F.R.BEBEK,VEHPİ GÜZELOCAK,﻿Antalya,2022-04-06,7,,,English,Wednesday
4,ANATOLIAN GRAY,3y k  e,LUXOR,58,A.KURŞUN,T. İZZET AKSOY,﻿Antalya,2022-04-06,7,,,English,Wednesday
5,BEYKOZLU KG K DB,3y d  e,PERFECTO,58,M.M.BİLGİN,REMZİ MURAT KIZILTAN,﻿Antalya,2022-04-06,7,,,English,Wednesday
6,WHITE CORINTH KG SK,3y k  d,CORINTHIAN (USA),56,MER.ÇELİK,ALP Ş. EVCİMEN,﻿Antalya,2022-04-06,7,,,English,Wednesday
7,PARTY LOUEL DB SK SGKR,3y d  d,DAI JIN (GB),56 +0.30,U.TEMUR,YAVUZ BİNGÖL,﻿Antalya,2022-04-06,7,,,English,Wednesday
8,MERTİM KG K,3y d  e,ROCKMASTER (IRE),54,E.D.ÖKTEN AP,MURAT MAHMUT ŞİMŞEK,﻿Antalya,2022-04-06,7,,,English,Wednesday
