horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1.)37.000 TL,2.)14.800 TL,3.)7.400 TL,4.)3.700 TL,1.)10.638 TL,2.)4.255 TL,3.)2.128 TL,﻿Elazığ,2022-06-01,1,,Kum,English,Wednesday
1,SAHRA KASIRGASI KG SK,3y k  e,BERKSOY,59,M.AVŞAR,BİŞAR ÇELİK,﻿Elazığ,2022-06-01,1,,Kum,English,Wednesday
2,BERKAY FIRTINASI KG K,3y k  e,BERKAY EFE,57 +0.50,H.ALTUNKILIÇ,MEHMET ALİ ÇEÇAN,﻿Elazığ,2022-06-01,1,,Kum,English,Wednesday
3,TUMBUL SANCAR KG K,3y k  e,ŞİMŞEĞİNOĞLU,57,F.YARDIMCI,İSMAİL SANCAR,﻿Elazığ,2022-06-01,1,,Kum,English,Wednesday
4,GÖBEKLİTEPE AĞASI KG K,3y k  e,ŞİMŞEĞİNOĞLU,57,B.BEKTAŞ,MEHMET ALİ ÇEÇAN,﻿Elazığ,2022-06-01,1,,Kum,English,Wednesday
5,PEKBARAN K,3y k  e,HÜSMEN,55 +1.00,M.E.DOĞAN AP,ERKUT ŞAHİN,﻿Elazığ,2022-06-01,1,,Kum,English,Wednesday
6,BEKİRABİ SKG SK,3y a  e,BAYHAN,54 +2.00,H.ALTUNDAĞ AP,MAHMUT KARAKEÇİLİ,﻿Elazığ,2022-06-01,1,,Kum,English,Wednesday
1.)50.500 TL,2.)20.200 TL,3.)10.100 TL,4.)5.050 TL,1.)11.615 TL,2.)4.646 TL,3.)2.323 TL,﻿Elazığ,2022-06-01,2,,Kum,English,Wednesday
1,BLODREINA KG SK,3y d  d,HAKEEM (USA),58,B.BEKTAŞ,AZİZ CAN EKEN,﻿Elazığ,2022-06-01,2,,Kum,English,Wednesday
2,QUEENSTOWN KG K,3y d  d,DAI JIN (GB),58,N.ALTIN,MEHMET EMRE HADİOĞLU,﻿Elazığ,2022-06-01,2,,Kum,English,Wednesday
3,TAWANNA K,3y d  d,CAPTAIN RIO (GB),58 +0.30,MEH.TAŞKAYA,SELAMİ NURAL,﻿Elazığ,2022-06-01,2,,Kum,English,Wednesday
4,NİL YELİ KG DB SK,3y d  d,SCARFACE,55 +1.50,F.FELHAN AP,SALİH ÇİZİK,﻿Elazığ,2022-06-01,2,,Kum,English,Wednesday
5,BURNABY KG K,3y a  d,LION HEART (USA),58,M.A.AKTÜRK,SALİH ÇİZİK,﻿Elazığ,2022-06-01,2,,Kum,English,Wednesday
6,FU HAO ASIA KG K,3y a  d,GENERAL QUARTERS (USA),54 +0.30,M.ŞAKİR AP,MAHMUT KARAOĞLAN,﻿Elazığ,2022-06-01,2,,Kum,English,Wednesday
7,VALEKIZI K,3y d  d,MARCAVELLY (USA),58,M.DOĞAN,FEDAİ KAHRAMAN,﻿Elazığ,2022-06-01,2,,Kum,English,Wednesday
8,KIZIM SİMGE KG SK,3y d  d,THREE VALLEYS (USA),58,Y.ÇELİKBAŞ AP,MEHMET CAN ÇİZİK,﻿Elazığ,2022-06-01,2,,Kum,English,Wednesday
9,SUPERVISOR DB SK SGKR (Koşmaz),3y d  d,STROMWOLF,58,C.TEPE,HÜSEYİN ŞİMŞEK,﻿Elazığ,2022-06-01,2,,Kum,English,Wednesday
1.)45.500 TL,2.)18.200 TL,3.)9.100 TL,4.)4.550 TL,1.)7.849 TL,2.)3.140 TL,3.)1.570 TL,﻿Elazığ,2022-06-01,3,,Kum,English,Wednesday
1,REHA HAN DB SKG SK,5y d  a,WHOS NEXT,"52,5 +1.70",İ.AKYAVUZ,TARIK KARADUMAN,﻿Elazığ,2022-06-01,3,,Kum,English,Wednesday
2,MİRTAY DB SK,5y d  g,SMART ROBIN (JPN),57,H.ALTUNDAĞ AP,AHMET TADIK,﻿Elazığ,2022-06-01,3,,Kum,English,Wednesday
3,TANGOS DB,4y d  a,AYDEMİRHAN,63,H.ALTUNKILIÇ,İSMAİL YÜKSEL,﻿Elazığ,2022-06-01,3,,Kum,English,Wednesday
4,GRANDE AQUILA KG SK,5y a  a,DONT STOP ME,"61,5",M.A.AKTÜRK,REFİK ÇEVİK,﻿Elazığ,2022-06-01,3,,Kum,English,Wednesday
