horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1.)114.500 TL,2.)45.800 TL,3.)22.900 TL,4.)11.450 TL,1.)19.751 TL,2.)7.901 TL,3.)3.950 TL,﻿Elazığ,2024-10-23,1,,Kum,English,Wednesday
1,SUPERLINE DB SK,3y d  e,SUPER SAVER (USA),58,H.ALTUNDAĞ,SERDAR ÜZÜM,﻿Elazığ,2024-10-23,1,,Kum,English,Wednesday
2,SKYDIVE KG DB SK,3y d  d,MYBOYCHARLIE (IRE),56 +1.70,MEH.TAŞKAYA,ALAETTİN ÖZCAN,﻿Elazığ,2024-10-23,1,,Kum,English,Wednesday
3,HARD AS ROCK SKG SK,3y d  e,TIZWAY (USA),51 +1.70,M.ALİ AKGÖBEK AP,MURAT ERCAN,﻿Elazığ,2024-10-23,1,,Kum,English,Wednesday
4,KING TATAR SKG SK,3y d  e,HAKEEM (USA),61,İ.AKYAVUZ,AHMET DİLMAÇ,﻿Elazığ,2024-10-23,1,,Kum,English,Wednesday
5,FRONT LİNER DB SKG SK,3y d  d,DAREDEVIL (USA),56 +0.80,A.AKDEMİR,SERDAR ÜZÜM,﻿Elazığ,2024-10-23,1,,Kum,English,Wednesday
6,MERT ABİ KG DB SK,3y d  e,MAXIMUS DREAM,58,M.DOĞAN,ADEM AKTAŞ,﻿Elazığ,2024-10-23,1,,Kum,English,Wednesday
1.)160.000 TL,2.)64.000 TL,3.)32.000 TL,4.)16.000 TL,1.)46.000 TL,2.)18.400 TL,3.)9.200 TL,﻿Elazığ,2024-10-23,2,,Kum,English,Wednesday
1,MAĞATAR KG DB SK,3y a  d,ORÇUN,53,M.ALİ AKGÖBEK AP,KAZİM KARTAL,﻿Elazığ,2024-10-23,2,,Kum,English,Wednesday
2,BEREN HANIM SKG SK,3y a  d,BİÇER,54 +2.00,Y.ÇELİKBAŞ AP,MEHMET ALİ ÇEÇAN,﻿Elazığ,2024-10-23,2,,Kum,English,Wednesday
3,IŞIK GÜZELİ KG SK,3y k  d,AKARÇAY,57,İ.AKYAVUZ,YAHYA İŞIK,﻿Elazığ,2024-10-23,2,,Kum,English,Wednesday
4,ESRA HAT DB SKG SK,3y k  d,HABERKAN,57 +0.20,F.YARDIMCI,MUSTAFA ÇİZİK,﻿Elazığ,2024-10-23,2,,Kum,English,Wednesday
5,GÖLCÜK İNCİSİ SKG SK,3y k  d,SAKARBAŞI,57 +1.00,M.DOĞAN,CEBRAİL AKTAŞ,﻿Elazığ,2024-10-23,2,,Kum,English,Wednesday
6,NEHİR ADA KG SK,3y a  d,PALA DAYI,54 +1.00,B.SARIDAL AP,MUSTAFA SARIDAL,﻿Elazığ,2024-10-23,2,,Kum,English,Wednesday
