horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1,HAGLER,3y d g,SHALAA,58,CLEMENT LECOEUVRE,BRYAN LYNAM,﻿Cagnes Sur Mer Fransa,2024-02-01,1,,,English,Thursday
2,FASHION GREY,3y k e,THE GREY GATSBY,58,TONY PICCONE,HA.PANTALL,﻿Cagnes Sur Mer Fransa,2024-02-01,1,,,English,Thursday
3,NATURAL GIFT,3y d d,FRANKEL,"54,5",ALEXIS POUCHIN,GODOLPHIN SNC,﻿Cagnes Sur Mer Fransa,2024-02-01,1,,,English,Thursday
4,EDOARDO,3y d e,ZARAK,58,CRISTIAN DEMURO,ECURIE C. MARZOCCO,﻿Cagnes Sur Mer Fransa,2024-02-01,1,,,English,Thursday
5,INDIAN ALLIANCE DB,3y d e,SIOUX NATION,58,ANTONIO ORANI,FABRIZIO BERTOGLIO,﻿Cagnes Sur Mer Fransa,2024-02-01,1,,,English,Thursday
6,KING ZARAK,3y d e,ZARAK,58,IORITZ MENDIZABAL,ROLLAND CAPOZZI,﻿Cagnes Sur Mer Fransa,2024-02-01,1,,,English,Thursday
7,MQSE DE POMPADOUR DB,3y d d,ALMANZOR,"56,5",MAXIME GUYON,ECURIE MG,﻿Cagnes Sur Mer Fransa,2024-02-01,1,,,English,Thursday
1,AMORCITA,3y d d,OLYMPIC GLORY,58,TONY PICCONE,PETER RECHSTEINER,﻿Cagnes Sur Mer Fransa,2024-02-01,2,,Çim,English,Thursday
2,MAY (GB),3y d d,LE BRIVIDO,"54,5",MANON GERMAIN,JOCELYN TARGETT,﻿Cagnes Sur Mer Fransa,2024-02-01,2,,Çim,English,Thursday
3,HERA DB,3y d d,SHALAA,58,IORITZ MENDIZABAL,ECURIE FRIEDRIDER,﻿Cagnes Sur Mer Fransa,2024-02-01,2,,Çim,English,Thursday
4,ROMANCE MARINE,3y d d,U S NAVY FLAG,58,STEPHANE PASQUIER,BERNARD GIRAUDON,﻿Cagnes Sur Mer Fransa,2024-02-01,2,,Çim,English,Thursday
5,FEVER DB,3y d d,AL WUKAIR,58,MAXIME GUYON,BERNARD GIRAUDON,﻿Cagnes Sur Mer Fransa,2024-02-01,2,,Çim,English,Thursday
6,BAILEYS JAZZ,3y a d,SUPPLICANT,58,CLEMENT LECOEUVRE,G.R. BAILEY LTD,﻿Cagnes Sur Mer Fransa,2024-02-01,2,,Çim,English,Thursday
7,SILAHAI GIRL K,3y d d,SILAS MARNER,58,AUGUSTIN MADAMET,BERNARD DE LISE,﻿Cagnes Sur Mer Fransa,2024-02-01,2,,Çim,English,Thursday
8,ROXANA OF CECCA,3y k d,BOW CREEK,58,BENJAMIN MARIE,FRANCOIS-XAVIER BELV,﻿Cagnes Sur Mer Fransa,2024-02-01,2,,Çim,English,Thursday
1,TOP OF MIND,4y d k,NEW APPROACH,"61,5",MARIE VELON,LE THENNEY,﻿Cagnes Sur Mer Fransa,2024-02-01,3,,Çim,English,Thursday
2,CATCH THE STARS,4y d a,ZELZAL,58,THEO BACHELOT,STALL MOUNTAIN RIVER,﻿Cagnes Sur Mer Fransa,2024-02-01,3,,Çim,English,Thursday
3,KING OF MEADOWS,4y d g,PRINCE GIBRALTAR,57,GUILLAUME MILLET,CHRISTIAN FAURE,﻿Cagnes Sur Mer Fransa,2024-02-01,3,,Çim,English,Thursday
4,DREAM WUKAIR,4y d k,AL WUKAIR,55,HUGO BESNIER,THOMAS JANDER,﻿Cagnes Sur Mer Fransa,2024-02-01,3,,Çim,English,Thursday
5,BREIZH WOOD,4y a g,BIRCHWOOD,51,ANTHONY CRASTUS,G.TROSSET/C.ESCUDER,﻿Cagnes Sur Mer Fransa,2024-02-01,3,,Çim,English,Thursday
6,SIGRUNE DB,4y d k,OUTSTRIP,57,CRISTIAN DEMURO,ROLAND PHILIPPON,﻿Cagnes Sur Mer Fransa,2024-02-01,3,,Çim,English,Thursday
7,MONACO RULES (IRE) (Koşmaz),4y d a,RULER OF THE WORLD,"58,5",MICKAEL FOREST,TOBIAS JONES,﻿Cagnes Sur Mer Fransa,2024-02-01,3,,Çim,English,Thursday
1,RED TORCH DB YP,9y d a,AIR CHIEF MARSHAL,54,ARTHUR MOSSE,JACQUES FORESI,﻿Cagnes Sur Mer Fransa,2024-02-01,4,,Çim,English,Thursday
2,TRUE ROMANCE DB,9y d g,GEORGE VANCOUVER,"57,5",HUGO BOUTIN,ECURIE ROGIER,﻿Cagnes Sur Mer Fransa,2024-02-01,4,,Çim,English,Thursday
3,HY DREAM KG DB,6y a k,DREAM AHEAD,"54,5",ANTHONY CRASTUS,JEAN-PAUL DELAPORTE,﻿Cagnes Sur Mer Fransa,2024-02-01,4,,Çim,English,Thursday
4,WHAT ELSE CHOP DB,4y d g,PANIS,56,AUGUSTIN MADAMET,RICHARD FRANCES,﻿Cagnes Sur Mer Fransa,2024-02-01,4,,Çim,English,Thursday
5,BOOMERANG DB YP,6y d g,LITERATO,"57,5",EDDY HARDOUIN,ECURIE MICHEL DOINEA,﻿Cagnes Sur Mer Fransa,2024-02-01,4,,Çim,English,Thursday
6,LIMONCELLA,5y d k,BIRCHWOOD,"54,5",PERRINE CHEYER,ZDENO KOPLIK,﻿Cagnes Sur Mer Fransa,2024-02-01,4,,Çim,English,Thursday
