horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1.)50.500 TL,2.)20.200 TL,3.)10.100 TL,4.)5.050 TL,1.)11.615 TL,2.)4.646 TL,3.)2.323 TL,﻿Şanlıurfa,2022-02-07,1,,Kum,English,Monday
1,KIRMATRA KG SK,3y k  d,GENERAL QUARTERS (USA),58,H.İ.AKKAYA,MAHMUT KARAKEÇİ,﻿Şanlıurfa,2022-02-07,1,,Kum,English,Monday
2,VENEDİ VİDİ SKG SK,3y d  d,GÜNGÖR BABA,57,Y.ÇELİKBAŞ AP,MEHMET REŞİT ALTUN,﻿Şanlıurfa,2022-02-07,1,,Kum,English,Monday
3,PUPPAPEINO K,3y a  d,SIDNEY`S CANDY (USA),58,İ.AKYAVUZ,HAÇIM TURAN,﻿Şanlıurfa,2022-02-07,1,,Kum,English,Monday
4,AKSER KG DB SK,3y d  d,MENDIP (USA),58,M.DOĞAN,FEVZİ YILMAZ,﻿Şanlıurfa,2022-02-07,1,,Kum,English,Monday
5,LADY AEGEAN K DB,3y a  d,CORINTHIAN (USA),55 +0.70,H.ALTUNDAĞ AP,CELAL AKIL,﻿Şanlıurfa,2022-02-07,1,,Kum,English,Monday
6,AŞIKLAR DİYARI DB SKG SK,3y d  d,HAKEEM (USA),56 +0.30,İ.KATAR AP,BİŞAR ÇELİK,﻿Şanlıurfa,2022-02-07,1,,Kum,English,Monday
7,AZELYA DB SKG SK,3y d  d,BANDiERO,58,F.YARDIMCI,MEHMET DEMİR,﻿Şanlıurfa,2022-02-07,1,,Kum,English,Monday
8,ADALI KIZ KG DB SK,3y a  d,AKINDAYIM (IRE),56,M.E.DOĞAN AP,AYŞE GÜL,﻿Şanlıurfa,2022-02-07,1,,Kum,English,Monday
9,MELENGİÇ SK,3y d  d,BANKNOTE (GB),58,M.A.AKTÜRK,SALİH ÇİZİK,﻿Şanlıurfa,2022-02-07,1,,Kum,English,Monday
10,ŞAM KIZI KG K DB,3y d  d,ZANJERO (USA),56,E.AKKILIÇ AP,FERİDUN YUVARLAK,﻿Şanlıurfa,2022-02-07,1,,Kum,English,Monday
11,EMİLLİA KG K,3y d  d,WILLISTON,54,M.ŞAKİR AP,RAMAZAN SOYAN,﻿Şanlıurfa,2022-02-07,1,,Kum,English,Monday
1.)45.500 TL,2.)18.200 TL,3.)9.100 TL,4.)4.550 TL,1.)7.849 TL,2.)3.140 TL,3.)1.570 TL,﻿Şanlıurfa,2022-02-07,2,,Kum,English,Monday
1,HİLVANLIOĞLU KG DB,4y a  a,ŞİMŞEĞİNOĞLU,"55,5",İ.AKYAVUZ,MEHMET CAMUZ,﻿Şanlıurfa,2022-02-07,2,,Kum,English,Monday
2,KRAL CAMUZ KG DB SK,4y a  a,BERKSOY,"52,5 +2.00",Y.ÇELİKBAŞ AP,BİLAL CAMUZ,﻿Şanlıurfa,2022-02-07,2,,Kum,English,Monday
3,UÇAN DİLBER DB SK,4y a  a,ATİKBEY,"57,5",B.BEKTAŞ,MAHMUT KARAOĞLAN,﻿Şanlıurfa,2022-02-07,2,,Kum,English,Monday
4,ŞİFACI DB,4y d  a,TÜMÖZ BEY,52 +2.00,A.ŞENBAHAR AP,MEHMET EMİN ÇİZİK,﻿Şanlıurfa,2022-02-07,2,,Kum,English,Monday
