horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1,WHITTLE LE WOODS YP,4y d g,LETHAL FORCE (IRE),52,T LADD,THE HORSE WATCHERS 4,﻿Wolverhampton Birleşik Krallık,2022-03-12,1,,,English,Saturday
2,ZARZYNI (IRE),5y d g,SIYOUNI (FR),58,J P SPENCER,MRLAURENCEO'KANE/HAR,﻿Wolverhampton Birleşik Krallık,2022-03-12,1,,,English,Saturday
3,ASADJUMEIRAH DB,4y d a,ADAAY (IRE),53,C HARDIE,MADE PROFILES LTD &,﻿Wolverhampton Birleşik Krallık,2022-03-12,1,,,English,Saturday
4,FULL AUTHORITY (IRE),5y d g,KINGMAN,"53,5",R TART,MRS H H MORRISS & JA,﻿Wolverhampton Birleşik Krallık,2022-03-12,1,,,English,Saturday
5,MUDLAHHIM (IRE),6y d g,TAMAYUZ,52,J DUERN,SOUTHWELL RACING CLU,﻿Wolverhampton Birleşik Krallık,2022-03-12,1,,,English,Saturday
6,ASTRO JAKK (IRE),6y d g,ZOFFANY (IRE),54,S JAMES,TITANIUM RACING CLUB,﻿Wolverhampton Birleşik Krallık,2022-03-12,1,,,English,Saturday
7,ABOVE (FR) DB,5y d g,ANJAAL,"58,5",M GHIANI,MR N BOYDEN AND MR C,﻿Wolverhampton Birleşik Krallık,2022-03-12,1,,,English,Saturday
8,EXALTED ANGEL (FR),6y d g,DARK ANGEL (IRE),"60,5",C LEE,PAU-PERTH PARTNERSHI,﻿Wolverhampton Birleşik Krallık,2022-03-12,1,,,English,Saturday
9,MIGHTY GURKHA (IRE) KG,4y d a,SEPOY (AUS),"56,5",ADAM J MCNAMARA,MR MOHAMMED RASHİD,﻿Wolverhampton Birleşik Krallık,2022-03-12,1,,,English,Saturday
1,NOTRE BELLE BETE,4y k g,ZOFFANY (IRE),54,D PROBERT,KING POWER RACING CO,﻿Wolverhampton Birleşik Krallık,2022-03-12,2,,,English,Saturday
2,BALDOMERO (IRE),4y d g,SHALAA (IRE),54,J WATSON,THE HORSE WATCHERS 6,﻿Wolverhampton Birleşik Krallık,2022-03-12,2,,,English,Saturday
3,UNITED FRONT (USA),5y d g,WAR FRONT (USA),62,JAMES DOYLE,MR NIC BRERETON,﻿Wolverhampton Birleşik Krallık,2022-03-12,2,,,English,Saturday
4,MYKONOS ST JOHN,5y d g,SWISS SPIRIT,52,J DUERN,SOUTHWELL RACING CLU,﻿Wolverhampton Birleşik Krallık,2022-03-12,2,,,English,Saturday
5,BLESS HIM (IRE) K,8y d g,SEA THE STARS (IRE),"58,5",J P SPENCER,TONY PERKINS & PARTN,﻿Wolverhampton Birleşik Krallık,2022-03-12,2,,,English,Saturday
6,FOX POWER (IRE),6y k g,DARK ANGEL (IRE),"53,5",F LARSON,MR MATTHEW TAYLOR,﻿Wolverhampton Birleşik Krallık,2022-03-12,2,,,English,Saturday
7,SCOTTISH SUMMIT (IRE),9y d g,SHAMARDAL (USA),"56,5",S JAMES,"T BANERJEE,N MATHER",﻿Wolverhampton Birleşik Krallık,2022-03-12,2,,,English,Saturday
8,REVOLUTIONISE (IRE) DB,6y k g,LOPE DE VEGA (IRE),56,M GHIANI,T W MORLEY & REGENTS,﻿Wolverhampton Birleşik Krallık,2022-03-12,2,,,English,Saturday
9,HAFEET ALAIN (IRE),6y d g,ELZAAM (AUS),59,R KINGSCOTE,MR P K SIU,﻿Wolverhampton Birleşik Krallık,2022-03-12,2,,,English,Saturday
10,DANCE FEVER (IRE),5y d g,SIR PRANCEALOT (IRE),59,A KIRBY,KENNET VALLEY THOROU,﻿Wolverhampton Birleşik Krallık,2022-03-12,2,,,English,Saturday
11,LA TIHATY (IRE),4y d a,NEW BAY,62,S OSBORNE,H H SHAİKH NASSER AL,﻿Wolverhampton Birleşik Krallık,2022-03-12,2,,,English,Saturday
12,STARRY EYES (USA),6y a k,ANIMAL KINGDOM (USA),51,C HARDİE,BİLLY AND THE BOYS,﻿Wolverhampton Birleşik Krallık,2022-03-12,2,,,English,Saturday
1,TINKER TOY,5y d g,WAR FRONT (USA),"58,5",J MITCHELL,MERRY FOX STUD LIMIT,﻿Wolverhampton Birleşik Krallık,2022-03-12,3,,,English,Saturday
2,HAPPY POWER (IRE),6y k a,DARK ANGEL (IRE),"58,5",D PROBERT,KING POWER RACING CO,﻿Wolverhampton Birleşik Krallık,2022-03-12,3,,,English,Saturday
3,MISTY GREY (IRE),5y k g,DARK ANGEL (IRE),"58,5",R KINGSCOTE,BARBARA & ALICK RICH,﻿Wolverhampton Birleşik Krallık,2022-03-12,3,,,English,Saturday
4,AMILCAR (IRE) DB,6y d a,WOOTTON BASSETT,60,A ATZENI,DR E ALHTOUSHI,﻿Wolverhampton Birleşik Krallık,2022-03-12,3,,,English,Saturday
5,HIGHFIELD PRINCESS (FR),5y d k,NIGHT OF THUNDER (IRE),"56,5",J HART,TRAİNERS HOUSE ENTER,﻿Wolverhampton Birleşik Krallık,2022-03-12,3,,,English,Saturday
6,AYR HARBOUR,5y d g,HARBOUR WATCH (IRE),"58,5",A RAWLINSON,JP'S RACING SYNDICAT,﻿Wolverhampton Birleşik Krallık,2022-03-12,3,,,English,Saturday
7,INTERNATIONALANGEL (IRE),5y k k,DARK ANGEL (IRE),"56,5",R TART,SBZ CORPORATİON LİMİ,﻿Wolverhampton Birleşik Krallık,2022-03-12,3,,,English,Saturday
8,VOLATILE ANALYST (USA) K,5y d g,DISTORTED HUMOR (USA),"58,5",C RODRIGUEZ,RICHARD GILBERT & KE,﻿Wolverhampton Birleşik Krallık,2022-03-12,3,,,English,Saturday
9,FAUVETTE (IRE),5y k k,DARK ANGEL (IRE),"56,5",C SHEPHERD,MR RAE GUEST,﻿Wolverhampton Birleşik Krallık,2022-03-12,3,,,English,Saturday
10,RIVER NYMPH,5y d g,CABLE BAY (IRE),"58,5",A KIRBY,MR TREVOR FOX,﻿Wolverhampton Birleşik Krallık,2022-03-12,3,,,English,Saturday
1,DAYMAN (GER),3y d e,OASIS DREAM,"56,5",ROSSA RYAN,AMO RACİNG LİMİTED,﻿Wolverhampton Birleşik Krallık,2022-03-12,4,,,English,Saturday
2,HOW IMPRESSIVE (IRE),3y a e,STARSPANGLEDBANNER (AUS),"59,5",JAMES DOYLE,MİDDLEHAM PARK RACİN,﻿Wolverhampton Birleşik Krallık,2022-03-12,4,,,English,Saturday
