horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1.)217.000 TL,2.)86.800 TL,3.)43.400 TL,4.)21.700 TL,1.)62.388 TL,2.)24.955 TL,3.)12.478 TL,﻿Antalya,2024-12-27,1,,Kum,English,Friday
1,GOLDENBEYİ KG SK GKR,3y a  e,KARAÜZÜM,57,B.AKÇAY,FUAT ŞİMŞEK,﻿Antalya,2024-12-27,1,,Kum,English,Friday
2,ASLAN LİDERİ KG DB SK,3y k  e,ASLANPARÇASI,57,A.ÇELİK,KEMAL YAKUP ALTIN,﻿Antalya,2024-12-27,1,,Kum,English,Friday
3,KINIK BEYİ KG SK,3y a  e,GÜNTAY,53,T.BALİ AP,NAGİHAN TOKMAK,﻿Antalya,2024-12-27,1,,Kum,English,Friday
4,DORUDESTAN DB,3y d  e,OVA,57,G.YILDIZ,NAİLE YURDAKAN,﻿Antalya,2024-12-27,1,,Kum,English,Friday
5,YILMAŞAHANEM KG DB SK,3y k  d,YILMABAŞAR,54 +1.30,F.KARAKURT AP,FERİT SARAK,﻿Antalya,2024-12-27,1,,Kum,English,Friday
6,HIZIROK KG K,3y a  e,CÖMERTKAN,57 +1.30,H.KATI,AHMET ZORLU,﻿Antalya,2024-12-27,1,,Kum,English,Friday
7,ŞAH SURUÇ,3y k  e,HABERKAN,57 +0.70,F.ARSLAN,FUAT ŞİMŞEK,﻿Antalya,2024-12-27,1,,Kum,English,Friday
8,CAKARTA KG K,3y a  d,ÖZHABER,51 +2.00,E.D.ÖKTEN AP,MUHANNAD DARAVSHA,﻿Antalya,2024-12-27,1,,Kum,English,Friday
9,FETHİ AĞA (Koşmaz),3y k  e,DİLİRAN,53,H.TURAN AP,MÜSLÜM AKBIYIK,﻿Antalya,2024-12-27,1,,Kum,English,Friday
1.)240.000 TL,2.)96.000 TL,3.)48.000 TL,4.)24.000 TL,1.)41.400 TL,2.)16.560 TL,3.)8.280 TL,﻿Antalya,2024-12-27,2,,Kum,English,Friday
1,SAĞLAMCAN KG K DB,4y a  a,ALTAHA,"62,5",A.SÖZEN,MUHARREM CAN,﻿Antalya,2024-12-27,2,,Kum,English,Friday
2,SER ŞÖVALYE KG DB SK,4y a  a,SERHANTAY,55 +0.50,VEDAT ABİŞ,ŞİRİN DEMİR,﻿Antalya,2024-12-27,2,,Kum,English,Friday
3,KARA KORSAN KG,4y a  a,ÖZHABER,"58,5",İ.AKIN AP,MAZLUM TURAN,﻿Antalya,2024-12-27,2,,Kum,English,Friday
4,TILISIM SKG SK,4y a  a,ÖZDURAN,61,MÜS.ÇELİK,AVNİ KAYA,﻿Antalya,2024-12-27,2,,Kum,English,Friday
5,CANHAY KG DB SK GKR,4y a  a,CANKARDEŞLER,59,F.KARAKURT AP,ÖZGÜR KAHRAMAN,﻿Antalya,2024-12-27,2,,Kum,English,Friday
1.)240.000 TL,2.)96.000 TL,3.)48.000 TL,4.)24.000 TL,1.)41.400 TL,2.)16.560 TL,3.)8.280 TL,﻿Antalya,2024-12-27,3,,,English,Friday
1,HARDOLD KG K DB,3y d  e,TOROK (IRE),61,VEDAT ABİŞ,HÜLYA KAHRAMAN,﻿Antalya,2024-12-27,3,,,English,Friday
2,MR CİNO KG K,3y d  e,GRAYSTORM,58,F.KARAKURT AP,GÖKHAN ÖZKAN,﻿Antalya,2024-12-27,3,,,English,Friday
3,TORNADO MAIDEN SK,3y d  d,RUN AWAY AND HIDE (USA),56 +0.60,A.KURŞUN,HALUK ERON,﻿Antalya,2024-12-27,3,,,English,Friday
4,ÇAKIRKAŞLI DB SK,3y d  e,AUTHORIZED (IRE),51 +0.10,R.BORAN DÜNDAR AP,MUSTAFA AKTAŞ,﻿Antalya,2024-12-27,3,,,English,Friday
