horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1,MATCHING SOX (IRE) K,2y d e,CAMACHO,"60,5",D PROBERT,THE PİNK HAT RACİNG,﻿Kempton Park Birleşik Krallık,2022-08-08,1,,Kum,English,Monday
2,KEEP BIDDING (IRE),2y d d,RIBCHESTER (IRE),58,R HORNBY,THE OBANK PARTNERSHİ,﻿Kempton Park Birleşik Krallık,2022-08-08,1,,Kum,English,Monday
3,BIG R (IRE),2y d e,COTAI GLORY,"58,5",C FALLON,THE NİGEL BENNETT PA,﻿Kempton Park Birleşik Krallık,2022-08-08,1,,Kum,English,Monday
4,GINTINI (IRE),2y d e,STARSPANGLEDBANNER (AUS),"59,5",L MORRİS,MRS P J SHEEN,﻿Kempton Park Birleşik Krallık,2022-08-08,1,,Kum,English,Monday
5,CUBAN GREY,2y k e,HAVANA GREY,"59,5",H TURNER,MR R MOORE,﻿Kempton Park Birleşik Krallık,2022-08-08,1,,Kum,English,Monday
6,ATTRAZIONE (IRE),2y d d,HOLY ROMAN EMPEROR (IRE),"57,5",S OSBORNE,BROWNSBARN THOROUGHB,﻿Kempton Park Birleşik Krallık,2022-08-08,1,,Kum,English,Monday
1,CABINET MAKER (IRE),3y k g,MASTERCRAFTSMAN (IRE),62,R KINGSCOTE,KENNET VALLEY THOROU,﻿Kempton Park Birleşik Krallık,2022-08-08,2,,Kum,English,Monday
2,THEY DON'T KNOW (IRE) KG,3y d g,VOCALISED (USA),"62,5",D PROBERT,HARRATON COURT STABL,﻿Kempton Park Birleşik Krallık,2022-08-08,2,,Kum,English,Monday
3,NON STOP (FR),3y d g,STARSPANGLEDBANNER (AUS),"59,5",DAVID EGAN,GAVIGAN KENNEDY SHAR,﻿Kempton Park Birleşik Krallık,2022-08-08,2,,Kum,English,Monday
4,SICILIAN VITO (IRE) YP,3y d g,NIGHT OF THUNDER (IRE),"58,5",L MORRIS,MR JOHN STOCKER,﻿Kempton Park Birleşik Krallık,2022-08-08,2,,Kum,English,Monday
5,BULLEIT,3y a g,HELMET (AUS),58,R HAVLIN,THE RACEOLOGY PARTNE,﻿Kempton Park Birleşik Krallık,2022-08-08,2,,Kum,English,Monday
6,KODIAC BLUE YP,3y d g,KODIAC,62,J MITCHELL,BRIGHTWALTON BLOODST,﻿Kempton Park Birleşik Krallık,2022-08-08,2,,Kum,English,Monday
7,ENZOS ANGEL,3y k g,DARK ANGEL (IRE),"62,5",R HORNBY,"OPULENCE T/BREDS, RE",﻿Kempton Park Birleşik Krallık,2022-08-08,2,,Kum,English,Monday
8,PANGLOSS,3y d g,HAVANA GOLD (IRE),62,C FALLON,MR ROBIN MATHEW,﻿Kempton Park Birleşik Krallık,2022-08-08,2,,Kum,English,Monday
9,MARSH BENHAM (IRE),3y a g,GALILEO GOLD,"60,5",P COSGRAVE,THE RED HOUSE RACING,﻿Kempton Park Birleşik Krallık,2022-08-08,2,,Kum,English,Monday
10,ZIMMER (IRE),3y d g,ZELZAL (FR),"61,5",G DOWNING,SIMON & CHRISTINE PR,﻿Kempton Park Birleşik Krallık,2022-08-08,2,,Kum,English,Monday
11,MAMBO BEAT (IRE),3y a g,RED JAZZ (USA),62,J FAHY,MIDDLEHAM PARK RACIN,﻿Kempton Park Birleşik Krallık,2022-08-08,2,,Kum,English,Monday
12,TAKE A STAND (IRE),3y d e,INVINCIBLE SPIRIT (IRE),"60,5",N CALLAN,MR SAEED MANANA,﻿Kempton Park Birleşik Krallık,2022-08-08,2,,Kum,English,Monday
13,KINGWELL (Koşmaz),3y d g,KINGMAN,"59,5",G WOOD,MRS I GANSERA-LEVEQU,﻿Kempton Park Birleşik Krallık,2022-08-08,2,,Kum,English,Monday
14,THE SPOTLIGHT KID,3y d g,MAYSON,"57,5",C BENNETT,MR JOHN MARSDEN,﻿Kempton Park Birleşik Krallık,2022-08-08,2,,Kum,English,Monday
1,FARIBA (IRE),2y d d,FARHH,58,N CALLAN,NİCK BRADLEY RACİNG,﻿Kempton Park Birleşik Krallık,2022-08-08,3,,Kum,English,Monday
2,ROSETTE,2y a d,BOBBY'S KITTEN (USA),58,J MİTCHELL,JOHNSTON RACİNG LTD,﻿Kempton Park Birleşik Krallık,2022-08-08,3,,Kum,English,Monday
3,ROYAL ATHENA,2y d d,GOLDEN HORN,"57,5",R KİNGSCOTE,ROYAL ATHENA PARTNER,﻿Kempton Park Birleşik Krallık,2022-08-08,3,,Kum,English,Monday
4,FEYHA (IRE),2y d d,SIR PERCY,58,D PROBERT,ELLİPSİS Iİ & PARTNE,﻿Kempton Park Birleşik Krallık,2022-08-08,3,,Kum,English,Monday
