horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1.)120.000 TL,2.)48.000 TL,3.)24.000 TL,4.)12.000 TL,1.)34.500 TL,2.)13.800 TL,3.)6.900 TL,﻿Ankara,2022-09-03,1,,Çim,English,Saturday
1,DEFIANT SK,2y d  d,NATIVE KHAN (FR),57,M.AKYAVUZ,V.İBRAHİM ARACI,﻿Ankara,2022-09-03,1,,Çim,English,Saturday
2,SHIMA ENAGA KG SK,2y k  d,NATIVE KHAN (FR),57,M.KESKİN,ÇAĞRI SEL,﻿Ankara,2022-09-03,1,,Çim,English,Saturday
3,LAVENDER,2y d  d,OĞLUM MELİH,57,O.YILMAZ AP,H.HÜSEYİN TEMEL,﻿Ankara,2022-09-03,1,,Çim,English,Saturday
4,UNSTOPPABLE FORCE KG K DB,2y d  d,PACO BOY (IRE),57,K.TOKAÇOĞLU,FIRAT YILDIRIM,﻿Ankara,2022-09-03,1,,Çim,English,Saturday
5,EL MASTER KG,2y d  d,MALİ,57,MÜS.ÇELİK,ANIL AYTAÇ ATICI,﻿Ankara,2022-09-03,1,,Çim,English,Saturday
6,QUEEN KIYMET KG K,2y d  d,VICTORY GALLOP (CAN),57,F.R.BEBEK,BAYRAM TANRIVERDİ,﻿Ankara,2022-09-03,1,,Çim,English,Saturday
7,GÖKMERDAĞ KG K DB,2y d  d,THREE VALLEYS (USA),57,E.SİNCAN,MEHMET BATUHAN DAĞLI,﻿Ankara,2022-09-03,1,,Çim,English,Saturday
8,ÇOK PAHALISIN KG DB SK,2y d  d,ROMAN EMPIRE,57,A.KAÇMAZ,SÜLEYMAN AKBUDAK,﻿Ankara,2022-09-03,1,,Çim,English,Saturday
9,BERŞİLA SK,2y d  d,TALIP HAN (IRE),57,H.KILIÇARSLAN,DORUK SÖKMEN,﻿Ankara,2022-09-03,1,,Çim,English,Saturday
1.)108.000 TL,2.)43.200 TL,3.)21.600 TL,4.)10.800 TL,1.)18.630 TL,2.)7.452 TL,3.)3.726 TL,﻿Ankara,2022-09-03,2,,Kum,English,Saturday
1,BEDESTAN DB SK BB,5y d  a,APPROVE (IRE),56,SER.YILDIZ AP,V.HAKAN KELEŞ,﻿Ankara,2022-09-03,2,,Kum,English,Saturday
2,CEYAR KG DB SK,4y d  a,YONAGUSKA (USA),60,MÜS.ÇELİK,TUĞBA KARA,﻿Ankara,2022-09-03,2,,Kum,English,Saturday
3,SERT YILDIRIM SKG SK,4y d  a,WIN RIVER WIN (USA),60,A.KAÇMAZ,YILDIRIM SERT,﻿Ankara,2022-09-03,2,,Kum,English,Saturday
4,ALİÇO KG DB SK,5y d  a,VICTORY GALLOP (CAN),60,MAHSUN TURAN,NUSRET ÖZBAĞ,﻿Ankara,2022-09-03,2,,Kum,English,Saturday
5,DARTAGNAN KG K DB,4y d  a,SMART ROBIN (JPN),60,M.AKYAVUZ,TARKAN H. ONAR,﻿Ankara,2022-09-03,2,,Kum,English,Saturday
6,KING CAN KG DB SK,4y d  a,KING DAVID (USA),56,M.KESKİN,CAN AHRASOĞLU,﻿Ankara,2022-09-03,2,,Kum,English,Saturday
7,DERİN DİYAR SKG SK (Koşmaz),6y a k,KANEKO,54,M.BAYIR,FATİH GÜVEN,﻿Ankara,2022-09-03,2,,Kum,English,Saturday
1.)72.000 TL,2.)28.800 TL,3.)14.400 TL,4.)7.200 TL,1.)20.700 TL,2.)8.280 TL,3.)4.140 TL,﻿Ankara,2022-09-03,3,,Çim,English,Saturday
1,REPAIR MAN KG SK ÖG,2y d  e,SMART ROBIN (JPN),57,SER.YILDIZ AP,AYDIN AYDOĞDU,﻿Ankara,2022-09-03,3,,Çim,English,Saturday
2,GETTO SKG SK,2y k  d,LION HEART (USA),57,V.KAPLAN,AYŞE BAŞARAN,﻿Ankara,2022-09-03,3,,Çim,English,Saturday
3,VAY TUNA VAY SK,2y d  e,PAPA CLEM (USA),57,MÜS.ÇELİK,A.CAVAT HEPER,﻿Ankara,2022-09-03,3,,Çim,English,Saturday
4,SUPERSTARLINE KG SK,2y d  d,MENDIP (USA),55 +2.00,MAHSUN TURAN,ADİL ÇİZİK,﻿Ankara,2022-09-03,3,,Çim,English,Saturday
5,SARE KIZIM DB SK,2y d  d,TRIPLE BONUS,52 +0.50,M.BAYIR,ZAHİT DEMİRKAN,﻿Ankara,2022-09-03,3,,Çim,English,Saturday
6,BLACK MULBERRY KG K,2y d  d,MENDIP (USA),54,M.N.SUNKAR AP,YÜKSEL TEKİNALP,﻿Ankara,2022-09-03,3,,Çim,English,Saturday
7,KAHRAMAN UZAY SKG SK,2y a  e,GOLDEN TOWER,54 +2.00,E.ÇANKAYA AP,MUSTAFA ASPAR,﻿Ankara,2022-09-03,3,,Çim,English,Saturday
8,THE BLACKLIST SK,2y d  e,FARKİN ATEŞİ,54 +0.20,M.KESKİN,SİNAN BİLİK,﻿Ankara,2022-09-03,3,,Çim,English,Saturday
1.)120.000 TL,2.)48.000 TL,3.)24.000 TL,4.)12.000 TL,1.)34.500 TL,2.)13.800 TL,3.)6.900 TL,﻿Ankara,2022-09-03,4,,Çim,English,Saturday
1,GOLDEN HOPE SK,2y d  d,STROMWOLF,57,M.A.SOLMAZ,ALİ UÇAK,﻿Ankara,2022-09-03,4,,Çim,English,Saturday
2,LADY CAPELLA K,2y d  d,DABIRSIM (FR),57,MÜS.ÇELİK,HAYRETTİN KARAMAZI,﻿Ankara,2022-09-03,4,,Çim,English,Saturday
3,EL QUEEN K,2y a  d,GENERAL QUARTERS (USA),57,M.AKYAVUZ,ANIL AYTAÇ ATICI,﻿Ankara,2022-09-03,4,,Çim,English,Saturday
4,ARYA SANSA SKG SK,2y d  d,KANEKO,57,MAHSUN TURAN,MEHMET YILDIZ,﻿Ankara,2022-09-03,4,,Çim,English,Saturday
5,TOUCH OF COLOR KG K,2y d  d,PERFECT STORM,57,F.R.BEBEK,NİMET ARİF KURTEL,﻿Ankara,2022-09-03,4,,Çim,English,Saturday
6,PRINCESS NAMRUN KG,2y d  d,SMART ROBIN (JPN),57,M.BAYIR,ABDULLAH YALÇIN,﻿Ankara,2022-09-03,4,,Çim,English,Saturday
7,BE SIDE YOU SKG SK,2y d  d,PAPA CLEM (USA),57,E.SİNCAN,GÖKAY E. KARAÇALTI,﻿Ankara,2022-09-03,4,,Çim,English,Saturday
8,CHANCE OF MASAL K,2y d  d,PACO BOY (IRE),57,U.TEMUR,ÖMER ALAÇAM,﻿Ankara,2022-09-03,4,,Çim,English,Saturday
9,JAN ELA K DB,2y d  d,MÜŞFİK HOCA,57,H.KILIÇARSLAN,CANKAT TOĞAN,﻿Ankara,2022-09-03,4,,Çim,English,Saturday
1.)72.000 TL,2.)28.800 TL,3.)14.400 TL,4.)7.200 TL,1.)12.420 TL,2.)4.968 TL,3.)2.484 TL,﻿Ankara,2022-09-03,5,,Kum,English,Saturday
1,ANADOLU YILDIZI DB SK,3y d  e,VICTORY GALLOP (CAN),54,M.N.SUNKAR AP,G.EMRE İÇER,﻿Ankara,2022-09-03,5,,Kum,English,Saturday
2,VENİCE K DB SKG ÖG,3y d  d,SIDNEY`S CANDY (USA),59,A.KAÇMAZ,YÜKSEL GÖKTÜRK,﻿Ankara,2022-09-03,5,,Kum,English,Saturday
3,PERSECUTION DB SK,3y d  e,HAKEEM (USA),58,E.SİNCAN,FERİT SALİH BAYIR,﻿Ankara,2022-09-03,5,,Kum,English,Saturday
4,SCIENTIST DB SK,3y d  e,ÇAKAL CARLOS,55,U.TEMUR,SERMET GİRİŞKEN,﻿Ankara,2022-09-03,5,,Kum,English,Saturday
5,THE WALL KG SK,3y d  e,DERVİŞ AĞA,55,V.KAPLAN,FUAT BAŞARAN,﻿Ankara,2022-09-03,5,,Kum,English,Saturday
6,NOIR RAPİDE KG DB SK,3y d  e,FAIRSON,55 +1.70,K.TOKAÇOĞLU,B.BALKAR BALKAROĞLU,﻿Ankara,2022-09-03,5,,Kum,English,Saturday
7,KING AVŞAR KG K DB,3y d  e,JIMMY CREED (USA),53 +2.00,F.ÇETİN AP,RECEP AVŞAR,﻿Ankara,2022-09-03,5,,Kum,English,Saturday
8,KÖSTENCELİ K DB,3y d  g,VICTORY GALLOP (CAN),58,SER.YILDIZ AP,FEDAİ KAHRAMAN,﻿Ankara,2022-09-03,5,,Kum,English,Saturday
9,SIRIUS BLACK KG K,3y d  e,HAKEEM (USA),55,H.KILIÇARSLAN,GİZEM ÇAKMAKOĞLU,﻿Ankara,2022-09-03,5,,Kum,English,Saturday
10,SİNASOS DB SK,3y d  e,HAKEEM (USA),55,M.KESKİN,ERHAN UZUN,﻿Ankara,2022-09-03,5,,Kum,English,Saturday
11,SEMBA KG DB SK,3y d  e,AKINDAYIM (IRE),52 +2.00,Y.ARAS AP,A. ALPER SİLSÜPÜR,﻿Ankara,2022-09-03,5,,Kum,English,Saturday
1.)150.000 TL,2.)60.000 TL,3.)30.000 TL,4.)15.000 TL,1.)34.500 TL,2.)13.800 TL,3.)6.900 TL,﻿Ankara,2022-09-03,6,,Çim,English,Saturday
