horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1,SPARKLE IN HIS EYE,6y a g,SEA THE STARS (IRE),"60,5",A BROOKES,MR SAMUEL SUTTON,﻿Wolverhampton Birleşik Krallık,2022-02-07,1,,,English,Monday
2,STREET POET (IRE) DB YP,9y d g,POET'S VOICE,"59,5",MARK WINN,NICHOLAS BAINES & MR,﻿Wolverhampton Birleşik Krallık,2022-02-07,1,,,English,Monday
3,DARK DESIGN (IRE),5y d g,GUTAIFAN (IRE),"60,5",C HOWARTH,AJ RACING,﻿Wolverhampton Birleşik Krallık,2022-02-07,1,,,English,Monday
4,JACK RYAN (IRE),5y d g,HARBOUR WATCH (IRE),"57,5",TIA PHILLIPS,EMMA RYAN & PARTNER,﻿Wolverhampton Birleşik Krallık,2022-02-07,1,,,English,Monday
5,MACS DILEMMA (IRE),4y d g,COULSTY (IRE),59,A KEELEY,HANNAH JONES,﻿Wolverhampton Birleşik Krallık,2022-02-07,1,,,English,Monday
6,OKAIDI (USA) K,5y a g,ANODIN (IRE),"60,5",L WILLIAMS,MR A W CARROLL,﻿Wolverhampton Birleşik Krallık,2022-02-07,1,,,English,Monday
7,BOMB SQUAD (IRE) YP,4y k g,LETHAL FORCE (IRE),59,SOPHIE JONES,EVENTMASTERS RACING,﻿Wolverhampton Birleşik Krallık,2022-02-07,1,,,English,Monday
8,JOLI'S LEGACY (IRE),4y d k,ELZAAM (AUS),57,L BROWNE,JOLİ RACİNG,﻿Wolverhampton Birleşik Krallık,2022-02-07,1,,,English,Monday
9,TREVIE FOUNTAIN KG,5y d g,FOUNTAIN OF YOUTH (IRE),59,W PYLE,GRANGE PARK RACING V,﻿Wolverhampton Birleşik Krallık,2022-02-07,1,,,English,Monday
10,PEACHEY CARNEHAN KG,8y a g,FOXWEDGE (AUS),59,MOLLY PRESLAND,MR KEITH JONES,﻿Wolverhampton Birleşik Krallık,2022-02-07,1,,,English,Monday
11,RUBY LILY DB YP,4y d k,NAYEF (USA),59,RYAN SEXTON,MR DAN GILBERT,﻿Wolverhampton Birleşik Krallık,2022-02-07,1,,,English,Monday
12,IRISH TIMES,7y d g,SWISS SPIRIT,"58,5",HARRY DAVIES,DARK HORSE PARTNERSH,﻿Wolverhampton Birleşik Krallık,2022-02-07,1,,,English,Monday
1,SAY GRACE (IRE),3y d d,KODIAC,55,D PROBERT,THE RAİNY DAY PARTNE,﻿Wolverhampton Birleşik Krallık,2022-02-07,2,,,English,Monday
2,JACKMEISTER RUDI,3y d e,CHURCHILL (IRE),"57,5",N CURRİE,ROTHSTEİN & HELD RAC,﻿Wolverhampton Birleşik Krallık,2022-02-07,2,,,English,Monday
3,GURKHALI WARRIOR (IRE) K,3y d g,THE GURKHA (IRE),"57,5",D KEENAN,AL RASHED RACING,﻿Wolverhampton Birleşik Krallık,2022-02-07,2,,,English,Monday
4,GOLDEN WHISPER YP,3y a d,HELMET (AUS),55,H DOYLE,COOPER & WEBB,﻿Wolverhampton Birleşik Krallık,2022-02-07,2,,,English,Monday
5,LINCOLN DREAM (IRE) K,3y d d,KODI BEAR (IRE),"57,5",J HAYNES,G P S HEART OF RACİN,﻿Wolverhampton Birleşik Krallık,2022-02-07,2,,,English,Monday
1,SHAMLAAN (IRE),3y a e,MEHMAS (IRE),59,J MİTCHELL,SHEİKH ABDULLAH ALMA,﻿Wolverhampton Birleşik Krallık,2022-02-07,3,,,English,Monday
2,AL AMEEN (IRE),3y d e,ACLAIM (IRE),"57,5",C SHEPHERD,EVER EQUİNE,﻿Wolverhampton Birleşik Krallık,2022-02-07,3,,,English,Monday
3,LORD GORGEOUS (IRE),3y d e,BATED BREATH,55,H DOYLE,MRS I M FOLKES,﻿Wolverhampton Birleşik Krallık,2022-02-07,3,,,English,Monday
4,COAST YP,3y d d,ACLAIM (IRE),52,J DUERN,SOUTHWELL RACİNG CLU,﻿Wolverhampton Birleşik Krallık,2022-02-07,3,,,English,Monday
5,ADAAY IN ASIA,3y d d,ADAAY (IRE),"60,5",T MARQUAND,THE 2 UNDER PARTNERS,﻿Wolverhampton Birleşik Krallık,2022-02-07,3,,,English,Monday
6,UNFINISHEDSYMPATHY (IRE),3y d d,EL KABEIR (USA),"59,5",A VİLLİERS,MRS EMMA CUNNİNGHAM,﻿Wolverhampton Birleşik Krallık,2022-02-07,3,,,English,Monday
