horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1.)60.000 TL,2.)24.000 TL,3.)12.000 TL,4.)6.000 TL,1.)17.250 TL,2.)6.900 TL,3.)3.450 TL,﻿Kocaeli,2021-12-24,1,,Kum,English,Friday
1,KUDRETLİTAY KG K,3y a  e,KAIZBERT (RU),57 +0.50,O.GÖKÇE,FERİDE TOYDEMİR YILDIZ,﻿Kocaeli,2021-12-24,1,,Kum,English,Friday
2,YİĞİTSOYLU KG SK,3y d  e,BABA MEVLÜT,55,F.ARSLAN AP,EYLEM TANİYİT,﻿Kocaeli,2021-12-24,1,,Kum,English,Friday
3,KOÇUM KG K DB,3y k  e,TURBO,53,C.PASO AP,KOSTANTİNOS MAKRİ,﻿Kocaeli,2021-12-24,1,,Kum,English,Friday
4,TİRANLI KG K,3y a  e,ALTAHA,57 +0.70,A.KURŞUN,MÜCAHİT YILDIZHAN,﻿Kocaeli,2021-12-24,1,,Kum,English,Friday
5,SENEKUŞ RÜZGARI KG DB SK,3y k  e,BERKSOY,53,M.BAĞ AP,MEHMET SALİH APAYDIN,﻿Kocaeli,2021-12-24,1,,Kum,English,Friday
6,PARANA KG K,3y a  e,KARABEDİR,57 +0.10,U.BARLIK,MEHMET ARSLAN,﻿Kocaeli,2021-12-24,1,,Kum,English,Friday
7,AMİRA KG,3y k  d,DEMİRDÖVEN,55 +1.40,T.KERESTECİ AP,SUNGUR SOYDAM,﻿Kocaeli,2021-12-24,1,,Kum,English,Friday
8,DİLDARİN KG SK,3y d  d,BABA MEVLÜT,55,A.ASLAN,DALYAN PAMUKCİ,﻿Kocaeli,2021-12-24,1,,Kum,English,Friday
9,SEYFETTİN KG SK,3y k  e,KAIZBERT (RU),55 +0.10,A.İNCİ AP,ŞEMSETTİN TOYDEMİR,﻿Kocaeli,2021-12-24,1,,Kum,English,Friday
10,CANIMALİ KG DB SK,3y d  e,SARRAF,53 +1.20,O.AKEL AP,MAHMUT YARDIMCI,﻿Kocaeli,2021-12-24,1,,Kum,English,Friday
11,RÜÇHAN KG K DB,3y a  d,KAIZBERT (RU),55,GÖK.BEKTAŞ,KEMAL ALTIN,﻿Kocaeli,2021-12-24,1,,Kum,English,Friday
12,YEŞİL DEV KG SK,3y a  e,ÖZGÜNHAN,57 +0.30,M.DEMİRBAŞ,ENDER COŞGUNSU,﻿Kocaeli,2021-12-24,1,,Kum,English,Friday
13,FATMACAN KG K GKR,3y a  d,KAIZBERT (RU),53,G.ÖZÇELİK AP,DİDEM D. DELİGÖZ,﻿Kocaeli,2021-12-24,1,,Kum,English,Friday
1.)69.000 TL,2.)27.600 TL,3.)13.800 TL,4.)6.900 TL,1.)11.903 TL,2.)4.761 TL,3.)2.381 TL,﻿Kocaeli,2021-12-24,2,,Kum,English,Friday
1,HEKİMOĞLU KG K DB,4y k  a,KAIZBERT (RU),60,İ.SOYAD,OĞUZ YILMAZ,﻿Kocaeli,2021-12-24,2,,Kum,English,Friday
2,SANCAKTAR K DB,5y a  a,TURBO,"59,5",M.KAYA,EMİNE KAYA,﻿Kocaeli,2021-12-24,2,,Kum,English,Friday
3,BİR ÖMÜR,6y k  a,MURATAĞA,"59,5",F.ARSLAN AP,FURKAN ÖZPAY,﻿Kocaeli,2021-12-24,2,,Kum,English,Friday
4,TUTARLI KG SK,7y a  a,ALTAHA,"59,5",MAHMUT TURAN,OZAN TANİYİT,﻿Kocaeli,2021-12-24,2,,Kum,English,Friday
5,ACIDİLLİ FATİH KG K DB GKR,6y k  a,BİLGİN,"55,5",C.PASO AP,MURAT AKÇA,﻿Kocaeli,2021-12-24,2,,Kum,English,Friday
6,UÇANBİLGİN KG SK,7y k  a,BİLGİN,"59,5",G.ÖZÇELİK AP,ŞEYMA B. TANİYİT,﻿Kocaeli,2021-12-24,2,,Kum,English,Friday
7,BASGAZA KG DB,6y a  a,KAIZBERT (RU),"51,5 +2.00",O.AKEL AP,ENİS BADIŞOĞLU,﻿Kocaeli,2021-12-24,2,,Kum,English,Friday
8,BARSKAN KG DB,8y d  a,BİLGİN,"55,5 +1.20",U.BARLIK,ENİS BADIŞOĞLU,﻿Kocaeli,2021-12-24,2,,Kum,English,Friday
