horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1.)68.000 TL,2.)27.200 TL,3.)13.600 TL,4.)6.800 TL,1.)15.640 TL,2.)6.256 TL,3.)3.128 TL,﻿Antalya,2022-03-18,1,,Kum,English,Friday
1,KING ALP,4y a  a,UÇANOĞLU,58,VEDAT ABİŞ,T. İZZET AKSOY,﻿Antalya,2022-03-18,1,,Kum,English,Friday
2,İLANLİ OĞLU KG,4y k  a,YAKUPBEY,59,D.KAYA AP,YURDAL KARGIN,﻿Antalya,2022-03-18,1,,Kum,English,Friday
3,SEİSİN YAVUZU KG SK,4y a k,KADİRİM,52 +0.80,E.D.ÖKTEN AP,BEŞİR KAYA,﻿Antalya,2022-03-18,1,,Kum,English,Friday
4,BAHAR FASLI KG K,4y k k,DEMİRSOY,56 +1.60,V.KAPLAN,MUSTAFA KAYA,﻿Antalya,2022-03-18,1,,Kum,English,Friday
5,KORKUSUZ BATTAL KG DB,4y k  a,BATTAL,54 +1.90,M.GÖMEÇ AP,KAYA KAYA,﻿Antalya,2022-03-18,1,,Kum,English,Friday
6,KAFKASLI AGA (Koşmaz),4y d  a,BABA MEVLÜT,57,F.ÇETİN AP,MEHMET KANDEMİR,﻿Antalya,2022-03-18,1,,Kum,English,Friday
7,KAFKASLI FIRTINASI KG K DB (Koşmaz),4y k k,ERGÖKÇE,56,ULAŞ KICI AP,BEŞİR KAYA,﻿Antalya,2022-03-18,1,,Kum,English,Friday
8,KIZ HANIM SKG SK (Koşmaz),4y a k,UÇANBEY,52,L.TAPTIK AP,ŞÜKRÜ POLAT,﻿Antalya,2022-03-18,1,,Kum,English,Friday
1.)87.500 TL,2.)35.000 TL,3.)17.500 TL,4.)8.750 TL,1.)20.125 TL,2.)8.050 TL,3.)4.025 TL,﻿Antalya,2022-03-18,2,,,English,Friday
1,BLINDING LIGHT DB SK,4y d  a,MENDIP (USA),58,VEDAT ABİŞ,T. İZZET AKSOY,﻿Antalya,2022-03-18,2,,,English,Friday
2,RACER BOY KG K DB,4y d  a,TALIP HAN (IRE),50 +2.00,M.HAMEDİ,ATAHAN M. ZİLCİOĞLU,﻿Antalya,2022-03-18,2,,,English,Friday
3,ANGEL OF KINGDOM KG DB SK,4y a  a,GENERAL QUARTERS (USA),55,M.S.ÇELİK,SUAT DİNÇ,﻿Antalya,2022-03-18,2,,,English,Friday
4,ZALDIR DB SK,5y d  a,MARCAVELLY (USA),51 +1.70,E.TUNÇ,FEDAİ KAHRAMAN,﻿Antalya,2022-03-18,2,,,English,Friday
5,ROTOVATÖR K DB,4y d  a,SMART ROBIN (JPN),60,C.ALTUN AP,AHMET GÖKHAN ERKOÇ,﻿Antalya,2022-03-18,2,,,English,Friday
6,FAIR MACTO DB SK (Koşmaz),4y a  a,TORUK MACTO (IRE),51,M.A.SOLMAZ,YILMAZ BAKIR,﻿Antalya,2022-03-18,2,,,English,Friday
1.)77.000 TL,2.)30.800 TL,3.)15.400 TL,4.)7.700 TL,1.)13.283 TL,2.)5.313 TL,3.)2.657 TL,﻿Antalya,2022-03-18,3,,,English,Friday
1,PERSIAN ROSE DB,5y d k,HALLOWED CROWN (AUS),59,O.ÖZTÜRK,MUTLU T. BALYEMEZ,﻿Antalya,2022-03-18,3,,,English,Friday
2,JOSEPHINE,5y a k,LUXOR,55,VEDAT ABİŞ,T. İZZET AKSOY,﻿Antalya,2022-03-18,3,,,English,Friday
3,SECRET EAGLE SK,5y d k,SMART ROBIN (JPN),59,F.R.BEBEK,ALPER ÖZBEK,﻿Antalya,2022-03-18,3,,,English,Friday
4,SESİL HANIM SKG SK,5y d k,TALIP HAN (IRE),53 +1.80,D.KAYA AP,MURAT MAHMUT ŞİMŞEK,﻿Antalya,2022-03-18,3,,,English,Friday
5,FIRST SMILE DB SK,4y d k,KANEKO,55 +1.80,Ö.YILDIRIM,BERK PELENK,﻿Antalya,2022-03-18,3,,,English,Friday
6,PORTRAIT OF LADY SK ÖG,5y d k,AVANGARD (IRE),56,E.TUNÇ,MEHMET EMRE HADİOĞLU,﻿Antalya,2022-03-18,3,,,English,Friday
7,GOLDEN GLITTER KG K DB,4y a k,INVINCIBLE SON (IRE),54,C.ALTUN AP,FUAT ALBAYRAK,﻿Antalya,2022-03-18,3,,,English,Friday
1.)187.500 TL,2.)75.000 TL,3.)37.500 TL,4.)18.750 TL,1.)53.906 TL,2.)21.563 TL,3.)10.781 TL,﻿Antalya,2022-03-18,4,,,English,Friday
1,TAŞAN,5y d  a,TÜMÖZ BEY,59,F.R.BEBEK,T. İZZET AKSOY,﻿Antalya,2022-03-18,4,,,English,Friday
2,ÖZÜDOĞRU KG DB,5y a  a,ATEŞTOPU,59,M.S.ÇELİK,ALPAY DEMİREL,﻿Antalya,2022-03-18,4,,,English,Friday
3,CEVHER KG,8y d  a,BİLGİN,59,Ö.YILDIRIM,HÜLYA ŞİMŞEK,﻿Antalya,2022-03-18,4,,,English,Friday
4,YÜKSELABİ,5y a  a,BİLGİN,59,VEDAT ABİŞ,T. İZZET AKSOY,﻿Antalya,2022-03-18,4,,,English,Friday
5,FAHRENHEİT KG SK,7y k  a,UÇANBEY,59,F.ÇETİN AP,M.NEZİF ŞEKER,﻿Antalya,2022-03-18,4,,,English,Friday
6,BATUŞ KG DB SK,5y a  a,DEMİRSOY,59,V.KAPLAN,MUSTAFA KAYA,﻿Antalya,2022-03-18,4,,,English,Friday
7,DEDEM AHMET KG SK (Koşmaz),5y k  a,ÖZGÜNHAN,59 +0.20,ÇETİN TAŞ AP,ŞAHİN SEKİN,﻿Antalya,2022-03-18,4,,,English,Friday
