horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1,TATHMEEN (IRE) YP,7y d g,EXCEED AND EXCEL (AUS),"68,5",MR KEVIN SKELTON,MR ANTONY BRITTAIN,﻿Wolverhampton Birleşik Krallık,2022-11-29,1,,,English,Tuesday
2,TWENTYSHARESOFGREY,4y k k,MARKAZ (IRE),"67,5",MR G EDDERY,THE CHAMPAGNE POPPER,﻿Wolverhampton Birleşik Krallık,2022-11-29,1,,,English,Tuesday
3,MINHAAJ (IRE),5y d k,INVINCIBLE SPIRIT (IRE),71,MR S WALKER,MRS CLAİRE ELLİSON &,﻿Wolverhampton Birleşik Krallık,2022-11-29,1,,,English,Tuesday
4,SLATE CRACKER KG,3y d g,BATED BREATH,"67,5",MISS CHELSEA BROOKS,MR BRIAN CHAMBERS,﻿Wolverhampton Birleşik Krallık,2022-11-29,1,,,English,Tuesday
5,TAHONTA (IRE) YP,4y d g,RED JAZZ (USA),68,MS B HAMPSON,MR A M B WATSON,﻿Wolverhampton Birleşik Krallık,2022-11-29,1,,,English,Tuesday
6,MOLLIES HOPE (USA) KG,3y d d,AIKENITE (USA),"69,5",MR P THOMAS,MİSS A PORRİTT,﻿Wolverhampton Birleşik Krallık,2022-11-29,1,,,English,Tuesday
7,EASTERN STAR (IRE),6y d k,DYLAN THOMAS (IRE),"70,5",MİSS S BOWEN,THE FRUİT FLOW PARTN,﻿Wolverhampton Birleşik Krallık,2022-11-29,1,,,English,Tuesday
8,WOODERS DREAM KG,3y a d,EQUIANO (FR),71,MR M ENNİS,MR MF DOYLE,﻿Wolverhampton Birleşik Krallık,2022-11-29,1,,,English,Tuesday
9,KOROPICK (IRE),8y d g,KODIAC,67,MR PADDY BARLOW,MR A RICE,﻿Wolverhampton Birleşik Krallık,2022-11-29,1,,,English,Tuesday
10,BREEZYANDBRIGHT (IRE) YP,4y d g,EPAULETTE (AUS),"69,5",MR ELLIOT HOLLADAY,MOIR & MURPHY,﻿Wolverhampton Birleşik Krallık,2022-11-29,1,,,English,Tuesday
11,KHURUMBI (IRE) YP,3y d d,THE GURKHA (IRE),"67,5",MR JUDE FERNANDES,MR LUKE DACE,﻿Wolverhampton Birleşik Krallık,2022-11-29,1,,,English,Tuesday
