horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1.)56.500 TL,2.)22.600 TL,3.)11.300 TL,4.)5.650 TL,1.)9.746 TL,2.)3.899 TL,3.)1.949 TL,﻿Elazığ,2022-06-22,1,,Kum,English,Wednesday
1,FRANCIS HORSE DB SKG SK,3y a  e,SIDNEY`S CANDY (USA),58,F.YARDIMCI,BÜLENT YARDIMCI,﻿Elazığ,2022-06-22,1,,Kum,English,Wednesday
2,ŞAHİN PENÇESİ SKG SK,3y d  e,KANEKO,"51,5 +0.70",B.SARIDAL AP,ALİ ŞAHİN,﻿Elazığ,2022-06-22,1,,Kum,English,Wednesday
3,EMİN AMCA K,3y d  e,NEARLY GREEN,"55,5 +1.40",M.AVŞAR,MEHMET EMİN DEMİRKAPU,﻿Elazığ,2022-06-22,1,,Kum,English,Wednesday
4,KUZEYİN IŞIKLARI KG SK,3y d  e,WIN RIVER WIN (USA),50 +2.00,C.TEPE,MEHMET DEMİRKAPI,﻿Elazığ,2022-06-22,1,,Kum,English,Wednesday
5,DR ROCK,3y d  e,FAST 'N' FAMOUS (AUS),"59,5",H.ALTUNDAĞ AP,MEHMET EMİN DEMİRKAPU,﻿Elazığ,2022-06-22,1,,Kum,English,Wednesday
6,BAWIKALIN OĞLU DB SK ÖG,3y a  e,BAWiKAL,61,N.ALTIN,SEYDİ AKYILDIRIM,﻿Elazığ,2022-06-22,1,,Kum,English,Wednesday
7,GALVESTON KG DB SK,3y d  e,CORINTHIAN (USA),"55,5 +0.40",B.BEKTAŞ,ADİL ÇİZİK,﻿Elazığ,2022-06-22,1,,Kum,English,Wednesday
1.)37.000 TL,2.)14.800 TL,3.)7.400 TL,4.)3.700 TL,1.)10.638 TL,2.)4.255 TL,3.)2.128 TL,﻿Elazığ,2022-06-22,2,,Kum,English,Wednesday
1,KARA ABJAR KG K SGKR,2y d  e,ABJAR ACADEMY,60,M.DOĞAN,ONUR YEŞİLYAPRAK,﻿Elazığ,2022-06-22,2,,Kum,English,Wednesday
2,BABOŞ ALPER KG SK,2y d  e,YAVUZSEL,60,MEH.TAŞKAYA,MUZAFFER NECEF,﻿Elazığ,2022-06-22,2,,Kum,English,Wednesday
3,MEYDANIN ERİ KG K,2y a  e,CUVEE (USA),57,H.ALTUNDAĞ AP,ERKUT ŞAHİN,﻿Elazığ,2022-06-22,2,,Kum,English,Wednesday
4,CAPTAİN BLACKSMITH DB SKG SK,2y a  e,CAPTAIN RIO (GB),54 +1.90,B.BEKTAŞ,ADİL ÇİZİK,﻿Elazığ,2022-06-22,2,,Kum,English,Wednesday
5,SEVDAMIN GÜLÜ K SKG,2y d  d,CEMCEM,52,C.TEPE,ONUR YEŞİLYAPRAK,﻿Elazığ,2022-06-22,2,,Kum,English,Wednesday
6,BERTİKIZI K DB,2y d  d,PERFECTO,54 +2.00,F.ÇETİNBAŞ AP,MEHMET EMİN DEMİRKAPU,﻿Elazığ,2022-06-22,2,,Kum,English,Wednesday
1.)29.000 TL,2.)11.600 TL,3.)5.800 TL,4.)2.900 TL,1.)5.003 TL,2.)2.001 TL,3.)1.001 TL,﻿Elazığ,2022-06-22,3,,Kum,English,Wednesday
1,ATİKBEY KIZI SKG SK,5y k k,ATİKBEY,57,M.AVŞAR,İSMAİL SANCAR,﻿Elazığ,2022-06-22,3,,Kum,English,Wednesday
2,GÜLAYFER SKG SK,6y a k,GOBAKBEY,60,M.DOĞAN,MEHMET KÜÇÜKÇAY,﻿Elazığ,2022-06-22,3,,Kum,English,Wednesday
3,ÖZLATİKA K,6y k k,ÖZGÜNHAN,58,İ.KATAR AP,MEHMET S. MELİK,﻿Elazığ,2022-06-22,3,,Kum,English,Wednesday
4,DÜLUCAN KG K DB,6y k k,ŞİMŞEĞİNOĞLU,60,C.TEPE,İSMAİL GÜRLER,﻿Elazığ,2022-06-22,3,,Kum,English,Wednesday
5,ÇEKEÇEKE KG DB SK,5y a k,KAIZBERT (RU),60,F.YARDIMCI,ŞEMSETTİN TOYDEMİR,﻿Elazığ,2022-06-22,3,,Kum,English,Wednesday
6,ROJHAT KIZI KG SK,9y k k,GOBAKBEY,59,F.ÇETİNBAŞ AP,MEHMET NUR BECENE,﻿Elazığ,2022-06-22,3,,Kum,English,Wednesday
