horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1.)217.000 TL,2.)86.800 TL,3.)43.400 TL,4.)21.700 TL,1.)49.910 TL,2.)19.964 TL,3.)9.982 TL,﻿Adana,2024-02-17,1,,Kum,English,Saturday
1,KÜÇÜKTEPE KG K,4y a  a,TURBO,58,M.K.KUMBASAR,ÖMER BİLİR,﻿Adana,2024-02-17,1,,Kum,English,Saturday
2,ENDERHAT KG K DB,4y k  a,ENDEREFE,60,İSM.YILDIRIM AP,BEKİR ÜNLÜ,﻿Adana,2024-02-17,1,,Kum,English,Saturday
3,ÇETİNAY KG SK,4y k  a,KOŞANEFE,58,MÜS.ÇELİK,SELİN ÜLKÜ YÜKSEL,﻿Adana,2024-02-17,1,,Kum,English,Saturday
4,KAYA FIRTINASI SKG SK,4y k  a,CANKARDEŞLER,54,M.KIYAK AP,RAMAZAN KAYA,﻿Adana,2024-02-17,1,,Kum,English,Saturday
5,ERTUĞBEYİ SKG SK,4y a  a,ORÇUN,58,M.S.ÇELİK,CEREN SUBAŞI,﻿Adana,2024-02-17,1,,Kum,English,Saturday
6,CONLUK AĞASI KG,4y k  a,SAKARBAŞI,56,M.N.SUNKAR AP,EROL YÜCEL,﻿Adana,2024-02-17,1,,Kum,English,Saturday
7,KARAKURT BEYİ KG,4y a  a,TURBO,58,A.ÇELİK,M.ENGİN SEZEN,﻿Adana,2024-02-17,1,,Kum,English,Saturday
8,ARTUKŞAH KG SK,4y k  a,KARAÜZÜM,58,B.KILINÇ,İZZET AZİZ,﻿Adana,2024-02-17,1,,Kum,English,Saturday
9,RÜZGARKIRAN DB SKG SK,4y a k,UFUKBİR,59,M.KESKİN,METİN ÇALDIRAN,﻿Adana,2024-02-17,1,,Kum,English,Saturday
1.)192.000 TL,2.)76.800 TL,3.)38.400 TL,4.)19.200 TL,1.)33.120 TL,2.)13.248 TL,3.)6.624 TL,﻿Adana,2024-02-17,2,,Kum,English,Saturday
1,FALCON OF MUTAFLAR K DB SKG,4y d  a,FAST 'N' FAMOUS (AUS),58,F.ÇETİN,DİNÇER MUTLU,﻿Adana,2024-02-17,2,,Kum,English,Saturday
2,REAL CHANCE KG SK,5y d k,JIMMY CREED (USA),54,Ö.ORDU,NİMET ARİF KURTEL,﻿Adana,2024-02-17,2,,Kum,English,Saturday
3,PRESIDENT OF CITY KG DB SK,5y d  a,VICTORY GALLOP (CAN),55,M.KIYAK,MURAT CEVHERİBUCAK,﻿Adana,2024-02-17,2,,Kum,English,Saturday
4,ANADOLU YILDIZI KG DB SK,5y d  a,VICTORY GALLOP (CAN),57 +1.00,İSM.YILDIRIM,GÜN E. İÇER,﻿Adana,2024-02-17,2,,Kum,English,Saturday
5,İZ PEŞİNDE KG SK,5y a  a,CUVEE (USA),56,M.ŞAKİR,YUSUF ZİYA KARAKUŞ,﻿Adana,2024-02-17,2,,Kum,English,Saturday
1.)217.000 TL,2.)86.800 TL,3.)43.400 TL,4.)21.700 TL,1.)49.910 TL,2.)19.964 TL,3.)9.982 TL,﻿Adana,2024-02-17,3,,Kum,English,Saturday
1,PRESTİJ KG SK,4y k  a,TURBO,58,B.KILINÇ,İZZET AZİZ,﻿Adana,2024-02-17,3,,Kum,English,Saturday
2,LULU KG SK,4y a k,GELİBOLU,52 +1.50,M.KIYAK AP,N.CEHDİ ADVAN,﻿Adana,2024-02-17,3,,Kum,English,Saturday
3,TEPEBAĞ KG,4y a  a,ENDEREFE,58,MÜS.ÇELİK,İSMAİL YÜKSEL,﻿Adana,2024-02-17,3,,Kum,English,Saturday
4,CESURADIM DB SKG SK,4y a  a,ORÇUN,56,M.N.SUNKAR AP,YASEMİN OZAN,﻿Adana,2024-02-17,3,,Kum,English,Saturday
5,SABIRLI SAMET KG SK,4y k  a,ENDEREFE,56 +0.20,A.AKDEMİR AP,BÜLENT TOYDEMİR,﻿Adana,2024-02-17,3,,Kum,English,Saturday
6,KÖMÜRHANBEY KG K,4y a  a,ÖZDURAN,55 +2.00,F.ÇETİN AP,AHMET KILIÇCIOĞLU,﻿Adana,2024-02-17,3,,Kum,English,Saturday
7,AKBAŞAK OĞLU KG SK,4y k  a,SON MARTI,58,E.ÇİZİK,NECATİ YARDIMCI,﻿Adana,2024-02-17,3,,Kum,English,Saturday
8,TURANSOY SKG SK,4y k  a,KARAÜZÜM,58,N.DEMİR,ÖZKAN TURAN,﻿Adana,2024-02-17,3,,Kum,English,Saturday
1.)129.000 TL,2.)51.600 TL,3.)25.800 TL,4.)12.900 TL,1.)22.253 TL,2.)8.901 TL,3.)4.451 TL,﻿Adana,2024-02-17,4,,Kum,English,Saturday
1,GÖKÇEKURT SKG SK,4y d k,KURTEL,56 +1.00,M.ÖZDEMİR AP,BEŞİR KAYA,﻿Adana,2024-02-17,4,,Kum,English,Saturday
2,ESAS TAY KG DB,4y a  a,GÜNTAY,61,A.ÇELİK,MESUT ALTAY,﻿Adana,2024-02-17,4,,Kum,English,Saturday
3,HAYAL GÖZLÜM KG SK,4y a k,SULTAN DE FAUST (FR),55 +2.00,F.ÇETİN AP,MEHMET ÜNLÜ,﻿Adana,2024-02-17,4,,Kum,English,Saturday
4,FELHANALP KG DB SK,4y k  a,JOKER,58 +0.60,K.DEMİREL AP,HÜSEYİN FELHAN,﻿Adana,2024-02-17,4,,Kum,English,Saturday
5,TUMBUL SERHAN KG SK,4y d  a,SERHANTAY,58,M.S.ÇELİK,REŞİT TUMBUL,﻿Adana,2024-02-17,4,,Kum,English,Saturday
6,YÜKSEK KAYA DB SKG SK,4y k  a,GÜLBEŞİR,57,M.KIYAK AP,RAMAZAN KAYA,﻿Adana,2024-02-17,4,,Kum,English,Saturday
7,RECEBİN OĞLU KG,4y a  a,JOKER,58 +0.20,A.ÇANKAYA AP,HÜSEYİN ÇELİK,﻿Adana,2024-02-17,4,,Kum,English,Saturday
8,AKTAŞINKIZI DB SKG SK,4y k k,AKTAŞOĞLU,59,E.ÇİZİK,MEHMET AKTAŞ,﻿Adana,2024-02-17,4,,Kum,English,Saturday
9,KAYIP PRENS KG SK,4y d  a,TÜMÖZ BEY,58,H.ÇİZİK,NEDİM CAN,﻿Adana,2024-02-17,4,,Kum,English,Saturday
10,BEY BEY KG SK,4y a  a,DERHADIR,56,SER.YILDIZ AP,MAHMUT DOĞAN,﻿Adana,2024-02-17,4,,Kum,English,Saturday
11,HIZLI EMRE KG SK,4y a  a,JOKER,58,A.AKDEMİR AP,MEHMET DOĞAN,﻿Adana,2024-02-17,4,,Kum,English,Saturday
1.)177.000 TL,2.)70.800 TL,3.)35.400 TL,4.)17.700 TL,1.)30.533 TL,2.)12.213 TL,3.)6.107 TL,﻿Adana,2024-02-17,5,,Kum,English,Saturday
1,ALAGİDİN KG DB SK,3y d  d,HALICARNASSUS (IRE),56 +0.30,M.G.ARSLAN,MEHMET ÖZKAN,﻿Adana,2024-02-17,5,,Kum,English,Saturday
2,JOUSKA K,3y d  d,MENDIP (USA),56 +0.50,A.ÇELİK,KENAN BAŞBOĞA,﻿Adana,2024-02-17,5,,Kum,English,Saturday
