horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1,BARSHAA DB,3y d d,DUBAWI (IRE),"57,5",JAMES DOYLE,SHEIKH AHMED AL MAKT,﻿Kempton Park Birleşik Krallık,2021-09-22,1,,,English,Wednesday
2,PERIPETEIA,3y d d,SIR PERCY,"57,5",D MUSCUTT,MİSS K RAUSİNG,﻿Kempton Park Birleşik Krallık,2021-09-22,1,,,English,Wednesday
3,RANDOM HARVEST (IRE),3y d d,WAR FRONT (USA),"60,5",A KİRBY,LADY BAMFORD,﻿Kempton Park Birleşik Krallık,2021-09-22,1,,,English,Wednesday
4,UNDER THE TWILIGHT,3y d d,TWILIGHT SON,"57,5",H DOYLE,IN THE MİX RACİNG,﻿Kempton Park Birleşik Krallık,2021-09-22,1,,,English,Wednesday
5,HOW HARD CAN IT BE,3y d d,STYLE VENDOME (FR),"57,5",J F EGAN,T & B PARTNERSHİP,﻿Kempton Park Birleşik Krallık,2021-09-22,1,,,English,Wednesday
6,KATYUSHA,3y d d,SIYOUNI (FR),"57,5",L STEWARD,MR D S LEE,﻿Kempton Park Birleşik Krallık,2021-09-22,1,,,English,Wednesday
7,MAGNIFICENCE (FR) K,3y d d,KINGMAN,"57,5",J P SPENCER,SBA RACİNG LİMİTED,﻿Kempton Park Birleşik Krallık,2021-09-22,1,,,English,Wednesday
8,QUIET THUNDER (IRE),3y d d,NIGHT OF THUNDER (IRE),"57,5",S W KELLY,MR SULTAN ALİ,﻿Kempton Park Birleşik Krallık,2021-09-22,1,,,English,Wednesday
9,TOUCHET BERET K,3y d d,HELMET (AUS),"57,5",D PROBERT,DR BRİDGET DREW & MR,﻿Kempton Park Birleşik Krallık,2021-09-22,1,,,English,Wednesday
10,ROCKINOVERTHEWORLD,4y d k,RULER OF THE WORLD (IRE),59,R COAKLEY,SUE THOMAS,﻿Kempton Park Birleşik Krallık,2021-09-22,1,,,English,Wednesday
11,SWISS MAGIC,3y d d,SWISS SPIRIT,"57,5",T WHELAN,MR D A SMERDON,﻿Kempton Park Birleşik Krallık,2021-09-22,1,,,English,Wednesday
12,ANGEL'S KISS,3y d d,DARK ANGEL (IRE),"57,5",M HARLEY,CHEVELEY PARK STUD,﻿Kempton Park Birleşik Krallık,2021-09-22,1,,,English,Wednesday
1,KIWANO (FR),2y d e,DABIRSIM (FR),"59,5",J P SPENCER,NEVER SAY DİE PARTNE,﻿Kempton Park Birleşik Krallık,2021-09-22,2,,,English,Wednesday
2,BRAYDEN STAR,2y d e,TWILIGHT SON,"59,5",S W KELLY,CHRİS KİELY RACİNG L,﻿Kempton Park Birleşik Krallık,2021-09-22,2,,,English,Wednesday
3,BAYRAQ (USA),2y a e,KITTEN'S JOY (USA),"59,5",J CROWLEY,SHADWELL ESTATE COMP,﻿Kempton Park Birleşik Krallık,2021-09-22,2,,,English,Wednesday
