horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1.)60.000 TL,2.)24.000 TL,3.)12.000 TL,4.)6.000 TL,1.)17.250 TL,2.)6.900 TL,3.)3.450 TL,﻿Bursa,2021-09-06,1,,Çim,English,Monday
1,TEKİNCİ KG,3y a  e,AYABAKAN,53 +0.30,K.YILMAZ AP,TEKİN BİRİCİK,﻿Bursa,2021-09-06,1,,Çim,English,Monday
2,ATEŞALAN KG SK,3y a  e,ÖZGÜNHAN,57,N.AVCİ,SELİN İZEM DİKENCİK,﻿Bursa,2021-09-06,1,,Çim,English,Monday
3,KELEMERLİBEY KG K DB,3y k  e,BERKAY EFE,53 +0.10,C.PASO AP,KAYA KAYA,﻿Bursa,2021-09-06,1,,Çim,English,Monday
4,PRENSES TOŞUR KG DB SK,3y a  d,TOŞUR,52 +0.80,Y.E.YÜKSEL AP,ŞAFAK DİL,﻿Bursa,2021-09-06,1,,Çim,English,Monday
5,ISLIKÇALAN KG SK,3y a  e,KAIZBERT (RU),54 +0.70,A.İNCİ AP,ŞEMSETTİN TOYDEMİR,﻿Bursa,2021-09-06,1,,Çim,English,Monday
6,DİLEKHUN KG K,3y a  d,ARTOS,55 +1.70,AH.ARSLAN,CELAL KAYA,﻿Bursa,2021-09-06,1,,Çim,English,Monday
7,BOZTUNA KG DB,3y d  e,YAMANER,53,M.BAĞ AP,TEKİN BİRİCİK,﻿Bursa,2021-09-06,1,,Çim,English,Monday
8,ELİPS DB SK,3y a  d,BOZOK,53 +0.40,F.ARSLAN AP,MUSTAFA YARDIMCI,﻿Bursa,2021-09-06,1,,Çim,English,Monday
9,SEYFETTİN KG SK,3y k  e,KAIZBERT (RU),57 +0.70,İ.BAGUÇ AP,ŞEMSETTİN TOYDEMİR,﻿Bursa,2021-09-06,1,,Çim,English,Monday
10,ACARSU KG DB,3y a  d,BİLGİN,55 +0.20,M.GÜNDÜZELİ,MURAT ALTIN,﻿Bursa,2021-09-06,1,,Çim,English,Monday
11,DİŞİHUN KG SK ÖG,3y a  d,KAIZBERT (RU),55,O.YILDIZ,ŞEMSETTİN TOYDEMİR,﻿Bursa,2021-09-06,1,,Çim,English,Monday
12,SİYAH GÜL KG K,3y k  d,SON MARTI,55 +2.00,O.GÖKÇE,MEHMET TETİK,﻿Bursa,2021-09-06,1,,Çim,English,Monday
1.)54.000 TL,2.)21.600 TL,3.)10.800 TL,4.)5.400 TL,1.)9.315 TL,2.)3.726 TL,3.)1.863 TL,﻿Bursa,2021-09-06,2,,Kum,English,Monday
1,DOSTBAĞI KG K,4y a  a,KAIZBERT (RU),61,O.GÖKÇE,SADDULLAH AKÇA,﻿Bursa,2021-09-06,2,,Kum,English,Monday
2,OZGAN KG DB SK,4y a  a,KAIZBERT (RU),56 +0.40,M.DEMİRBAŞ,ÇİLEM ÖZDEMİR,﻿Bursa,2021-09-06,2,,Kum,English,Monday
3,ATİK ATİK KG SK,5y a  a,ÖZGÜNHAN,57,K.GÖKÇE AP,DİDEM ARTIK TUTAŞER,﻿Bursa,2021-09-06,2,,Kum,English,Monday
4,BATMANASLANI KG SK GKR,8y k  a,TAMERİNOĞLU,59,M.ÇİÇEK,VELİ AKBULUT,﻿Bursa,2021-09-06,2,,Kum,English,Monday
5,SAGARMATA K,5y d k,TURBO,51 +0.70,M.BAĞ AP,ABDİ ARSLAN,﻿Bursa,2021-09-06,2,,Kum,English,Monday
6,ORTAYLI KG K,5y d  a,TÜMÖZ BEY,59,A.İNCİ AP,RAHMİ ÇOBANOĞLU,﻿Bursa,2021-09-06,2,,Kum,English,Monday
7,ÇEVİKKARDEŞLER K DB,6y a  a,BERKAY EFE,55 +0.80,AH.ARSLAN,ÖMER ÖZKAN,﻿Bursa,2021-09-06,2,,Kum,English,Monday
8,ÖMERDEDE KG SK,4y k  a,TÜMÖZ BEY,50 +0.80,C.ALTUN AP,AHMET GÖKHAN ERKOÇ,﻿Bursa,2021-09-06,2,,Kum,English,Monday
9,MEHİR TAY KG DB SK,4y a k,TÜMÖZ BEY,54 +0.60,H.ALTIN,ONUR TÜRKER,﻿Bursa,2021-09-06,2,,Kum,English,Monday
10,KAYAKAN KG,4y k  a,BATUKAN,52 +0.40,U.LEVENT AP,ÖZGÜN KAYA,﻿Bursa,2021-09-06,2,,Kum,English,Monday
11,ÇIGRÜZGARI KG DB SK,4y a  a,KAIZBERT (RU),58,F.KARAKURT AP,ASLI TIRINK,﻿Bursa,2021-09-06,2,,Kum,English,Monday
1.)54.000 TL,2.)21.600 TL,3.)10.800 TL,4.)5.400 TL,1.)15.525 TL,2.)6.210 TL,3.)3.105 TL,﻿Bursa,2021-09-06,3,,Çim,English,Monday
1,CAFER BEY DB SKG SK,2y k  e,AMERİKALI,56,C.PASO AP,İSA ÖZKAN,﻿Bursa,2021-09-06,3,,Çim,English,Monday
