horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1.)50.500 TL,2.)20.200 TL,3.)10.100 TL,4.)5.050 TL,1.)11.615 TL,2.)4.646 TL,3.)2.323 TL,﻿Şanlıurfa,2022-02-03,1,,Kum,English,Thursday
1,AŞKAR DEVZADE KG K,4y k  a,BERKSOY,54 +0.30,F.ÇETİNBAŞ AP,HALİL ARTUN,﻿Şanlıurfa,2022-02-03,1,,Kum,English,Thursday
2,YAZ ŞİMŞEĞİ KG,4y a  a,ŞİMŞEĞİNOĞLU,58,F.YARDIMCI,BİŞAR ÇELİK,﻿Şanlıurfa,2022-02-03,1,,Kum,English,Thursday
3,UÇAN HALİL KG,4y a  g,UÇANBEY,59,H.ALTUNDAĞ AP,BİŞAR ÇELİK,﻿Şanlıurfa,2022-02-03,1,,Kum,English,Thursday
4,KERVANBAŞI KG K,4y a  a,UÇANBEY,56,M.E.DOĞAN AP,MEHMET URAL,﻿Şanlıurfa,2022-02-03,1,,Kum,English,Thursday
5,ZAFER ŞAH KG DB SK,4y k  a,UÇANBEY,56,İ.KATAR AP,NECDET YILDIZ,﻿Şanlıurfa,2022-02-03,1,,Kum,English,Thursday
6,JET HEMO KG K,4y a  a,KAYATUFAN,58,İ.AKYAVUZ,MEHMET AKTAŞ,﻿Şanlıurfa,2022-02-03,1,,Kum,English,Thursday
7,KARA PATOZ KG DB SK,4y d  a,ATİKBEY,58,M.AVŞAR,ALİ ŞEŞEN,﻿Şanlıurfa,2022-02-03,1,,Kum,English,Thursday
8,ÇALDAĞI KG K,4y k  a,YAMANER,54 +2.00,A.ÇANKAYA AP,NİHAT KARATOPRAK,﻿Şanlıurfa,2022-02-03,1,,Kum,English,Thursday
9,ALAF KG SK,4y d  a,URLA EFESİ,61,M.A.AKTÜRK,REFİK ÇEVİK,﻿Şanlıurfa,2022-02-03,1,,Kum,English,Thursday
10,CEZA KESEN KG SK,4y a  a,ATİKBEY,58,N.ALTIN,ÖMER ALAK,﻿Şanlıurfa,2022-02-03,1,,Kum,English,Thursday
11,CANTEKİN DB SKG SK,4y k  a,ARTOS,55,M.B.ÇAKMAK AP,MERT ÇELİK,﻿Şanlıurfa,2022-02-03,1,,Kum,English,Thursday
12,CİBARBEY KG SK,4y k  a,BOZYİĞİT,56,E.AKKILIÇ AP,ADNAN TÜYSÜZ,﻿Şanlıurfa,2022-02-03,1,,Kum,English,Thursday
13,UÇAN ŞEKER KG SK,4y k  a,UÇANBEY,55 +0.50,A.ŞENBAHAR AP,EYYÜP ARTUN,﻿Şanlıurfa,2022-02-03,1,,Kum,English,Thursday
14,AY ŞİMŞEĞİN OĞLU KG K (Koşmaz),4y k  a,ŞİMŞEĞİNOĞLU,58,M.ÜNLÜ,MEHMET ÜNLÜ,﻿Şanlıurfa,2022-02-03,1,,Kum,English,Thursday
15,BİRDENMEHMET KG SK (Koşmaz),4y k  a,KAIZBERT (RU),58,MAHSUN TURAN,MEHMET BİRDEN,﻿Şanlıurfa,2022-02-03,1,,Kum,English,Thursday
