horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1,KINGDOM,3y k e,THE GREY GATSBY,58,MAXIME GUYON,SANDRO V. GIANELLA,﻿Cagnes Sur Mer Fransa,2022-02-23,1,,Çim,English,Wednesday
2,MARTIAL ART,3y d g,ATTENDU,58,EDDY HARDOUIN,ANTON KRAULIGER,﻿Cagnes Sur Mer Fransa,2022-02-23,1,,Çim,English,Wednesday
3,GRAND BALCON,3y a g,ZARAK,"56,5",CORALIE PACAUT,SOPHIE MIDY,﻿Cagnes Sur Mer Fransa,2022-02-23,1,,Çim,English,Wednesday
4,ILONAS DINOSAUR,3y d e,RELIABLE MAN,58,THEO BACHELOT,THOMAS LINES,﻿Cagnes Sur Mer Fransa,2022-02-23,1,,Çim,English,Wednesday
5,AL ZAHIRA,3y d d,ALMANZOR,"56,5",CHRISTOPHE SOUMILLON,ECURIE NORMANDY SPIR,﻿Cagnes Sur Mer Fransa,2022-02-23,1,,Çim,English,Wednesday
6,NANOU MON AMOUR,3y k d,BRAMETOT,"54,5",ALEXIS POUCHIN,ECURIE DE THEYSS,﻿Cagnes Sur Mer Fransa,2022-02-23,1,,Çim,English,Wednesday
7,POLDINO,3y d g,SPANISH MOON,"54,5",AUDE DUPORTE,D&P. PROD'HO,﻿Cagnes Sur Mer Fransa,2022-02-23,1,,Çim,English,Wednesday
8,FURIA,3y k d,RELIABLE MAN,52,ANNAELLE DIDON-YAHLALI,HENRY BOUTIN,﻿Cagnes Sur Mer Fransa,2022-02-23,1,,Çim,English,Wednesday
9,DECIMA  (Koşmaz),3y d d,TRIPLE THREAT,55,DELPHINE SANTIAGO,LARS HAASE,﻿Cagnes Sur Mer Fransa,2022-02-23,1,,Çim,English,Wednesday
1,CILANTRO,3y d e,WOOTTON BASSETT,57,MAXIME GUYON,WERTHEIMER & FRERE,﻿Cagnes Sur Mer Fransa,2022-02-23,2,,,English,Wednesday
2,ZESTFUL,3y d e,ZELZAL,57,CRISTIAN DEMURO,AL SHAQAB RACING,﻿Cagnes Sur Mer Fransa,2022-02-23,2,,,English,Wednesday
3,GOLD PLAYER  K,3y d e,CHARM SPIRIT,57,ALEXIS POUCHIN,CHARLENE HERMELIN,﻿Cagnes Sur Mer Fransa,2022-02-23,2,,,English,Wednesday
4,ONE MORE NIGHT  K,3y a d,THE GREY GATSBY,"55,5",MARYLINE EON,ION ELARRE ALVAREZ,﻿Cagnes Sur Mer Fransa,2022-02-23,2,,,English,Wednesday
5,WERE,3y d d,NATHANIEL,"55,5",CHRISTOPHE SOUMILLON,JEAN-PIERRE-JOSEPH D,﻿Cagnes Sur Mer Fransa,2022-02-23,2,,,English,Wednesday
6,SIBUYU  YP,3y d g,ANODIN,57,THOMAS TRULLIER,G.DUROT/V.DUROT/M.RO,﻿Cagnes Sur Mer Fransa,2022-02-23,2,,,English,Wednesday
1,RED TORCH  KG,7y d a,AIR CHIEF MARSHAL,56,MAXIME GUYON,SANDRO V. GIANELLA,﻿Cagnes Sur Mer Fransa,2022-02-23,3,,,English,Wednesday
