horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1.)90.000 TL,2.)36.000 TL,3.)18.000 TL,4.)9.000 TL,1.)15.525 TL,2.)6.210 TL,3.)3.105 TL,﻿Ankara,2022-06-30,1,,Çim,English,Thursday
1,GÖKYÜZÜ KG K,7y a k,KAIZBERT (RU),59,A.SÖZEN,CANAN KORUCU,﻿Ankara,2022-06-30,1,,Çim,English,Thursday
2,ÇAKMAKŞAH K DB,7y k  a,TURBO,57,Ö.YILDIRIM,GİZEM ÇAKMAKOĞLU,﻿Ankara,2022-06-30,1,,Çim,English,Thursday
3,ERKMEN KG DB,10y k  a,TURBO,53 +0.80,N.DEMİR AP,GÜR ÖZBELGE,﻿Ankara,2022-06-30,1,,Çim,English,Thursday
4,BENZENCİ SK,5y a k,KAIZBERT (RU),54,U.TEMUR,MEHMET YALÇIN,﻿Ankara,2022-06-30,1,,Çim,English,Thursday
5,SUKAYA KG DB SK,6y k  a,KOŞANEFE,59,SER.YILDIZ AP,ATİLLA SERİNER,﻿Ankara,2022-06-30,1,,Çim,English,Thursday
6,AŞKABAT KG SK,6y d  a,BOZOK,60,VEDAT ABİŞ,MEHMET YILDIZ,﻿Ankara,2022-06-30,1,,Çim,English,Thursday
7,GÜNPINAR KG K,6y k  a,KARA YAĞIZ,60,A.KAÇMAZ,AHMET KILIÇCIOĞLU,﻿Ankara,2022-06-30,1,,Çim,English,Thursday
1.)90.000 TL,2.)36.000 TL,3.)18.000 TL,4.)9.000 TL,1.)15.525 TL,2.)6.210 TL,3.)3.105 TL,﻿Ankara,2022-06-30,2,,Çim,English,Thursday
1,ÖZGÜRSU KG K,4y k  a,TURBO,56 +0.20,K.DEMİREL AP,GÜNSEN SOYUPAK,﻿Ankara,2022-06-30,2,,Çim,English,Thursday
2,ATEŞ MUHAFIZI KG DB SK,4y a  a,ATEŞTOPU,56,VEDAT ABİŞ,ÇAĞRI SEL,﻿Ankara,2022-06-30,2,,Çim,English,Thursday
3,DARLÖY KG DB,4y a  a,ÖZGÜNHAN,53 +1.80,M.G.ARSLAN AP,V.HAKAN KELEŞ,﻿Ankara,2022-06-30,2,,Çim,English,Thursday
4,AKBATUR KG DB SK,4y k  a,BABA MEVLÜT,54,A.KAÇMAZ,MUSTAFA POLAT,﻿Ankara,2022-06-30,2,,Çim,English,Thursday
5,GÜLALLAR KG DB,4y a  a,TURBO,53 +1.00,N.DEMİR AP,HAKKI GÜLAL,﻿Ankara,2022-06-30,2,,Çim,English,Thursday
6,KABATEPE KG K DB,4y k  a,GELİBOLU,52 +2.00,SER.YILDIZ AP,ORHAN MUTLU,﻿Ankara,2022-06-30,2,,Çim,English,Thursday
7,KİBAR FEYZO KG K,4y a  a,ŞEREFKAR,52 +0.10,M.N.SUNKAR AP,MEHMET NUR BECENE,﻿Ankara,2022-06-30,2,,Çim,English,Thursday
8,BERTAN KG SK,4y a  a,ESKİŞEHİRLİ,54 +0.30,M.S.ÇELİK,AİT ÇELİK,﻿Ankara,2022-06-30,2,,Çim,English,Thursday
9,YAVUZ KRAL K DB,4y a  a,TÜMÖZ BEY,55,M.BAYIR,MURAT KARA,﻿Ankara,2022-06-30,2,,Çim,English,Thursday
10,ÇERDİĞİN KG K DB GKR,4y a  a,TURBO,56 +0.20,A.SÖZEN,CAHİT ÇETİNSU,﻿Ankara,2022-06-30,2,,Çim,English,Thursday
11,KARTAL OVASI KG K,4y a  a,UÇANBEY,"55,5 +2.00",H.KATI,VEYSEL KELEŞABDİOĞLU,﻿Ankara,2022-06-30,2,,Çim,English,Thursday
12,GÜRSEY KG,4y d  a,KAFKAS ŞAHI,53 +2.00,A.AKDEMİR AP,MEHMET NUR KILINÇ,﻿Ankara,2022-06-30,2,,Çim,English,Thursday
1.)46.000 TL,2.)18.400 TL,3.)9.200 TL,4.)4.600 TL,1.)13.225 TL,2.)5.290 TL,3.)2.645 TL,﻿Ankara,2022-06-30,3,,Kum,English,Thursday
1,KÖR BABA SKG SK,2y d  e,PLEASANTLY PERFECT (USA),54,Ö.YILDIRIM,HASAN KOÇYİĞİT,﻿Ankara,2022-06-30,3,,Kum,English,Thursday
2,GEL OGLİM KG DB SK,2y d  e,YILDIRIMBEY,57,MÜS.ÇELİK,SAVAŞ ERCÜMENT BECENE,﻿Ankara,2022-06-30,3,,Kum,English,Thursday
3,MEHMET REİS KG K,2y d  e,RAMPOLDI,53 +2.00,A.AKDEMİR AP,MEHMET BECENE,﻿Ankara,2022-06-30,3,,Kum,English,Thursday
4,ZERDENAZ KIZI K DB,2y d  d,KIRDEMİRKIR,52 +0.10,M.N.SUNKAR AP,İRFAN KARAKEÇİ,﻿Ankara,2022-06-30,3,,Kum,English,Thursday
5,NAZLI PRENSES KG SK,2y a  d,GÜNGÖR BABA,54 +2.00,F.ÇETİN AP,CENGİZ DOĞAN,﻿Ankara,2022-06-30,3,,Kum,English,Thursday
1.)76.000 TL,2.)30.400 TL,3.)15.200 TL,4.)7.600 TL,1.)13.110 TL,2.)5.244 TL,3.)2.622 TL,﻿Ankara,2022-06-30,4,,Çim,English,Thursday
1,ONKEL PASCHA SKG SK,3y d  e,GENERAL QUARTERS (USA),"54,5",MÜS.ÇELİK,AHMET İSTANBULLU,﻿Ankara,2022-06-30,4,,Çim,English,Thursday
2,BANGIR BANGIR KG K,3y d  d,MARCAVELLY (USA),55 +1.20,V.DEMİR,FEDAİ KAHRAMAN,﻿Ankara,2022-06-30,4,,Çim,English,Thursday
3,HARLAN DRAKA KG DB SK,3y d  e,LUXOR,51 +2.00,U.TEMUR,TOLGA KARAKARTAL,﻿Ankara,2022-06-30,4,,Çim,English,Thursday
4,GAMBARU DB SKG SK,3y d  e,THREE VALLEYS (USA),56,VEDAT ABİŞ,CANAN TINAZ,﻿Ankara,2022-06-30,4,,Çim,English,Thursday
5,OĞLUM HIŞMAN SKG SK,3y a  e,CUVEE (USA),57,Ö.YILDIRIM,CEMİL ÇİZİK,﻿Ankara,2022-06-30,4,,Çim,English,Thursday
6,BRODBECK SKG SK,3y d  d,FAST 'N' FAMOUS (AUS),58,M.ÖZDEMİR AP,AHMET ÇİÇEK,﻿Ankara,2022-06-30,4,,Çim,English,Thursday
7,PERSECUTION K DB,3y d  e,HAKEEM (USA),50 +1.50,M.A.SOLMAZ,CEM KAAN PARSAK,﻿Ankara,2022-06-30,4,,Çim,English,Thursday
8,OĞLUM GARİP YP,3y d  e,KANEKO,50 +2.00,H.KILIÇARSLAN,RECEP KÜÇÜKÇAY,﻿Ankara,2022-06-30,4,,Çim,English,Thursday
9,AIR HAWK KG K DB ÖG (Koşmaz),3y d  e,PAPA CLEM (USA),50 +2.00,A.KAÇMAZ,AHMET KILIÇCIOĞLU,﻿Ankara,2022-06-30,4,,Çim,English,Thursday
1.)75.000 TL,2.)30.000 TL,3.)15.000 TL,4.)7.500 TL,1.)21.563 TL,2.)8.625 TL,3.)4.313 TL,﻿Ankara,2022-06-30,5,,Kum,English,Thursday
1,HİTİT GÜZELİ KG K,3y a  d,KARAÜZÜM,55 +0.10,M.G.ARSLAN AP,A.FİRUZHAN KANATLI,﻿Ankara,2022-06-30,5,,Kum,English,Thursday
2,BERCA TORUNU KG SK,3y k  d,BERKCAN,57,A.KURŞUN,MUSTAFA ARSLAN,﻿Ankara,2022-06-30,5,,Kum,English,Thursday
3,BOZKIRIN GÜCÜ SK,3y a  d,ANKA,57,M.KESKİN,SERHAT KAYA,﻿Ankara,2022-06-30,5,,Kum,English,Thursday
4,MEHLİKA ABLA SKG SK,3y d  d,TÜMÖZ BEY,57,MÜS.ÇELİK,SEVİM KARACA,﻿Ankara,2022-06-30,5,,Kum,English,Thursday
5,YAVUZHANIM KG DB SK,3y a  d,KADİRİM,54 +1.40,M.ÖZDEMİR AP,SERCAN BAKAL,﻿Ankara,2022-06-30,5,,Kum,English,Thursday
6,NURSU KG K,3y d  d,SARRAF,57,V.DEMİR,AVNİ ASLAN,﻿Ankara,2022-06-30,5,,Kum,English,Thursday
7,ÇİÇEK HANIM K,3y k  d,TURBO,54 +0.70,A.AKDEMİR AP,İSMAİL DEMİR,﻿Ankara,2022-06-30,5,,Kum,English,Thursday
8,SMELL GIRL KG SK,3y k  d,YALNIZEFE,57 +1.30,V.KAPLAN,A.BANU ÖZKARDEŞ,﻿Ankara,2022-06-30,5,,Kum,English,Thursday
9,TUR MATRA SKG SK,3y k  d,SAKARBAŞI,57 +0.10,H.İ.AKKAYA,NAİF KARAKEÇİ,﻿Ankara,2022-06-30,5,,Kum,English,Thursday
10,TAŞPINAR KG K,3y k  d,KAIZBERT (RU),57,M.AKYAVUZ,ENVER TOYDEMİR,﻿Ankara,2022-06-30,5,,Kum,English,Thursday
11,EZGİGELİN KG K DB GKR,3y a  d,GELİBOLU,57,A.KAÇMAZ,RECEP KÜÇÜKÇAY,﻿Ankara,2022-06-30,5,,Kum,English,Thursday
12,ELVANIM KG,3y a  d,BESLENEY,54,N.DEMİR AP,ADİL TEKİNALP,﻿Ankara,2022-06-30,5,,Kum,English,Thursday
1.)105.000 TL,2.)42.000 TL,3.)21.000 TL,4.)10.500 TL,1.)24.150 TL,2.)9.660 TL,3.)4.830 TL,﻿Ankara,2022-06-30,6,,Kum,English,Thursday
1,MISS DEFNE KG DB SK,4y d k,WIENER WALZER (GER),"54,5",Ö.YILDIRIM,YÜKSEL GÖKTÜRK,﻿Ankara,2022-06-30,6,,Kum,English,Thursday
2,YAVUZUM KG DB,4y a  a,WIN RIVER WIN (USA),"60,5",N.DEMİR AP,SALİH DOĞAN,﻿Ankara,2022-06-30,6,,Kum,English,Thursday
3,HAKİMŞAH KG DB SK,5y d  a,HAKEEM (USA),"54,5 +0.30",M.G.ARSLAN AP,REŞAT KAZMA,﻿Ankara,2022-06-30,6,,Kum,English,Thursday
4,KUANPO SKG SK,5y d  a,VELOCIRAPTOR (GB),"56,5 +0.10",A.KURŞUN,SİNAN KOŞAPINAR,﻿Ankara,2022-06-30,6,,Kum,English,Thursday
5,PURO DB SKG SK,6y d  a,BOSPORUS (IRE),52,M.BAYIR,SENEM GÖZEL,﻿Ankara,2022-06-30,6,,Kum,English,Thursday
6,KUZGÖLCÜKLÜ KG DB SK,4y d  a,MALİ,52 +0.50,E.SİNCAN,ABDULLAH BALKU,﻿Ankara,2022-06-30,6,,Kum,English,Thursday
7,WINNER GETS IT ALL DB SK,4y a  a,WIN RIVER WIN (USA),60,A.SÖZEN,YILDIRIM GELGİN,﻿Ankara,2022-06-30,6,,Kum,English,Thursday
8,CANAN HANIM KG K DB,4y a k,APPROVE (IRE),50 +2.00,A.KAÇMAZ,ADİL KÖSEOĞLU,﻿Ankara,2022-06-30,6,,Kum,English,Thursday
