horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1.)44.500 TL,2.)17.800 TL,3.)8.900 TL,4.)4.450 TL,1.)12.794 TL,2.)5.118 TL,3.)2.559 TL,﻿Diyarbakır,2021-09-01,1,,Kum,English,Wednesday
1,TEKİNALPİM KG SK,3y a  e,BERKSOY,57 +0.30,M.A.AKTÜRK,SELÇUK YONTÜRK,﻿Diyarbakır,2021-09-01,1,,Kum,English,Wednesday
2,SARRAFBABA KG K,3y k  e,SARRAF,57,M.AVŞAR,GÜNAYDIN SAÇAN,﻿Diyarbakır,2021-09-01,1,,Kum,English,Wednesday
3,CİBARBEY KG SK,3y k  e,BOZYİĞİT,53 +2.00,A.ŞENBAHAR AP,HALEF TEKTAŞ,﻿Diyarbakır,2021-09-01,1,,Kum,English,Wednesday
4,KÜÇÜK TEKTEKİN KG K,3y a  e,UÇARLIM,54 +2.00,M.IŞIK AP,İSMAİL ÇİZİK,﻿Diyarbakır,2021-09-01,1,,Kum,English,Wednesday
5,BERBERADNAN DB SKG SK,3y k  e,ŞİMŞEĞİNOĞLU,57 +0.40,N.ALTIN,MAHİR TEKİNALP,﻿Diyarbakır,2021-09-01,1,,Kum,English,Wednesday
6,TARAÇBEY KG SK,3y k  e,BOLKAR,54 +1.70,İ.KATAR AP,MAHMUT KARAKEÇİLİ,﻿Diyarbakır,2021-09-01,1,,Kum,English,Wednesday
7,TÜRKERİ HANIMI KG SK,3y k  d,UÇARCAN,51 +2.00,F.ÇETİNBAŞ AP,MEHMET TÜRKERİ,﻿Diyarbakır,2021-09-01,1,,Kum,English,Wednesday
8,TARAÇ KIZI KG K DB,3y k  d,YAKUPBEY,53 +1.40,H.ALTUNDAĞ AP,MAHMUT KARAKEÇİLİ,﻿Diyarbakır,2021-09-01,1,,Kum,English,Wednesday
9,REBUŞ KG SK,3y k  d,UÇANOĞLU,55,H.DEMİRTAŞ,C.BURAK SALTABAŞ,﻿Diyarbakır,2021-09-01,1,,Kum,English,Wednesday
10,BOZOK FIRTINASI KG DB SK,3y a  d,BOZOK,54 +0.70,Y.CENGİZ AP,ABDULKADİR AKDENİZ,﻿Diyarbakır,2021-09-01,1,,Kum,English,Wednesday
11,KRAL EREN KG K,3y k  e,TURBO,57,S.KAPLAN,MEHMET KÜÇÜKÇAY,﻿Diyarbakır,2021-09-01,1,,Kum,English,Wednesday
12,GÖLCÜK HAT KG K,3y a  d,ATİKBEY,51 +1.60,S.ALTAY AP,BURAK SÖKMEZ,﻿Diyarbakır,2021-09-01,1,,Kum,English,Wednesday
13,UÇAN KRALİÇE KG,3y k  d,UÇANOĞLU,53 +0.60,C.TEPE AP,ÇETİN ALTIN,﻿Diyarbakır,2021-09-01,1,,Kum,English,Wednesday
14,NUMAN OĞLU KG,3y k  e,BERKSOY,57,İ.AKYAVUZ,ABDULLAH POLAT,﻿Diyarbakır,2021-09-01,1,,Kum,English,Wednesday
15,GELİN CEYLAN SKG SK,3y a  d,KÖKMENHAN,51 +1.10,B.SARIDAL AP,MAİDE BABACAN,﻿Diyarbakır,2021-09-01,1,,Kum,English,Wednesday
1,TRUSTABLE K DB,7y d  a,SIXTIES ICON (GB),57,H.ALTUNDAĞ AP,ABDULVEHAP AKDAĞ,﻿Diyarbakır,2021-09-01,2,,Kum,English,Wednesday
2,YÜZATLI KG,5y d  a,INVINCIBLE SON (IRE),61,M.E.DOĞAN AP,EYYÜP ÇİZİK,﻿Diyarbakır,2021-09-01,2,,Kum,English,Wednesday
3,CHEAT KG SK,7y d  a,DAI JIN (GB),60,Y.CENGİZ AP,MEHMET DOĞAN,﻿Diyarbakır,2021-09-01,2,,Kum,English,Wednesday
4,GÜRSUHAN DB SKG SK,6y d  a,KANEKO,57 +1.00,R.DOĞAN,MEHMET KAYA,﻿Diyarbakır,2021-09-01,2,,Kum,English,Wednesday
5,THE DIFFERENCE KG DB SK,5y d  a,SHANGHAI BOBBY (USA),57 +0.30,B.BEKTAŞ,ALİ ŞEKER,﻿Diyarbakır,2021-09-01,2,,Kum,English,Wednesday
6,SEDA KIZIM KG DB,4y d k,TOCCET (USA),56 +1.50,M.DOĞAN,HAZIM AKTAŞ,﻿Diyarbakır,2021-09-01,2,,Kum,English,Wednesday
7,HIZLI HAN KG DB,4y d  a,TRIPLE BONUS,60,M.AVŞAR,RAMAZAN SOYAN,﻿Diyarbakır,2021-09-01,2,,Kum,English,Wednesday
8,NEW ALAÇAT KG DB SK,10y d  a,EL SALVADOR,53 +2.00,A.ŞENBAHAR AP,CEVHER CANLIKA,﻿Diyarbakır,2021-09-01,2,,Kum,English,Wednesday
9,RUBUCO DB SK,5y d  a,DR FONG (USA),54 +1.70,İ.KATAR AP,BAHRİ ÇİZİK,﻿Diyarbakır,2021-09-01,2,,Kum,English,Wednesday
10,DEMİR HAN K GKR,4y d  a,SCREAM TO SCREAM (IRE),53,S.ALTAY AP,EMRE YAVUZ,﻿Diyarbakır,2021-09-01,2,,Kum,English,Wednesday
11,BLACKS WINNER KG DB SK,10y a  a,STRIKE THE GOLD (USA),55 +0.50,C.TEPE AP,HASAN KOÇYİĞİT,﻿Diyarbakır,2021-09-01,2,,Kum,English,Wednesday
12,BABA ABDULLAH KG DB,7y d  a,VELOCIRAPTOR (GB),54 +2.00,M.IŞIK AP,ZEYNEP DOĞAN,﻿Diyarbakır,2021-09-01,2,,Kum,English,Wednesday
13,SÜRMELİ BEY KG K,5y d  a,MİRAMİS,58,M.F.ASLAN AP,MEHMET CAN ÇİZİK,﻿Diyarbakır,2021-09-01,2,,Kum,English,Wednesday
14,NEW TRANSATLANTIC DB,7y d  a,KANEKO,57 +1.00,H.DEMİRTAŞ,AHMET GEÇGEL,﻿Diyarbakır,2021-09-01,2,,Kum,English,Wednesday
15,AK DIAMOND DB,7y d  a,WIN RIVER WIN (USA),57,S.KAPLAN,HASAN GÜL,﻿Diyarbakır,2021-09-01,2,,Kum,English,Wednesday
1.)25.000 TL,2.)10.000 TL,3.)5.000 TL,4.)2.500 TL,1.)7.188 TL,2.)2.875 TL,3.)1.438 TL,﻿Diyarbakır,2021-09-01,3,,Kum,English,Wednesday
