horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1,SHAHBANDAR (IRE) KG DB,4y d a,STORM THE STARS,"57,5",THEO BACHELOT,JANA DUFKOVA,﻿Cagnes Sur Mer Fransa,2024-02-25,1,,Çim,English,Sunday
2,CAMBRONNE K DB,4y d a,ALEX THE WINNER,"57,5",MARVIN GRANDIN,GOUSSERIE RACING,﻿Cagnes Sur Mer Fransa,2024-02-25,1,,Çim,English,Sunday
3,NATIONAL SERVICE KG,7y d g,ELUSIVE CITY,"58,5",MAXIME GUYON,ERIKA GILLIAR,﻿Cagnes Sur Mer Fransa,2024-02-25,1,,Çim,English,Sunday
4,KNOCK ON,4y y k,ZELZAL,57,RONAN THOMAS,EC.GRIEZMANN/ST VOIR,﻿Cagnes Sur Mer Fransa,2024-02-25,1,,Çim,English,Sunday
5,KENDLY,4y k g,KENDARGENT,56,ANTHONY CRASTUS,G. AUGUSTIN-NORMAND,﻿Cagnes Sur Mer Fransa,2024-02-25,1,,Çim,English,Sunday
1,PURPLE STAR (GB),3y d d,SHOWCASING,54,ENZO CRUBLET,L.DASSAULT/EC.STEMPN,﻿Cagnes Sur Mer Fransa,2024-02-25,2,,,English,Sunday
2,THOR LIGHTNING,3y a e,TORONADO,58,CRISTIAN DEMURO,ECURIE QUADRABLUE,﻿Cagnes Sur Mer Fransa,2024-02-25,2,,,English,Sunday
3,BLACK MAMBA DB,3y d d,AL WUKAIR,53,MARIE VELON,L.BAUDRON,﻿Cagnes Sur Mer Fransa,2024-02-25,2,,,English,Sunday
4,RUN FOR HOME DB,3y d e,DONJUAN TRIUMPHANT,56,CHRISTOPHE SOUMILLON,PIERRE GORAL,﻿Cagnes Sur Mer Fransa,2024-02-25,2,,,English,Sunday
5,XAARINE,3y d d,GOKEN,"54,5",MAXIME GUYON,GUY PARIENTE HOLDING,﻿Cagnes Sur Mer Fransa,2024-02-25,2,,,English,Sunday
6,VODNIKOV K DB,3y d e,FAS,58,THEO BACHELOT,JANA DUFKOVA,﻿Cagnes Sur Mer Fransa,2024-02-25,2,,,English,Sunday
7,LIBRE SAONOIS,3y d g,ROBIN DU NORD,58,HUGO BOUTIN,ECURIE JEAN-PAUL GAU,﻿Cagnes Sur Mer Fransa,2024-02-25,2,,,English,Sunday
8,DO IT FOR ME K DB,3y d d,PENNY'S PICNIC,"54,5",EDDY HARDOUIN,L.BAUDRON,﻿Cagnes Sur Mer Fransa,2024-02-25,2,,,English,Sunday
9,CORALBA DB YP,3y d d,DABIRSIM,53,CORALIE PACAUT,EC.J.PIASCO/A.DRIDRI,﻿Cagnes Sur Mer Fransa,2024-02-25,2,,,English,Sunday
10,FEVER DB,3y d d,AL WUKAIR,52,MANON GERMAIN,BERNARD GIRAUDON,﻿Cagnes Sur Mer Fransa,2024-02-25,2,,,English,Sunday
1,LAZZAT,3y d g,TERRITORIES,"56,5",ANTONIO ORANI,NURLAN BIZAKOV,﻿Cagnes Sur Mer Fransa,2024-02-25,3,,Çim,English,Sunday
2,UN INSTANT,3y d e,LE HAVRE,"56,5",ANTHONY CRASTUS,ECURIE THOMAS SIVADI,﻿Cagnes Sur Mer Fransa,2024-02-25,3,,Çim,English,Sunday
3,CAMBACERES (IRE) DB,3y d e,WOOTTON BASSETT,"56,5",CRISTIAN DEMURO,ECURIES SERGE STEMPN,﻿Cagnes Sur Mer Fransa,2024-02-25,3,,Çim,English,Sunday
