horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1.)91.000 TL,2.)36.400 TL,3.)18.200 TL,4.)9.100 TL,1.)26.163 TL,2.)10.465 TL,3.)5.233 TL,﻿Ankara,2022-08-13,1,,Kum,English,Saturday
1,SPEEDY EDA K,2y a  d,DUTYFREE,55,MÜS.ÇELİK,MERT ALİ KARABULUT,﻿Ankara,2022-08-13,1,,Kum,English,Saturday
2,LAST TULIP K,2y a  d,RED GIANT (USA),57,A.KAÇMAZ,YILMAZ ARİ,﻿Ankara,2022-08-13,1,,Kum,English,Saturday
3,MY BRILLANTE GIRL KG K,2y d  d,KANEKO,57,H.ÇİZİK,YAKUP ELĞAÇ,﻿Ankara,2022-08-13,1,,Kum,English,Saturday
4,HEDEFİM SENSİN DB SK,2y a  d,NATIVE KHAN (FR),55 +1.30,A.ÇELİK,MEHMET ULUSOY,﻿Ankara,2022-08-13,1,,Kum,English,Saturday
5,KARSAMBAÇ K,2y d  d,PERFECT STORM,57,A.SÖZEN,HAKAN MERDER,﻿Ankara,2022-08-13,1,,Kum,English,Saturday
6,SONSUZ ADIM SK,2y d  d,FAST STARS LINE,55,M.A.SOLMAZ,D.İSMAİL TÜRKTAN,﻿Ankara,2022-08-13,1,,Kum,English,Saturday
7,SUPERSTARLINE KG SK,2y d  d,MENDIP (USA),54 +2.00,E.ÇANKAYA AP,ADİL ÇİZİK,﻿Ankara,2022-08-13,1,,Kum,English,Saturday
1.)91.000 TL,2.)36.400 TL,3.)18.200 TL,4.)9.100 TL,1.)15.698 TL,2.)6.279 TL,3.)3.140 TL,﻿Ankara,2022-08-13,2,,Çim,English,Saturday
1,LORENZO KG K DB,4y d  a,STEP BY STEP,60,G.KOCAKAYA,MURAT ER,﻿Ankara,2022-08-13,2,,Çim,English,Saturday
2,ATICI BEY DB,5y a  a,CARDINAL PIONEER,57,MÜS.ÇELİK,TUĞÇE CANPOLAT,﻿Ankara,2022-08-13,2,,Çim,English,Saturday
3,BAYEZID SK,7y d  a,MOST IMPROVED (IRE),54 +2.00,E.ÇANKAYA AP,MAHMUT KARAKEÇİ,﻿Ankara,2022-08-13,2,,Çim,English,Saturday
4,KIMO LAND KG DB SK,4y k  a,HAKEEM (USA),56,M.KESKİN,AKEF A. MOHAMED ELSAYED,﻿Ankara,2022-08-13,2,,Çim,English,Saturday
5,YILDIZ TOZU KG DB,4y a  a,WIENER WALZER (GER),59,SER.YILDIZ AP,MAZLUM KAYACIK,﻿Ankara,2022-08-13,2,,Çim,English,Saturday
6,EPSİLON SK,4y d k,RED GIANT (USA),56,E.SİNCAN,ÖZGÜR ÖKMEN,﻿Ankara,2022-08-13,2,,Çim,English,Saturday
7,SAILOR KINGDOM DB SK,4y d  a,MENDIP (USA),56,U.TEMUR,SERDAR DEMİRTAŞ,﻿Ankara,2022-08-13,2,,Çim,English,Saturday
1.)108.000 TL,2.)43.200 TL,3.)21.600 TL,4.)10.800 TL,1.)18.630 TL,2.)7.452 TL,3.)3.726 TL,﻿Ankara,2022-08-13,3,,Çim,English,Saturday
1,JUNO MONETA KG DB SK,5y d k,HALICARNASSUS (IRE),"60,5",M.BAYIR,HATİCE GÜNEŞ,﻿Ankara,2022-08-13,3,,Çim,English,Saturday
2,HARLAN DRAKA KG DB SK,3y d  e,LUXOR,52 +1.20,VEDAT ABİŞ,TOLGA KARAKARTAL,﻿Ankara,2022-08-13,3,,Çim,English,Saturday
3,AMADIS KG K DB,4y d  g,LILBOURNE LAD (IRE),"54,5",E.SİNCAN,MÜGE DİNÇ,﻿Ankara,2022-08-13,3,,Çim,English,Saturday
4,HANİFE SULTAN DB SKG SK YP,4y d k,JUSTENUFFHUMOR (USA),"56,5",E.ÇANKAYA AP,CEREN SUBAŞI,﻿Ankara,2022-08-13,3,,Çim,English,Saturday
5,ROYAL EAGLE DB SK,4y d k,WIN RIVER WIN (USA),50 +2.00,A.KAÇMAZ,C.TAHİR BURHANLIOĞLU,﻿Ankara,2022-08-13,3,,Çim,English,Saturday
6,POPULAR CITY SK,4y d k,MARCAVELLY (USA),"56,5",N.DEMİR AP,ERKUTAY ÖZYURTERİ,﻿Ankara,2022-08-13,3,,Çim,English,Saturday
7,PEAKY BLINDERS DB SK,4y d k,JUSTENUFFHUMOR (USA),60,F.ÇETİN AP,ÇAĞRI SEL,﻿Ankara,2022-08-13,3,,Çim,English,Saturday
8,ŞİRİN OĞLU KG DB SK ÖG,5y a  a,AKINDAYIM (IRE),50 +2.00,M.KESKİN,AYŞETE TOP,﻿Ankara,2022-08-13,3,,Çim,English,Saturday
9,PURO DB SKG SK BB,6y d  a,BOSPORUS (IRE),"57,5",M.S.ÇELİK,SENEM GÖZEL,﻿Ankara,2022-08-13,3,,Çim,English,Saturday
1.)550.000 TL,2.)220.000 TL,3.)110.000 TL,4.)55.000 TL,1.)158.125 TL,2.)63.250 TL,3.)31.625 TL,﻿Ankara,2022-08-13,4,,Çim,English,Saturday
1,SNOW BIRD KG K DB,3y k  d,GENERAL QUARTERS (USA),"55,5 +0.10",H.ÇİZİK,BURAK BİLEN,﻿Ankara,2022-08-13,4,,Çim,English,Saturday
2,VALLEY OF FLOWERS DB,4y d k,NATIVE KHAN (FR),60,A.ÇELİK,V.İBRAHİM ARACI,﻿Ankara,2022-08-13,4,,Çim,English,Saturday
3,ÇİPÇE,4y k k,NATIVE KHAN (FR),60,VEDAT ABİŞ,V.İBRAHİM ARACI,﻿Ankara,2022-08-13,4,,Çim,English,Saturday
4,HARD OFF HÜSNE DB SK,4y d k,LUXOR,60,A.SÖZEN,CANAN KORUCU,﻿Ankara,2022-08-13,4,,Çim,English,Saturday
5,HERMIONE GRANGER K DB,3y a  d,LUXOR,"55,5",G.KOCAKAYA,TOLGA KARAKARTAL,﻿Ankara,2022-08-13,4,,Çim,English,Saturday
6,MELİNAM K,4y a k,LION HEART (USA),60,B.KURDU,HÜLYA TEMEL,﻿Ankara,2022-08-13,4,,Çim,English,Saturday
7,MOORLAND K,5y d k,LUXOR,60,A.KAÇMAZ,SERBÜLENT YETİŞ,﻿Ankara,2022-08-13,4,,Çim,English,Saturday
8,GUİLLOTİNE KG K,3y d  d,MARCAVELLY (USA),"55,5 +0.20",S.BOYRAZ,ERDAL ÖZTÜRK,﻿Ankara,2022-08-13,4,,Çim,English,Saturday
9,NAVONA KG DB SK,5y k k,NATIVE KHAN (FR),60,MÜS.ÇELİK,SEZAİ USTA,﻿Ankara,2022-08-13,4,,Çim,English,Saturday
10,İLLÜZYON,4y d k,KANEKO,60,H.KARATAŞ,AHMET KURT,﻿Ankara,2022-08-13,4,,Çim,English,Saturday
1.)126.000 TL,2.)50.400 TL,3.)25.200 TL,4.)12.600 TL,1.)28.980 TL,2.)11.592 TL,3.)5.796 TL,﻿Ankara,2022-08-13,5,,Çim,English,Saturday
1,DİZDARIM KG SK,6y a k,UÇANBEY,58,E.ÇANKAYA AP,KUTBETTİN SAÇAN,﻿Ankara,2022-08-13,5,,Çim,English,Saturday
2,BAŞAR KG SK,6y k  a,AYABAKAN,56,MÜS.ÇELİK,HALE EKMEKÇİ EMRE,﻿Ankara,2022-08-13,5,,Çim,English,Saturday
