horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1.)44.500 TL,2.)17.800 TL,3.)8.900 TL,4.)4.450 TL,1.)7.676 TL,2.)3.071 TL,3.)1.535 TL,﻿Diyarbakır,2022-08-07,1,,Kum,English,Sunday
1,LADY PERFECT SKG SK,5y d k,HALICARNASSUS (IRE),60,A.ÇANKAYA AP,MAHMUT TEKİN,﻿Diyarbakır,2022-08-07,1,,Kum,English,Sunday
2,AMIGDALA SK,8y d k,VICTORY GALLOP (CAN),"58,5",H.SARIDAL AP,İ.ETHEM AKIL,﻿Diyarbakır,2022-08-07,1,,Kum,English,Sunday
3,ALTIN KAFES SK,8y d k,PERFECTO,61,Y.CENGİZ AP,ABDULBAKİ ÖZKAN,﻿Diyarbakır,2022-08-07,1,,Kum,English,Sunday
4,GERMUŞ KIZI KG SK,3y d  d,ZANJERO (USA),"55,5 +1.20",B.BEKTAŞ,SELAMİ ÜNLÜ,﻿Diyarbakır,2022-08-07,1,,Kum,English,Sunday
5,SÜPER SITARA K DB,3y d  d,TALIP HAN (IRE),"54,5 +2.00",M.A.AKTÜRK,SALİH ÇİZİK,﻿Diyarbakır,2022-08-07,1,,Kum,English,Sunday
6,SEDA KIZIM KG DB SK,5y d k,TOCCET (USA),54 +1.00,Y.ÇELİKBAŞ AP,HAZİM AKTAŞ,﻿Diyarbakır,2022-08-07,1,,Kum,English,Sunday
7,YAREN HAT KG SK,3y d  d,GÜNGÖR BABA,50 +1.00,A.H.BAYAR AP,SEYİT AHMET KORKMAZ,﻿Diyarbakır,2022-08-07,1,,Kum,English,Sunday
8,PRENSES GOLDA KG DB SK,6y d k,PAN RIVER,55 +0.20,N.ALTIN,AYTEN SALTABAŞ,﻿Diyarbakır,2022-08-07,1,,Kum,English,Sunday
9,SUMMER SOLO DB SKG SK,4y d k,DAI JIN (GB),55 +0.60,F.FELHAN AP,MEHMET EMRE HADİOĞLU,﻿Diyarbakır,2022-08-07,1,,Kum,English,Sunday
10,SECRET MOMENT KG SK,4y a k,PLEASANTLY PERFECT (USA),60,UMUT DEMİR AP,ALİ ŞEKER,﻿Diyarbakır,2022-08-07,1,,Kum,English,Sunday
1.)44.500 TL,2.)17.800 TL,3.)8.900 TL,4.)4.450 TL,1.)7.676 TL,2.)3.071 TL,3.)1.535 TL,﻿Diyarbakır,2022-08-07,2,,Kum,English,Sunday
