horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1.)217.000 TL,2.)86.800 TL,3.)43.400 TL,4.)21.700 TL,1.)49.910 TL,2.)19.964 TL,3.)9.982 TL,﻿Antalya,2024-02-20,1,,,English,Tuesday
1,BOLD JOSEPH DB SKG SK,3y d  e,MYBOYCHARLIE (IRE),58,Ö.YILDIRIM,ERDEM BEKMEZCİ,﻿Antalya,2024-02-20,1,,,English,Tuesday
2,HANNIBAL LECTER KG DB SK,3y d  e,MYBOYCHARLIE (IRE),58,M.ÇİÇEK,MEHMET MELİH GÖÇER,﻿Antalya,2024-02-20,1,,,English,Tuesday
3,BOLDİ KG DB SK,3y a  e,SUPER SAVER (USA),58 +0.20,M.KAYA,SUNA AKYÜZ KÖSE,﻿Antalya,2024-02-20,1,,,English,Tuesday
4,KING FATİH,3y d  e,YILDIRIMBEY,58,S.ALTAY AP,İSMET YILMAZ,﻿Antalya,2024-02-20,1,,,English,Tuesday
5,ANOTHER BANGER KG K,3y a  e,KANEKO,58,A.SÖZEN,CEM ÖZBELGE,﻿Antalya,2024-02-20,1,,,English,Tuesday
6,HAPPY BOY KG DB SK,3y k  e,MYBOYCHARLIE (IRE),58,VEDAT ABİŞ,HALUK ERON,﻿Antalya,2024-02-20,1,,,English,Tuesday
7,BEST OF RACER KG DB SK,3y a  e,GOLDEN TOWER,58,M.M.BİLGİN,BORA GÖVEREN,﻿Antalya,2024-02-20,1,,,English,Tuesday
8,ARTHURO DB SKG SK,3y d  e,BODEMEISTER (USA),56,C.PASO AP,KEREM DAĞ,﻿Antalya,2024-02-20,1,,,English,Tuesday
9,THE ROYAL SHOW KG DB SK,3y d  e,ABJAR ACADEMY,54 +0.30,E.D.ÖKTEN AP,MUHİTTİN AYDINALP,﻿Antalya,2024-02-20,1,,,English,Tuesday
1.)240.000 TL,2.)96.000 TL,3.)48.000 TL,4.)24.000 TL,1.)41.400 TL,2.)16.560 TL,3.)8.280 TL,﻿Antalya,2024-02-20,2,,Kum,English,Tuesday
1,DISTURBIA KG K DB,3y d  d,HANBEŞ,53 +2.00,A.YILDIZ,MUSTAFA GÜRCÜ,﻿Antalya,2024-02-20,2,,Kum,English,Tuesday
2,BABA RÜSTEM DB SKG SK,3y d  e,ABBAS YOLCU,55 +2.00,Ö.YILDIRIM,MUSTAFA ERGÜR,﻿Antalya,2024-02-20,2,,Kum,English,Tuesday
3,HIŞMAN IN MY HEART KG DB SK,3y d  e,AIR VICE MARSHAL (USA),55 +0.80,MER.ÇELİK,CEMİL ÇİZİK,﻿Antalya,2024-02-20,2,,Kum,English,Tuesday
4,SOMEBODY STOP ME KG DB SK,3y d  d,WIN RIVER WIN (USA),52,E.TUNÇ,ELÇİN DOĞAN KURU,﻿Antalya,2024-02-20,2,,Kum,English,Tuesday
5,GRANDE STEEL SK,3y d  d,TORUK MACTO (IRE),52 +0.80,İ.DİNAR,EYYÜP AYDINLIKTA,﻿Antalya,2024-02-20,2,,Kum,English,Tuesday
6,SUN IS UP KG DB SK,3y a  d,GRAYSTORM,52,S.TIRPAN,EYYÜP AYDINLIKTA,﻿Antalya,2024-02-20,2,,Kum,English,Tuesday
1.)240.000 TL,2.)96.000 TL,3.)48.000 TL,4.)24.000 TL,1.)41.400 TL,2.)16.560 TL,3.)8.280 TL,﻿Antalya,2024-02-20,3,,Kum,English,Tuesday
1,MAHANTA DB SKG SK,4y d  a,PAPA CLEM (USA),54,S.TIRPAN,MEHMET ZEKİ ZİYA,﻿Antalya,2024-02-20,3,,Kum,English,Tuesday
2,EVERYTHING ALRIGHT DB,4y d  a,LION HEART (USA),"56,5",M.M.BİLGİN,FIRAT GÖKHAN DOĞAN,﻿Antalya,2024-02-20,3,,Kum,English,Tuesday
3,OĞLUM FIRAT,4y d  a,PAPA CLEM (USA),59,B.M.MIRIK,MEHMET CAN,﻿Antalya,2024-02-20,3,,Kum,English,Tuesday
4,SEDDÜLBAHİR KG K GKR,5y d  a,TOROK (IRE),57,A.YILDIZ,ONUR YETKİN,﻿Antalya,2024-02-20,3,,Kum,English,Tuesday
5,ANOTHER BOY KG DB,4y a  a,PERFECT STORM,"55,5 +0.70",F.R.BEBEK,MEHMET DEMİRKOL,﻿Antalya,2024-02-20,3,,Kum,English,Tuesday
6,ŞEN AKYÜZ KG DB SK,5y d  a,POWERSCOURT (GB),57,N.ŞEN,GIYASETTİN ŞEN,﻿Antalya,2024-02-20,3,,Kum,English,Tuesday
7,KELPİE DB SKG SK,4y d k,CORINTHIAN (USA),51 +2.00,B.AKÇAY,AYTURAL BOZ,﻿Antalya,2024-02-20,3,,Kum,English,Tuesday
8,ŞALGAMCIOĞLU KG K,4y d  a,SCARFACE,54 +0.20,G.YILDIZ,FETHİ TEKPINAR,﻿Antalya,2024-02-20,3,,Kum,English,Tuesday
9,BAŞDANER KG K DB (Koşmaz),6y d  a,TOCCET (USA),60,M.GÖKSU AP,ALİ GALİP MERCAN,﻿Antalya,2024-02-20,3,,Kum,English,Tuesday
1.)217.000 TL,2.)86.800 TL,3.)43.400 TL,4.)21.700 TL,1.)49.910 TL,2.)19.964 TL,3.)9.982 TL,﻿Antalya,2024-02-20,4,,,English,Tuesday
1,ALBUS DUMBLEDORE KG DB SK,3y d  e,KANEKO,58,Ö.YILDIRIM,TOLGA KARAKARTAL,﻿Antalya,2024-02-20,4,,,English,Tuesday
2,DAYWALKER KG DB SK,3y d  e,TIZWAY (USA),58,M.M.BİLGİN,NİMET ARİF KURTEL,﻿Antalya,2024-02-20,4,,,English,Tuesday
3,TIZ SONG KG DB,3y k  e,TIZWAY (USA),58,M.ÇİÇEK,İLKNUR KORKUT,﻿Antalya,2024-02-20,4,,,English,Tuesday
4,THE SHOCKING KG DB SK,3y d  e,BUSHRANGER (IRE),58,MER.ÇELİK,CEMİL TANER,﻿Antalya,2024-02-20,4,,,English,Tuesday
