horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1.)75.000 TL,2.)30.000 TL,3.)15.000 TL,4.)7.500 TL,1.)17.250 TL,2.)6.900 TL,3.)3.450 TL,﻿İstanbul,2022-05-04,1,,Çim,English,Wednesday
1,RABITELLİ KG K,3y d  e,SMART ROBIN (JPN),58,H.KARATAŞ,ERDAL URAL,﻿İstanbul,2022-05-04,1,,Çim,English,Wednesday
2,ASLANIN OĞLU KG,3y d  e,SCARFACE,58,G.ÖZÇELİK,BÜŞRA ÖZTÜRK KARATEPE,﻿İstanbul,2022-05-04,1,,Çim,English,Wednesday
3,GRAND FOREVER K,3y d  e,GRAND EKINOKS,56,M.G.ARSLAN AP,YASİN KADRİ EKİNCİ,﻿İstanbul,2022-05-04,1,,Çim,English,Wednesday
4,EZELHAN KG DB SK,3y a  e,LUXOR,58,VEDAT ABİŞ,SERDAR ZABUN,﻿İstanbul,2022-05-04,1,,Çim,English,Wednesday
5,ANADOLU YİĞİDİ SKG SK,3y k  e,GRAYSTORM,58,G.KOCAKAYA,ARMAN OKAN,﻿İstanbul,2022-05-04,1,,Çim,English,Wednesday
6,HAZY DAISY KG SK,3y a  d,LUXOR,56,F.YÜKSEL,AYŞE MERVE KİTAPÇI,﻿İstanbul,2022-05-04,1,,Çim,English,Wednesday
7,ANZAKLI,3y d  e,DAI JIN (GB),58,GÖK.BEKTAŞ,YÜKSEL GÖKTÜRK,﻿İstanbul,2022-05-04,1,,Çim,English,Wednesday
8,TUMTURAKLI,3y a  e,THREE VALLEYS (USA),58,GÖKH.GÖKÇE,İLYAS İLBEY,﻿İstanbul,2022-05-04,1,,Çim,English,Wednesday
9,QUAICH KG DB SK,3y k  d,HIGHLAND REEL (IRE),56,MÜS.ÇELİK,FERHAT YAVAŞ,﻿İstanbul,2022-05-04,1,,Çim,English,Wednesday
