horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1.)45.500 TL,2.)18.200 TL,3.)9.100 TL,4.)4.550 TL,1.)7.849 TL,2.)3.140 TL,3.)1.570 TL,﻿Diyarbakır,2022-07-31,1,,Kum,English,Sunday
1,ANNUS MIRABIUS KG SK,4y a  g,ZEBEDEE (GB),58,M.ŞAKİR AP,MAHMUT KARAKEÇİ,﻿Diyarbakır,2022-07-31,1,,Kum,English,Sunday
2,MY HEAD SKG SK,5y a  a,KANEKO,58,F.FELHAN AP,AHMET ÇELİK,﻿Diyarbakır,2022-07-31,1,,Kum,English,Sunday
3,ALEMDAR KG DB,5y d  a,BUSHRANGER (IRE),54 +1.30,N.ALTIN,HASAN KOÇYİĞİT,﻿Diyarbakır,2022-07-31,1,,Kum,English,Sunday
4,SPRING ATTACK DB SK,4y d  a,WIN RIVER WIN (USA),"55,5 +0.60",A.ÇANKAYA AP,CELAL AKIL,﻿Diyarbakır,2022-07-31,1,,Kum,English,Sunday
5,HASANEFE KG K DB SGKR,6y d  a,HAKEEM (USA),"60,5",İ.AKYAVUZ,MEHMET KARAKEÇİ,﻿Diyarbakır,2022-07-31,1,,Kum,English,Sunday
6,KING TAMER KG DB SK,4y a  a,LION HEART (USA),51 +0.80,A.H.BAYAR AP,AZİZ KARAKEÇİLİ,﻿Diyarbakır,2022-07-31,1,,Kum,English,Sunday
7,DANCING ADDER DB SK,4y a  a,TIGHT END,"58,5",F.ÇETİNBAŞ AP,MUSTAFA KAPLAN,﻿Diyarbakır,2022-07-31,1,,Kum,English,Sunday
8,TAŞKESEN KG DB,7y a  a,OCEAN BLUE,"60,5",Y.CENGİZ AP,MEHMET YAVUZ,﻿Diyarbakır,2022-07-31,1,,Kum,English,Sunday
9,WALTZ GOES ON SKG SK,5y d k,HALICARNASSUS (IRE),61,Y.ÇELİKBAŞ AP,İDRİS ÜNLÜ,﻿Diyarbakır,2022-07-31,1,,Kum,English,Sunday
1.)50.500 TL,2.)20.200 TL,3.)10.100 TL,4.)5.050 TL,1.)14.519 TL,2.)5.808 TL,3.)2.904 TL,﻿Diyarbakır,2022-07-31,2,,Kum,English,Sunday
1,ERTURAN KG SK,3y k  e,BATURŞAH,54 +2.00,F.FELHAN AP,AHMET ÇELİK,﻿Diyarbakır,2022-07-31,2,,Kum,English,Sunday
2,KÜÇÜK MİRAY KG SK,3y a  d,UÇANBEY,54 +2.00,A.ÇANKAYA AP,CEVHER CANLIKA,﻿Diyarbakır,2022-07-31,2,,Kum,English,Sunday
