horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1.)60.000 TL,2.)24.000 TL,3.)12.000 TL,4.)6.000 TL,1.)17.250 TL,2.)6.900 TL,3.)3.450 TL,﻿Bursa,2021-10-01,1,,Çim,English,Friday
1,SINIR TANIMAZ KG SK,3y a  e,GÜRGÖKÇE,57 +0.10,M.DEMİRBAŞ,İSKENDER DEMİRCİ,﻿Bursa,2021-10-01,1,,Çim,English,Friday
2,MELTEMOVA KG SK,3y a  d,KAIZBERT (RU),55,MAHMUT TURAN,MERT ÇELİK,﻿Bursa,2021-10-01,1,,Çim,English,Friday
3,KIZIM MELİSSA KG K,3y k  d,TURBO,55 +0.10,MER.ÇELİK,ÖZGÜR DEMİR,﻿Bursa,2021-10-01,1,,Çim,English,Friday
4,KUMARBAZ KG,3y d  e,BABA MEVLÜT,57 +0.30,N.ŞEN,MUSTAFA DİŞLON,﻿Bursa,2021-10-01,1,,Çim,English,Friday
5,DEMİR KOZA KG K,3y k  e,KAFKAS ŞAHI,57 +0.20,AH.ARSLAN,SUPHİ SALGAR,﻿Bursa,2021-10-01,1,,Çim,English,Friday
6,FIRTINA KG SK,3y k  e,YAKUPBEY,57,H.KAPLAN,İ.HALİL ALTIN,﻿Bursa,2021-10-01,1,,Çim,English,Friday
7,BİLŞEN,3y d  d,TAYCAN,55 +0.30,K.TOKAÇOĞLU,ALİ ÜMİT TEZEL,﻿Bursa,2021-10-01,1,,Çim,English,Friday
8,ŞEREFİN KIZI DB SK,3y a  d,ŞEREFKAR,51 +0.10,U.DEMİRBAŞ AP,AVNİ GÖKKAN,﻿Bursa,2021-10-01,1,,Çim,English,Friday
9,GELİNBAŞI KG K DB,3y a  d,KAIZBERT (RU),55 +2.00,O.GÖKÇE,ŞEMSETTİN TOYDEMİR,﻿Bursa,2021-10-01,1,,Çim,English,Friday
10,BEYTAÇ KG K DB,3y k  e,KAANEFE,57,T.ALICI,TUĞRUL GÜRE,﻿Bursa,2021-10-01,1,,Çim,English,Friday
