horse_no,horse_name,age,origin,weight,jockey,owner_trainer,venue,file_date,race_no,distance_track,race_type,horse_type,race_day
1,MISTER X (IRE) DB,2y d e,PROFITABLE (IRE),58,L CATTON,MR STUART C WILLIAMS,﻿Wolverhampton Birleşik Krallık,2022-12-18,1,,,English,Sunday
2,FLYING SPIRIT,2y d e,HARRY ANGEL (IRE),"61,5",JOANNA MASON,MR DONALD M KERR,﻿Wolverhampton Birleşik Krallık,2022-12-18,1,,,English,Sunday
3,LADY MILLER (IRE) DB YP,2y d d,TAMAYUZ,"58,5",D PROBERT,ALEX MILLER AND PART,﻿Wolverhampton Birleşik Krallık,2022-12-18,1,,,English,Sunday
4,LADY WORMSLEY (IRE),2y a d,TWILIGHT SON,"60,5",D MUSCUTT,SİR WİLLİAM RUSSELL,﻿Wolverhampton Birleşik Krallık,2022-12-18,1,,,English,Sunday
5,BODE KG DB,2y d g,CAMACHO,"59,5",L MORRIS,RABBAH RACING,﻿Wolverhampton Birleşik Krallık,2022-12-18,1,,,English,Sunday
6,ROYAL CAY,2y k e,EXPERT EYE,62,J PEATE,MR STEVE BRADLEY,﻿Wolverhampton Birleşik Krallık,2022-12-18,1,,,English,Sunday
7,ABSOLUTE QUEEN (IRE),2y d d,ZOFFANY (IRE),"62,5",K STOTT,MİDDLEHAM PARK RACİN,﻿Wolverhampton Birleşik Krallık,2022-12-18,1,,,English,Sunday
8,BARA LACHA,2y d d,MONDIALISTE (IRE),"58,5",JASON WATSON,GEOFF & SANDRA TURNB,﻿Wolverhampton Birleşik Krallık,2022-12-18,1,,,English,Sunday
9,CROCODILE ROLL K (Koşmaz),2y k e,LETHAL FORCE (IRE),"58,5",D E HOGAN,MR ROBERT EDDERY,﻿Wolverhampton Birleşik Krallık,2022-12-18,1,,,English,Sunday
1,RESILIENT POWER (IRE) YP,2y d g,KESSAAR (IRE),58,K O'NEILL,AMO RACING LIMITED,﻿Wolverhampton Birleşik Krallık,2022-12-18,2,,,English,Sunday
2,SERENITY ROSE (IRE),2y d d,JAMES GARFIELD (IRE),"62,5",BİLLY LOUGHNANE,MR C L BACON,﻿Wolverhampton Birleşik Krallık,2022-12-18,2,,,English,Sunday
3,NAOMI'S CHARM (IRE) DB,2y d d,CHARM SPIRIT (IRE),"58,5",C LEE,NICK BRADLEY RACING,﻿Wolverhampton Birleşik Krallık,2022-12-18,2,,,English,Sunday
4,SEAGRAVE FOX (IRE),2y a e,BUNGLE INTHEJUNGLE,"56,5",D ALLAN,KİNG POWER RACİNG CO,﻿Wolverhampton Birleşik Krallık,2022-12-18,2,,,English,Sunday
5,KHANGAI,2y d e,TWILIGHT SON,59,D PROBERT,MR MARK RİMELL,﻿Wolverhampton Birleşik Krallık,2022-12-18,2,,,English,Sunday
